Season,League,Team,Player,Nation,Pos,Age,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%
2022-2023,Ligue1,Reims,Mamadou Diakhon,FRA,FW,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
2022-2023,Ligue1,Reims,Rafik Guitane,FRA,FW,23.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
2022-2023,Ligue1,Reims,Samuel Koeberlé,FRA,MF,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,
2022-2023,Ligue1,Montpellier,Jordan Ferri,FRA,MF,30.0,7.0,1.0,1.0,47.0,61.0,1.0,30.0,26.0,35.0,0.0,2.0,0.0,278.0,17.0,25.0,40.5
2022-2023,Ligue1,Montpellier,Christopher Jullien,FRA,DF,29.0,5.0,0.0,0.0,33.0,6.0,3.0,0.0,43.0,28.0,0.0,2.0,0.0,141.0,86.0,40.0,68.3
2022-2023,Ligue1,Montpellier,Téji Savanier,FRA,MF,30.0,4.0,3.0,0.0,58.0,97.0,0.0,235.0,30.0,30.0,0.0,0.0,0.0,210.0,12.0,22.0,35.3
2022-2023,Ligue1,Montpellier,Arnaud Nordin,FRA,FW,24.0,4.0,0.0,0.0,21.0,82.0,4.0,49.0,14.0,14.0,2.0,0.0,0.0,120.0,21.0,59.0,26.3
2022-2023,Ligue1,Montpellier,Falaye Sacko,MLI,DF,27.0,3.0,0.0,0.0,26.0,19.0,5.0,36.0,33.0,25.0,0.0,3.0,1.0,179.0,17.0,18.0,48.6
2022-2023,Ligue1,Montpellier,Elye Wahi,FRA,FW,19.0,8.0,1.0,0.0,32.0,40.0,26.0,19.0,3.0,3.0,2.0,0.0,0.0,47.0,20.0,78.0,20.4
2022-2023,Ligue1,Montpellier,Joris Chotard,FRA,MF,20.0,4.0,0.0,0.0,33.0,18.0,3.0,33.0,40.0,34.0,0.0,0.0,0.0,188.0,12.0,20.0,37.5
2022-2023,Ligue1,Montpellier,Faitout Maouassa,FRA,"FW,DF",24.0,0.0,0.0,0.0,32.0,31.0,2.0,81.0,20.0,32.0,0.0,0.0,0.0,83.0,13.0,12.0,52.0
2022-2023,Ligue1,Montpellier,Wahbi Khazri,TUN,"FW,MF",31.0,5.0,1.0,0.0,20.0,36.0,13.0,39.0,9.0,13.0,0.0,0.0,0.0,85.0,18.0,31.0,36.7
2022-2023,Ligue1,Montpellier,Benjamin Lecomte,FRA,GK,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,6.0,2.0,75.0
2022-2023,Ligue1,Montpellier,Maxime Estève,FRA,DF,20.0,3.0,0.0,0.0,18.0,7.0,0.0,1.0,34.0,13.0,0.0,0.0,1.0,96.0,31.0,26.0,54.4
2022-2023,Ligue1,Montpellier,Issiaga Sylla,GUI,DF,28.0,0.0,0.0,0.0,8.0,9.0,2.0,35.0,32.0,16.0,0.0,0.0,0.0,100.0,27.0,15.0,64.3
2022-2023,Ligue1,Montpellier,Boubakar Kouyaté,MLI,DF,25.0,5.0,0.0,0.0,21.0,14.0,0.0,1.0,34.0,18.0,0.0,0.0,0.0,74.0,43.0,25.0,63.2
2022-2023,Ligue1,Montpellier,Stephy Mavididi,ENG,FW,24.0,1.0,1.0,0.0,20.0,18.0,3.0,10.0,4.0,19.0,0.0,0.0,0.0,59.0,10.0,22.0,31.3
2022-2023,Ligue1,Montpellier,Nicolas Cozza,FRA,DF,23.0,3.0,0.0,0.0,8.0,19.0,3.0,14.0,21.0,21.0,0.0,0.0,0.0,62.0,21.0,23.0,47.7
2022-2023,Ligue1,Montpellier,Léo Leroy,FRA,MF,22.0,7.0,0.0,0.0,37.0,19.0,1.0,10.0,14.0,38.0,0.0,0.0,0.0,102.0,24.0,15.0,61.5
2022-2023,Ligue1,Montpellier,Jonas Omlin,SUI,GK,28.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,3.0,0.0,100.0
2022-2023,Ligue1,Montpellier,Enzo Tchato,CMR,DF,19.0,1.0,0.0,0.0,13.0,7.0,2.0,39.0,7.0,17.0,0.0,0.0,0.0,56.0,17.0,16.0,51.5
2022-2023,Ligue1,Montpellier,Mamadou Sakho,FRA,DF,32.0,2.0,0.0,0.0,6.0,5.0,0.0,0.0,8.0,5.0,0.0,2.0,0.0,45.0,22.0,18.0,55.0
2022-2023,Ligue1,Montpellier,Khalil Fayad,FRA,MF,18.0,1.0,1.0,0.0,17.0,16.0,0.0,10.0,9.0,14.0,0.0,0.0,0.0,47.0,3.0,14.0,17.6
2022-2023,Ligue1,Montpellier,Théo Sainte-Luce,FRA,DF,23.0,0.0,0.0,0.0,13.0,1.0,0.0,10.0,10.0,11.0,0.0,0.0,0.0,21.0,6.0,9.0,40.0
2022-2023,Ligue1,Montpellier,Valère Germain,FRA,"FW,MF",32.0,1.0,1.0,0.0,10.0,4.0,2.0,6.0,6.0,11.0,1.0,0.0,0.0,19.0,32.0,42.0,43.2
2022-2023,Ligue1,Montpellier,Bingourou Kamara,SEN,GK,25.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,100.0
2022-2023,Ligue1,Montpellier,Arnaud Souquet,FRA,"DF,FW",30.0,1.0,0.0,0.0,7.0,7.0,1.0,7.0,4.0,16.0,0.0,1.0,0.0,27.0,9.0,10.0,47.4
2022-2023,Ligue1,Montpellier,Béni Makouana,CGO,"FW,MF",19.0,1.0,0.0,0.0,3.0,1.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,10.0,3.0,7.0,30.0
2022-2023,Ligue1,Montpellier,Matis Carvalho,POR,GK,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0
2022-2023,Ligue1,Montpellier,Cheikh Faye,SEN,FW,23.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,100.0
2022-2023,Ligue1,Montpellier,Axel Gueguin,FRA,"FW,MF",17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2022-2023,Ligue1,Montpellier,Sacha Delaye,FRA,"FW,MF",20.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,50.0
2022-2023,Ligue1,Montpellier,Pedro Mendes,POR,DF,31.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,50.0
2022-2023,Ligue1,Montpellier,Thibault Tamas,FRA,DF,21.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
2022-2023,Ligue1,Toulouse,Maxime Dupé,FRA,GK,29.0,2.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,27.0,9.0,0.0,100.0
2022-2023,Ligue1,Toulouse,Anthony Rouault,FRA,DF,21.0,4.0,1.0,1.0,21.0,17.0,1.0,0.0,56.0,37.0,0.0,0.0,1.0,213.0,86.0,64.0,57.3
2022-2023,Ligue1,Toulouse,Stijn Spierings,NED,MF,26.0,6.0,0.0,0.0,55.0,50.0,0.0,21.0,53.0,67.0,1.0,1.0,0.0,336.0,20.0,20.0,50.0
2022-2023,Ligue1,Toulouse,Rasmus Nicolaisen,DEN,DF,25.0,7.0,1.0,1.0,30.0,28.0,1.0,0.0,50.0,21.0,0.0,1.0,1.0,188.0,116.0,41.0,73.9
2022-2023,Ligue1,Toulouse,Branco van den Boomen,NED,MF,27.0,6.0,0.0,0.0,33.0,19.0,2.0,282.0,10.0,36.0,0.0,0.0,0.0,182.0,6.0,12.0,33.3
2022-2023,Ligue1,Toulouse,Zakaria Aboukhlal,MAR,"FW,MF",22.0,4.0,0.0,0.0,41.0,46.0,20.0,29.0,22.0,23.0,0.0,0.0,0.0,130.0,12.0,31.0,27.9
2022-2023,Ligue1,Toulouse,Thijs Dallinga,NED,FW,21.0,4.0,0.0,0.0,35.0,19.0,22.0,18.0,3.0,6.0,0.0,0.0,0.0,41.0,56.0,68.0,45.2
2022-2023,Ligue1,Toulouse,Mikkel Desler,DEN,DF,27.0,5.0,1.0,1.0,28.0,32.0,6.0,42.0,36.0,38.0,0.0,0.0,0.0,165.0,23.0,9.0,71.9
2022-2023,Ligue1,Toulouse,Rafael Ratão,BRA,"FW,MF",26.0,2.0,0.0,0.0,28.0,33.0,2.0,52.0,21.0,36.0,0.0,0.0,0.0,116.0,10.0,13.0,43.5
2022-2023,Ligue1,Toulouse,Brecht Dejaegere,BEL,MF,31.0,5.0,0.0,0.0,40.0,37.0,1.0,19.0,14.0,23.0,0.0,1.0,0.0,86.0,8.0,16.0,33.3
2022-2023,Ligue1,Toulouse,Fares Chaïbi,ALG,"FW,MF",19.0,2.0,0.0,0.0,34.0,21.0,8.0,57.0,19.0,18.0,0.0,0.0,0.0,109.0,30.0,50.0,37.5
2022-2023,Ligue1,Toulouse,Issiaga Sylla,GUI,DF,28.0,3.0,0.0,0.0,24.0,18.0,1.0,41.0,38.0,15.0,0.0,0.0,0.0,120.0,12.0,16.0,42.9
2022-2023,Ligue1,Toulouse,Gabriel Suazo,CHI,DF,24.0,1.0,0.0,0.0,18.0,11.0,1.0,14.0,22.0,22.0,0.0,1.0,0.0,104.0,9.0,9.0,50.0
2022-2023,Ligue1,Toulouse,Moussa Diarra,MLI,DF,21.0,0.0,0.0,0.0,19.0,17.0,1.0,13.0,19.0,9.0,0.0,1.0,0.0,69.0,16.0,13.0,55.2
2022-2023,Ligue1,Toulouse,Ado Onaiwu,JPN,FW,26.0,0.0,0.0,0.0,15.0,15.0,3.0,5.0,2.0,6.0,0.0,0.0,0.0,35.0,37.0,38.0,49.3
2022-2023,Ligue1,Toulouse,Waren Kamanzi,NOR,DF,21.0,1.0,0.0,0.0,7.0,7.0,0.0,6.0,8.0,9.0,0.0,0.0,0.0,47.0,3.0,6.0,33.3
2022-2023,Ligue1,Toulouse,Vincent Sierro,SUI,MF,26.0,3.0,0.0,0.0,19.0,8.0,0.0,25.0,4.0,11.0,0.0,0.0,0.0,50.0,9.0,9.0,50.0
2022-2023,Ligue1,Toulouse,Denis Genreau,AUS,MF,23.0,3.0,0.0,0.0,9.0,4.0,3.0,16.0,8.0,13.0,0.0,0.0,0.0,48.0,5.0,16.0,23.8
2022-2023,Ligue1,Toulouse,Logan Costa,CPV,DF,21.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,1.0,24.0,5.0,3.0,62.5
2022-2023,Ligue1,Toulouse,Kévin Keben Biakolo,CMR,DF,18.0,1.0,0.0,0.0,2.0,5.0,0.0,6.0,5.0,2.0,0.0,0.0,0.0,26.0,3.0,8.0,27.3
2022-2023,Ligue1,Toulouse,Veljko Birmančević,SRB,"FW,MF",24.0,0.0,0.0,0.0,5.0,8.0,0.0,5.0,7.0,7.0,1.0,0.0,0.0,25.0,3.0,12.0,20.0
2022-2023,Ligue1,Toulouse,Oliver Zandén,SWE,"DF,MF",20.0,0.0,0.0,0.0,3.0,6.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,8.0,1.0,2.0,33.3
2022-2023,Ligue1,Toulouse,Christian Mawissa,FRA,DF,17.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,50.0
2022-2023,Ligue1,Toulouse,Nathan N'Goumou,FRA,FW,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,6.0,1.0,0.0,100.0
2022-2023,Ligue1,Toulouse,Yanis Begraoui,MAR,"FW,MF",21.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,
2022-2023,Ligue1,Toulouse,Saïd Hamulic,BIH,FW,21.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0
2022-2023,Ligue1,Toulouse,Rhys Healey,WAL,FW,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,100.0
2022-2023,Ligue1,Toulouse,Naatan Skyttä,FIN,MF,20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2022-2023,Ligue1,Toulouse,Theocharis Tsingaras,GRE,MF,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2022-2023,Ligue1,Brest,Marco Bizot,NED,GK,31.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,5.0,1.0,83.3
2022-2023,Ligue1,Brest,Lilian Brassier,FRA,DF,22.0,5.0,0.0,0.0,42.0,16.0,0.0,33.0,53.0,30.0,0.0,0.0,0.0,201.0,61.0,37.0,62.2
2022-2023,Ligue1,Brest,Pierre Lees-Melou,FRA,MF,29.0,10.0,1.0,0.0,43.0,47.0,1.0,41.0,52.0,55.0,0.0,2.0,0.0,278.0,18.0,10.0,64.3
2022-2023,Ligue1,Brest,Haris Belkebla,ALG,MF,28.0,3.0,0.0,0.0,33.0,50.0,0.0,11.0,52.0,48.0,0.0,0.0,0.0,197.0,20.0,30.0,40.0
2022-2023,Ligue1,Brest,Franck Honorat,FRA,"FW,MF",25.0,1.0,0.0,0.0,23.0,18.0,9.0,214.0,21.0,29.0,0.0,1.0,0.0,134.0,13.0,36.0,26.5
2022-2023,Ligue1,Brest,Jean-Kevin Duverne,HAI,DF,25.0,2.0,0.0,0.0,39.0,20.0,4.0,85.0,28.0,38.0,2.0,0.0,0.0,159.0,33.0,22.0,60.0
2022-2023,Ligue1,Brest,Brendan Chardonnet,FRA,DF,27.0,6.0,0.0,0.0,39.0,26.0,0.0,6.0,63.0,27.0,0.0,1.0,1.0,149.0,92.0,42.0,68.7
2022-2023,Ligue1,Brest,Jérémy Le Douaron,FRA,"MF,FW",24.0,1.0,0.0,0.0,33.0,36.0,10.0,32.0,11.0,9.0,0.0,0.0,0.0,61.0,61.0,71.0,46.2
2022-2023,Ligue1,Brest,Mahdi Camara,FRA,MF,24.0,4.0,1.0,0.0,23.0,32.0,0.0,15.0,40.0,36.0,1.0,0.0,0.0,114.0,19.0,24.0,44.2
2022-2023,Ligue1,Brest,Steve Mounié,BEN,FW,27.0,2.0,0.0,0.0,37.0,25.0,10.0,9.0,3.0,5.0,0.0,0.0,0.0,49.0,151.0,105.0,59.0
2022-2023,Ligue1,Brest,Hugo Magnetti,FRA,MF,24.0,2.0,0.0,0.0,17.0,26.0,0.0,20.0,25.0,27.0,0.0,0.0,0.0,127.0,7.0,18.0,28.0
2022-2023,Ligue1,Brest,Romain Del Castillo,FRA,"MF,FW",26.0,2.0,0.0,0.0,19.0,24.0,1.0,101.0,11.0,24.0,1.0,0.0,0.0,86.0,18.0,24.0,42.9
2022-2023,Ligue1,Brest,Kenny Lala,FRA,DF,30.0,4.0,0.0,0.0,18.0,16.0,1.0,64.0,21.0,19.0,0.0,1.0,0.0,119.0,8.0,14.0,36.4
2022-2023,Ligue1,Brest,Noah Fadiga,SEN,DF,22.0,2.0,0.0,0.0,22.0,18.0,1.0,10.0,26.0,21.0,1.0,1.0,0.0,80.0,8.0,8.0,50.0
2022-2023,Ligue1,Brest,Mathias Pereira Lage,POR,"MF,FW",25.0,2.0,0.0,0.0,23.0,27.0,1.0,34.0,14.0,7.0,1.0,0.0,0.0,69.0,21.0,28.0,42.9
2022-2023,Ligue1,Brest,Achraf Dari,MAR,DF,23.0,1.0,0.0,0.0,13.0,13.0,2.0,1.0,19.0,14.0,1.0,1.0,0.0,78.0,35.0,24.0,59.3
2022-2023,Ligue1,Brest,Christophe Hérelle,MTQ,DF,29.0,2.0,0.0,0.0,13.0,14.0,0.0,2.0,20.0,4.0,0.0,2.0,1.0,58.0,11.0,10.0,52.4
2022-2023,Ligue1,Brest,Islam Slimani,ALG,FW,34.0,5.0,0.0,0.0,18.0,14.0,10.0,9.0,1.0,3.0,0.0,0.0,0.0,16.0,22.0,25.0,46.8
2022-2023,Ligue1,Brest,Youcef Belaïli,ALG,"FW,MF",30.0,3.0,0.0,0.0,11.0,8.0,2.0,21.0,1.0,2.0,0.0,0.0,0.0,19.0,2.0,1.0,66.7
2022-2023,Ligue1,Brest,Jere Uronen,FIN,DF,28.0,0.0,0.0,0.0,3.0,7.0,0.0,13.0,7.0,5.0,0.0,0.0,0.0,14.0,2.0,6.0,25.0
2022-2023,Ligue1,Brest,Félix Lemaréchal,FRA,MF,18.0,2.0,0.0,0.0,6.0,0.0,0.0,7.0,1.0,5.0,0.0,0.0,0.0,13.0,6.0,3.0,66.7
2022-2023,Ligue1,Brest,Bradley Locko,FRA,DF,20.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,2.0,3.0,0.0,0.0,0.0,18.0,3.0,2.0,60.0
2022-2023,Ligue1,Brest,Alberth Elis,HON,"MF,FW",26.0,0.0,0.0,0.0,8.0,5.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,17.0,3.0,12.0,20.0
2022-2023,Ligue1,Brest,Irvin Cardona,FRA,"FW,MF",24.0,0.0,0.0,0.0,5.0,2.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,7.0,3.0,5.0,37.5
2022-2023,Ligue1,Brest,Taïryk Arconte,FRA,FW,18.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,3.0,50.0
2022-2023,Ligue1,Brest,Joaquín Blázquez,ARG,GK,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2022-2023,Ligue1,Brest,Karamoko Dembele,SCO,"FW,MF",19.0,0.0,0.0,0.0,5.0,9.0,0.0,14.0,1.0,0.0,0.0,0.0,0.0,13.0,0.0,4.0,0.0
2022-2023,Ligue1,Brest,Axel Camblan,FRA,"FW,MF",18.0,0.0,0.0,0.0,4.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,5.0,7.0,3.0,70.0
2022-2023,Ligue1,Brest,Hianga Mananga Mbock,FRA,MF,22.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,50.0
2022-2023,Ligue1,Strasbourg,Matz Sels,BEL,GK,30.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,29.0,9.0,0.0,100.0
2022-2023,Ligue1,Strasbourg,Habib Diallo,SEN,FW,27.0,4.0,1.0,1.0,37.0,64.0,19.0,7.0,12.0,10.0,1.0,0.0,0.0,76.0,135.0,158.0,46.1
2022-2023,Ligue1,Strasbourg,Alexander Djiku,GHA,DF,27.0,8.0,1.0,0.0,39.0,26.0,2.0,6.0,66.0,36.0,0.0,0.0,0.0,162.0,92.0,35.0,72.4
2022-2023,Ligue1,Strasbourg,Jean-Ricner Bellegarde,FRA,"MF,FW",24.0,5.0,0.0,0.0,36.0,73.0,1.0,123.0,26.0,25.0,3.0,1.0,0.0,157.0,20.0,30.0,40.0
2022-2023,Ligue1,Strasbourg,Ismaël Doukouré,FRA,"DF,MF",19.0,5.0,0.0,0.0,30.0,27.0,0.0,11.0,27.0,24.0,0.0,0.0,0.0,148.0,29.0,37.0,43.9
2022-2023,Ligue1,Strasbourg,Kévin Gameiro,FRA,FW,35.0,1.0,1.0,0.0,15.0,15.0,4.0,19.0,9.0,10.0,1.0,0.0,0.0,83.0,12.0,27.0,30.8
2022-2023,Ligue1,Strasbourg,Maxime Le Marchand,FRA,DF,32.0,6.0,1.0,1.0,31.0,9.0,0.0,11.0,37.0,24.0,0.0,2.0,0.0,144.0,59.0,29.0,67.0
2022-2023,Ligue1,Strasbourg,Gerzino Nyamsi,FRA,DF,25.0,4.0,1.0,0.0,37.0,3.0,0.0,1.0,10.0,20.0,0.0,2.0,0.0,108.0,37.0,20.0,64.9
2022-2023,Ligue1,Strasbourg,Lucas Perrin,FRA,DF,23.0,4.0,0.0,0.0,23.0,19.0,0.0,8.0,36.0,27.0,0.0,1.0,0.0,112.0,36.0,19.0,65.5
2022-2023,Ligue1,Strasbourg,Mouhamadou Diarra,FRA,"MF,FW",18.0,4.0,0.0,0.0,23.0,22.0,0.0,48.0,11.0,16.0,1.0,0.0,0.0,99.0,12.0,25.0,32.4
2022-2023,Ligue1,Strasbourg,Dimitri Liénard,FRA,"DF,MF",34.0,4.0,0.0,0.0,16.0,15.0,3.0,119.0,16.0,29.0,0.0,0.0,0.0,121.0,18.0,15.0,54.5
2022-2023,Ligue1,Strasbourg,Morgan Sanson,FRA,MF,27.0,1.0,0.0,0.0,21.0,34.0,0.0,35.0,22.0,25.0,0.0,0.0,0.0,104.0,14.0,13.0,51.9
2022-2023,Ligue1,Strasbourg,Sanjin Prcić,BIH,MF,28.0,3.0,1.0,0.0,16.0,19.0,1.0,29.0,25.0,12.0,0.0,0.0,0.0,152.0,16.0,7.0,69.6
2022-2023,Ligue1,Strasbourg,Frederic Guilbert,FRA,DF,27.0,3.0,0.0,0.0,28.0,19.0,0.0,55.0,43.0,29.0,0.0,1.0,0.0,109.0,28.0,23.0,54.9
2022-2023,Ligue1,Strasbourg,Jean-Eudes Aholou,CIV,MF,28.0,4.0,1.0,0.0,39.0,23.0,1.0,5.0,24.0,20.0,0.0,0.0,0.0,91.0,26.0,18.0,59.1
2022-2023,Ligue1,Strasbourg,Ibrahima Sissoko,MLI,MF,24.0,1.0,0.0,0.0,41.0,15.0,2.0,10.0,10.0,22.0,0.0,1.0,0.0,121.0,30.0,23.0,56.6
2022-2023,Ligue1,Strasbourg,Thomas Delaine,FRA,"DF,MF",30.0,3.0,0.0,0.0,15.0,12.0,0.0,66.0,16.0,14.0,0.0,2.0,0.0,53.0,11.0,11.0,50.0
2022-2023,Ligue1,Strasbourg,Colin Dagba,FRA,"DF,MF",23.0,3.0,0.0,0.0,14.0,6.0,1.0,35.0,17.0,20.0,0.0,0.0,0.0,51.0,3.0,5.0,37.5
2022-2023,Ligue1,Strasbourg,Adrien Thomasson,FRA,MF,28.0,2.0,0.0,0.0,16.0,20.0,4.0,8.0,3.0,9.0,0.0,0.0,0.0,80.0,7.0,6.0,53.8
2022-2023,Ligue1,Strasbourg,Eduard Sobol,UKR,DF,27.0,2.0,0.0,0.0,10.0,17.0,2.0,19.0,8.0,10.0,0.0,1.0,0.0,35.0,9.0,5.0,64.3
2022-2023,Ligue1,Strasbourg,Ludovic Ajorque,FRA,FW,28.0,1.0,0.0,0.0,14.0,8.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,21.0,50.0,33.0,60.2
2022-2023,Ligue1,Strasbourg,Ronaël Pierre-Gabriel,FRA,DF,24.0,3.0,0.0,0.0,12.0,8.0,2.0,19.0,9.0,18.0,0.0,0.0,0.0,41.0,8.0,7.0,53.3
2022-2023,Ligue1,Strasbourg,Lebo Mothiba,RSA,"FW,MF",26.0,0.0,0.0,0.0,12.0,12.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,11.0,10.0,24.0,29.4
2022-2023,Ligue1,Strasbourg,Nordine Kandil,FRA,"MF,FW",20.0,0.0,0.0,0.0,1.0,3.0,0.0,4.0,1.0,2.0,0.0,0.0,0.0,15.0,3.0,0.0,100.0
2022-2023,Ligue1,Strasbourg,Franci Bouebari,FRA,DF,18.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0
2022-2023,Ligue1,Strasbourg,Karol Fila,POL,DF,24.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,
2022-2023,Ligue1,Strasbourg,Yuito Suzuki,JPN,"FW,MF",20.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,100.0
2022-2023,Ligue1,Strasbourg,Dany Jean,HAI,"DF,MF",19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2022-2023,Ligue1,Strasbourg,Marvin Senaya,TOG,DF,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,50.0
2022-2023,Ligue1,Nantes,Alban Lafont,FRA,GK,23.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,46.0,7.0,1.0,87.5
2022-2023,Ligue1,Nantes,Andrei Girotto,BRA,"DF,MF",30.0,7.0,0.0,0.0,54.0,34.0,1.0,9.0,73.0,73.0,0.0,2.0,0.0,163.0,78.0,42.0,65.0
2022-2023,Ligue1,Nantes,Ludovic Blas,FRA,"MF,FW",24.0,6.0,0.0,0.0,59.0,62.0,4.0,128.0,19.0,30.0,0.0,0.0,0.0,169.0,18.0,34.0,34.6
2022-2023,Ligue1,Nantes,Jean-Charles Castelletto,CMR,DF,27.0,3.0,0.0,0.0,28.0,18.0,0.0,13.0,58.0,26.0,0.0,2.0,0.0,175.0,77.0,42.0,64.7
2022-2023,Ligue1,Nantes,Moses Simon,NGA,"FW,MF",27.0,3.0,0.0,0.0,11.0,32.0,4.0,140.0,11.0,9.0,0.0,0.0,0.0,114.0,11.0,39.0,22.0
2022-2023,Ligue1,Nantes,Samuel Moutoussamy,COD,MF,25.0,8.0,0.0,0.0,33.0,15.0,0.0,9.0,24.0,34.0,0.0,0.0,0.0,167.0,21.0,45.0,31.8
2022-2023,Ligue1,Nantes,Nicolas Pallois,FRA,DF,34.0,4.0,1.0,1.0,20.0,6.0,1.0,7.0,30.0,44.0,0.0,1.0,1.0,174.0,35.0,25.0,58.3
2022-2023,Ligue1,Nantes,Pedro Chirivella,ESP,MF,25.0,1.0,0.0,0.0,20.0,18.0,0.0,13.0,20.0,22.0,0.0,0.0,0.0,126.0,9.0,8.0,52.9
2022-2023,Ligue1,Nantes,Moussa Sissoko,FRA,MF,32.0,3.0,0.0,0.0,27.0,14.0,3.0,23.0,16.0,16.0,0.0,1.0,0.0,153.0,24.0,23.0,51.1
2022-2023,Ligue1,Nantes,Quentin Merlin,FRA,DF,20.0,2.0,0.0,0.0,12.0,14.0,0.0,113.0,24.0,19.0,0.0,0.0,0.0,112.0,16.0,15.0,51.6
2022-2023,Ligue1,Nantes,Fabien Centonze,FRA,DF,26.0,4.0,0.0,0.0,14.0,21.0,0.0,67.0,44.0,37.0,1.0,0.0,0.0,108.0,33.0,19.0,63.5
2022-2023,Ligue1,Nantes,Mostafa Mohamed,EGY,FW,24.0,1.0,0.0,0.0,43.0,28.0,13.0,10.0,10.0,13.0,1.0,0.0,0.0,48.0,76.0,87.0,46.6
2022-2023,Ligue1,Nantes,Ignatius Ganago,CMR,"FW,MF",23.0,0.0,0.0,0.0,15.0,32.0,8.0,22.0,2.0,7.0,1.0,0.0,0.0,58.0,62.0,64.0,49.2
