Season,League,Team,Player,Nation,Pos,Age,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,PrgC,PrgP,PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,xG,npxG,xAG,npxG+xAG,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Matches Played
2022-2023,EreDivisie,Utrecht,Rick Meijssen,NED,DF,20.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2022-2023,EreDivisie,Utrecht,Thijmen Nijhuis,NED,GK,24.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2022-2023,EreDivisie,Utrecht,Calvin Raatsie,NED,GK,20.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2022-2023,EreDivisie,Utrecht,Tommy St. Jago,NED,DF,22.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2022-2023,EreDivisie,Utrecht,Squad Total,,,26.9,374.0,3060.0,34.0,54.0,37.0,91.0,51.0,3.0,4.0,52.0,1.0,505.0,1234.0,1221.0,1.59,1.09,2.68,1.5,2.59,49.3,46.2,36.5,82.6,1.45,1.07,2.52,1.36,2.43,34.0
2022-2023,EreDivisie,Utrecht,Opponent Total,,,24.9,374.0,3060.0,34.0,50.0,32.0,82.0,49.0,1.0,1.0,44.0,2.0,632.0,1401.0,1382.0,1.47,0.94,2.41,1.44,2.38,45.5,44.7,34.1,78.8,1.34,1.0,2.34,1.31,2.32,34.0
2022-2023,EreDivisie,Heerenveen,Milan van Ewijk,NED,DF,21.0,34.0,3060.0,34.0,6.0,1.0,7.0,6.0,0.0,0.0,1.0,0.0,83.0,71.0,170.0,0.18,0.03,0.21,0.18,0.21,3.9,3.9,1.8,5.7,0.12,0.05,0.17,0.12,0.17,34.0
2022-2023,EreDivisie,Heerenveen,Paweł Bochniewicz,POL,DF,26.0,33.0,2911.0,32.3,2.0,1.0,3.0,2.0,0.0,0.0,4.0,0.0,20.0,106.0,7.0,0.06,0.03,0.09,0.06,0.09,2.3,2.3,0.6,2.9,0.07,0.02,0.09,0.07,0.09,33.0
2022-2023,EreDivisie,Heerenveen,Mats Köhlert,GER,DF,24.0,31.0,2690.0,29.9,1.0,3.0,4.0,1.0,0.0,0.0,3.0,0.0,98.0,99.0,175.0,0.03,0.1,0.13,0.03,0.13,0.6,0.6,3.4,4.0,0.02,0.11,0.14,0.02,0.14,31.0
2022-2023,EreDivisie,Heerenveen,Thom Haye,NED,MF,27.0,30.0,2720.0,30.2,2.0,3.0,5.0,2.0,0.0,0.0,7.0,0.0,62.0,236.0,40.0,0.07,0.1,0.17,0.07,0.17,1.5,1.5,4.3,5.7,0.05,0.14,0.19,0.05,0.19,31.0
2022-2023,EreDivisie,Heerenveen,Anas Tahiri,BEL,MF,27.0,30.0,2609.0,29.0,1.0,7.0,8.0,1.0,0.0,0.0,4.0,0.0,41.0,145.0,31.0,0.03,0.24,0.28,0.03,0.28,0.5,0.5,2.9,3.4,0.02,0.1,0.12,0.02,0.12,32.0
2022-2023,EreDivisie,Heerenveen,Sydney van Hooijdonk,NED,FW,22.0,30.0,2605.0,28.9,16.0,1.0,17.0,15.0,1.0,1.0,2.0,0.0,16.0,44.0,130.0,0.55,0.03,0.59,0.52,0.55,14.0,13.1,1.4,14.5,0.48,0.05,0.53,0.45,0.5,33.0
2022-2023,EreDivisie,Heerenveen,Simon Olsson,SWE,"MF,FW",24.0,27.0,2161.0,24.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,31.0,84.0,76.0,0.0,0.08,0.08,0.0,0.08,1.8,1.8,2.1,3.9,0.07,0.09,0.16,0.07,0.16,33.0
2022-2023,EreDivisie,Heerenveen,Amin Sarr,SWE,FW,21.0,18.0,1634.0,18.2,5.0,4.0,9.0,5.0,0.0,2.0,1.0,0.0,61.0,31.0,138.0,0.28,0.22,0.5,0.28,0.5,7.0,5.4,2.8,8.2,0.38,0.16,0.54,0.3,0.45,19.0
2022-2023,EreDivisie,Heerenveen,Andries Noppert,NED,GK,28.0,18.0,1619.0,18.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,0.0,0.0,0.6,0.6,0.0,0.03,0.03,0.0,0.03,18.0
2022-2023,EreDivisie,Heerenveen,Xavier Mous,NED,GK,26.0,16.0,1440.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
2022-2023,EreDivisie,Heerenveen,Sven van Beek,NED,DF,28.0,15.0,1347.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,19.0,57.0,14.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.8,1.2,0.03,0.05,0.08,0.03,0.08,15.0
2022-2023,EreDivisie,Heerenveen,Pelle van Amersfoort,NED,"MF,FW",26.0,13.0,1191.0,13.2,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,13.0,40.0,75.0,0.23,0.0,0.23,0.23,0.23,3.8,3.8,0.7,4.5,0.29,0.06,0.34,0.29,0.34,19.0
2022-2023,EreDivisie,Heerenveen,Syb Van Ottele,NED,DF,20.0,12.0,1180.0,13.1,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,12.0,51.0,1.0,0.08,0.0,0.08,0.08,0.08,0.6,0.6,0.0,0.7,0.05,0.0,0.05,0.05,0.05,20.0
2022-2023,EreDivisie,Heerenveen,Osame Sahraoui,NOR,"FW,MF",21.0,12.0,1114.0,12.4,1.0,5.0,6.0,1.0,0.0,0.0,1.0,0.0,67.0,56.0,122.0,0.08,0.4,0.48,0.08,0.48,1.7,1.7,3.6,5.4,0.14,0.29,0.43,0.14,0.43,15.0
2022-2023,EreDivisie,Heerenveen,Joost van Aken,NED,DF,28.0,11.0,991.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,11.0,41.0,2.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.1,0.8,0.06,0.01,0.07,0.06,0.07,15.0
2022-2023,EreDivisie,Heerenveen,Antoine Colassin,BEL,"FW,MF",21.0,8.0,747.0,8.3,3.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,13.0,29.0,53.0,0.36,0.0,0.36,0.36,0.36,1.3,1.3,1.0,2.4,0.16,0.13,0.29,0.16,0.29,22.0
2022-2023,EreDivisie,Heerenveen,Jeffrey Bruma,NED,DF,30.0,8.0,654.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.05,0.06,0.0,0.06,10.0
2022-2023,EreDivisie,Heerenveen,Rami Al Hajj,SWE,"MF,FW",20.0,7.0,687.0,7.6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,40.0,54.0,0.0,0.13,0.13,0.0,0.13,1.5,1.5,0.9,2.5,0.2,0.12,0.32,0.2,0.32,17.0
2022-2023,EreDivisie,Heerenveen,Tibor Halilović,CRO,MF,27.0,7.0,681.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,13.0,42.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9,0.3,1.2,0.13,0.04,0.16,0.12,0.16,19.0
2022-2023,EreDivisie,Heerenveen,Ché Nunnely,NED,"FW,MF",23.0,7.0,540.0,6.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,31.0,18.0,41.0,0.17,0.0,0.17,0.17,0.17,1.3,1.3,0.8,2.1,0.22,0.14,0.36,0.22,0.36,13.0
2022-2023,EreDivisie,Heerenveen,Rami Kaib,TUN,"DF,FW",25.0,5.0,582.0,6.5,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,16.0,19.0,48.0,0.15,0.0,0.15,0.15,0.15,0.6,0.6,0.5,1.1,0.09,0.07,0.16,0.09,0.16,21.0
2022-2023,EreDivisie,Heerenveen,Alex Timossi Andersson,SWE,"FW,MF",21.0,1.0,260.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,14.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.7,1.3,0.21,0.23,0.44,0.21,0.44,12.0
2022-2023,EreDivisie,Heerenveen,Daniel Karlsbakk,NOR,"FW,MF",19.0,1.0,176.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.08,0.01,0.09,0.08,0.09,10.0
2022-2023,EreDivisie,Heerenveen,Hussein Ali,SWE,"DF,MF",20.0,0.0,30.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.18,0.18,0.0,0.18,5.0
2022-2023,EreDivisie,Heerenveen,Jan Bekkema,NED,GK,26.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-2023,EreDivisie,Heerenveen,Timo Zaal,NED,MF,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-2023,EreDivisie,Heerenveen,Jesper van der Mark,NED,GK,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2022-2023,EreDivisie,Heerenveen,Kaj van der Veldt,NED,DF,19.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2022-2023,EreDivisie,Heerenveen,Amir Ismaïl,NED,FW,17.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2022-2023,EreDivisie,Heerenveen,Bernt Klaverboer,NED,GK,16.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2022-2023,EreDivisie,Heerenveen,Djenahro Nunumete,NED,MF,20.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2022-2023,EreDivisie,Heerenveen,Roan Plaat,NED,DF,19.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2022-2023,EreDivisie,Heerenveen,Xavi Woudstra,NED,MF,17.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2022-2023,EreDivisie,Heerenveen,Squad Total,,,24.9,374.0,3060.0,34.0,43.0,29.0,72.0,42.0,1.0,3.0,51.0,1.0,632.0,1245.0,1230.0,1.26,0.85,2.12,1.24,2.09,44.1,41.7,29.7,71.4,1.3,0.87,2.17,1.23,2.1,34.0
2022-2023,EreDivisie,Heerenveen,Opponent Total,,,25.1,374.0,3060.0,34.0,49.0,37.0,86.0,45.0,4.0,5.0,53.0,0.0,589.0,1371.0,1361.0,1.44,1.09,2.53,1.32,2.41,50.9,46.9,40.4,87.3,1.5,1.19,2.68,1.38,2.57,34.0
2022-2023,EreDivisie,RKC Waalwijk,Julian Lelieveld,NED,DF,24.0,34.0,2628.0,29.2,2.0,3.0,5.0,2.0,0.0,0.0,4.0,0.0,28.0,135.0,117.0,0.07,0.1,0.17,0.07,0.17,1.7,1.7,3.2,5.0,0.06,0.11,0.17,0.06,0.17,34.0
2022-2023,EreDivisie,RKC Waalwijk,Shawn Adewoye,BEL,DF,22.0,33.0,2931.0,32.6,1.0,1.0,2.0,1.0,0.0,0.0,7.0,0.0,25.0,88.0,7.0,0.03,0.03,0.06,0.03,0.06,1.7,1.7,0.7,2.4,0.05,0.02,0.07,0.05,0.07,33.0
2022-2023,EreDivisie,RKC Waalwijk,Juriën Gaari,CUW,DF,28.0,33.0,2918.0,32.4,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,37.0,124.0,27.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.3,1.3,0.03,0.01,0.04,0.03,0.04,33.0
2022-2023,EreDivisie,RKC Waalwijk,Etienne Vaessen,NED,GK,27.0,32.0,2880.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0
2022-2023,EreDivisie,RKC Waalwijk,Thierry Lutonda,BEL,DF,21.0,32.0,2503.0,27.8,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,48.0,80.0,135.0,0.04,0.07,0.11,0.04,0.11,1.6,1.6,2.1,3.7,0.06,0.08,0.13,0.06,0.13,33.0
2022-2023,EreDivisie,RKC Waalwijk,Vurnon Anita,CUW,MF,33.0,30.0,2769.0,30.8,2.0,2.0,4.0,2.0,0.0,0.0,3.0,0.0,15.0,175.0,38.0,0.07,0.07,0.13,0.07,0.13,0.7,0.7,2.3,2.9,0.02,0.07,0.1,0.02,0.1,34.0
2022-2023,EreDivisie,RKC Waalwijk,Pelle Clement,NED,MF,26.0,30.0,2368.0,26.3,2.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,57.0,121.0,112.0,0.08,0.08,0.15,0.08,0.15,3.2,3.2,3.5,6.7,0.12,0.13,0.25,0.12,0.25,33.0
2022-2023,EreDivisie,RKC Waalwijk,Michiel Kramer,NED,FW,33.0,24.0,1997.0,22.2,12.0,4.0,16.0,10.0,2.0,2.0,6.0,0.0,4.0,35.0,85.0,0.54,0.18,0.72,0.45,0.63,9.4,7.8,2.9,10.7,0.42,0.13,0.55,0.35,0.48,27.0
2022-2023,EreDivisie,RKC Waalwijk,Dario Van den Buijs,BEL,DF,26.0,24.0,1875.0,20.8,3.0,1.0,4.0,1.0,2.0,2.0,3.0,0.0,9.0,99.0,4.0,0.14,0.05,0.19,0.05,0.1,2.3,0.7,1.8,2.5,0.11,0.09,0.2,0.03,0.12,26.0
2022-2023,EreDivisie,RKC Waalwijk,Yassin Oukili,NED,MF,21.0,20.0,1847.0,20.5,3.0,2.0,5.0,3.0,0.0,0.0,9.0,0.0,24.0,61.0,65.0,0.15,0.1,0.24,0.15,0.24,2.2,2.2,0.8,3.0,0.11,0.04,0.14,0.11,0.14,31.0
2022-2023,EreDivisie,RKC Waalwijk,Iliass Bel Hassani,MAR,"MF,FW",29.0,20.0,1340.0,14.9,5.0,3.0,8.0,5.0,0.0,0.0,3.0,2.0,59.0,107.0,104.0,0.34,0.2,0.54,0.34,0.54,3.0,3.0,3.8,6.9,0.2,0.26,0.46,0.2,0.46,21.0
2022-2023,EreDivisie,RKC Waalwijk,Mats Seuntjens,NED,FW,30.0,18.0,1564.0,17.4,4.0,8.0,12.0,4.0,0.0,0.0,1.0,0.0,71.0,81.0,112.0,0.23,0.46,0.69,0.23,0.69,4.1,4.1,4.9,9.0,0.24,0.28,0.52,0.24,0.52,19.0
2022-2023,EreDivisie,RKC Waalwijk,Julen Lobete,ESP,"FW,MF",21.0,12.0,1328.0,14.8,4.0,3.0,7.0,4.0,0.0,0.0,2.0,0.0,31.0,36.0,127.0,0.27,0.2,0.47,0.27,0.47,5.3,5.3,1.2,6.4,0.36,0.08,0.44,0.36,0.44,29.0
2022-2023,EreDivisie,RKC Waalwijk,Florian Jozefzoon,SUR,"FW,MF",31.0,9.0,937.0,10.4,5.0,3.0,8.0,5.0,0.0,0.0,1.0,0.0,41.0,21.0,80.0,0.48,0.29,0.77,0.48,0.77,5.7,5.7,1.9,7.6,0.54,0.19,0.73,0.54,0.73,26.0
2022-2023,EreDivisie,RKC Waalwijk,Lars Nieuwpoort,NED,DF,27.0,6.0,485.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.2,0.02,0.03,0.04,0.02,0.04,10.0
2022-2023,EreDivisie,RKC Waalwijk,Patrick Vroegh,NED,"MF,DF",22.0,5.0,568.0,6.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,27.0,30.0,0.0,0.16,0.16,0.0,0.16,0.5,0.5,0.4,0.9,0.09,0.06,0.14,0.09,0.14,16.0
2022-2023,EreDivisie,RKC Waalwijk,Lennerd Daneels,BEL,FW,24.0,3.0,177.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.35,0.35,0.0,0.35,3.0
2022-2023,EreDivisie,RKC Waalwijk,Saïd Bakari,COM,"DF,MF",27.0,2.0,757.0,8.4,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,32.0,43.0,66.0,0.0,0.24,0.24,0.0,0.24,0.7,0.7,1.2,1.9,0.08,0.15,0.23,0.08,0.23,26.0
2022-2023,EreDivisie,RKC Waalwijk,Mika Biereth,DEN,"FW,MF",19.0,2.0,307.0,3.4,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,6.0,12.0,29.0,0.59,0.0,0.59,0.59,0.59,1.8,1.8,0.7,2.5,0.53,0.22,0.74,0.53,0.74,12.0
2022-2023,EreDivisie,RKC Waalwijk,Joel Castro Pereira,POR,GK,26.0,2.0,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2022-2023,EreDivisie,RKC Waalwijk,Zakaria Bakkali,BEL,"FW,DF",26.0,1.0,445.0,4.9,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,31.0,17.0,48.0,0.61,0.0,0.61,0.61,0.61,1.4,1.4,1.1,2.5,0.28,0.21,0.49,0.28,0.49,18.0
2022-2023,EreDivisie,RKC Waalwijk,Roy Kuijpers,NED,"FW,MF",22.0,1.0,377.0,4.2,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,20.0,13.0,76.0,0.0,0.24,0.24,0.0,0.24,0.1,0.1,1.9,1.9,0.02,0.44,0.46,0.02,0.46,16.0
2022-2023,EreDivisie,RKC Waalwijk,Luuk Wouters,NED,DF,23.0,1.0,176.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
2022-2023,EreDivisie,RKC Waalwijk,Kevin Felida,CUW,MF,22.0,0.0,74.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.07,0.0,0.07,0.07,0.07,6.0
2022-2023,EreDivisie,RKC Waalwijk,Sebbe Augustijns,BEL,"MF,FW",22.0,0.0,69.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.13,0.0,0.13,0.13,0.13,6.0
2022-2023,EreDivisie,RKC Waalwijk,Hans Mulder,NED,"MF,DF",35.0,0.0,28.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2022-2023,EreDivisie,RKC Waalwijk,Chris Lokesa,BEL,MF,17.0,0.0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-2023,EreDivisie,RKC Waalwijk,Joey Kesting,NED,GK,21.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2022-2023,EreDivisie,RKC Waalwijk,Mark Spenkelink,NED,GK,25.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2022-2023,EreDivisie,RKC Waalwijk,Squad Total,,,26.7,374.0,3060.0,34.0,49.0,38.0,87.0,45.0,4.0,4.0,57.0,2.0,557.0,1297.0,1284.0,1.44,1.12,2.56,1.32,2.44,45.5,42.5,35.3,77.8,1.34,1.04,2.38,1.25,2.29,34.0
2022-2023,EreDivisie,RKC Waalwijk,Opponent Total,,,25.1,374.0,3060.0,34.0,63.0,41.0,104.0,58.0,5.0,8.0,44.0,5.0,749.0,1589.0,1570.0,1.85,1.21,3.06,1.71,2.91,64.0,57.9,41.9,99.9,1.88,1.23,3.12,1.7,2.94,34.0
2022-2023,EreDivisie,Vitesse,Matúš Bero,SVK,"MF,FW",26.0,31.0,2748.0,30.5,5.0,3.0,8.0,4.0,1.0,1.0,6.0,0.0,43.0,132.0,165.0,0.16,0.1,0.26,0.13,0.23,5.4,4.8,2.8,7.6,0.18,0.09,0.27,0.16,0.25,31.0
2022-2023,EreDivisie,Vitesse,Maximilian Wittek,GER,DF,26.0,31.0,2715.0,30.2,3.0,7.0,10.0,3.0,0.0,0.0,9.0,1.0,57.0,124.0,137.0,0.1,0.23,0.33,0.1,0.33,3.0,3.0,6.8,9.7,0.1,0.22,0.32,0.1,0.32,31.0
2022-2023,EreDivisie,Vitesse,Melle Meulensteen,NED,"MF,DF",23.0,31.0,2699.0,30.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,38.0,157.0,19.0,0.03,0.07,0.1,0.03,0.1,2.3,2.3,2.5,4.8,0.08,0.08,0.16,0.08,0.16,32.0
2022-2023,EreDivisie,Vitesse,Ryan Flamingo,NED,"DF,MF",19.0,30.0,2683.0,29.8,3.0,1.0,4.0,3.0,0.0,0.0,4.0,0.0,18.0,117.0,22.0,0.1,0.03,0.13,0.1,0.13,3.0,3.0,0.9,3.9,0.1,0.03,0.13,0.1,0.13,33.0
2022-2023,EreDivisie,Vitesse,Carlens Arcus,HAI,DF,26.0,28.0,2518.0,28.0,1.0,3.0,4.0,1.0,0.0,0.0,4.0,2.0,55.0,126.0,148.0,0.04,0.11,0.14,0.04,0.14,1.0,1.0,2.5,3.6,0.04,0.09,0.13,0.04,0.13,30.0
2022-2023,EreDivisie,Vitesse,Million Manhoef,NED,"FW,MF",20.0,27.0,2322.0,25.8,9.0,5.0,14.0,9.0,0.0,0.0,0.0,0.0,100.0,69.0,244.0,0.35,0.19,0.54,0.35,0.54,6.1,6.1,5.1,11.2,0.24,0.2,0.43,0.24,0.43,33.0
2022-2023,EreDivisie,Vitesse,Kjell Scherpen,NED,GK,22.0,26.0,2290.0,25.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0
2022-2023,EreDivisie,Vitesse,Kacper Kozłowski,POL,"MF,FW",18.0,26.0,2086.0,23.2,2.0,5.0,7.0,2.0,0.0,0.0,4.0,0.0,57.0,97.0,129.0,0.09,0.22,0.3,0.09,0.3,3.0,3.0,3.8,6.7,0.13,0.16,0.29,0.13,0.29,29.0
2022-2023,EreDivisie,Vitesse,Sondre Tronstad,NOR,MF,26.0,21.0,1897.0,21.1,2.0,0.0,2.0,2.0,0.0,0.0,4.0,1.0,36.0,131.0,26.0,0.09,0.0,0.09,0.09,0.09,1.3,1.3,0.8,2.1,0.06,0.04,0.1,0.06,0.1,28.0
2022-2023,EreDivisie,Vitesse,Bartosz Białek,POL,FW,20.0,18.0,1533.0,17.0,5.0,1.0,6.0,5.0,0.0,0.0,1.0,0.0,9.0,26.0,75.0,0.29,0.06,0.35,0.29,0.35,4.7,4.7,1.5,6.3,0.28,0.09,0.37,0.28,0.37,25.0
2022-2023,EreDivisie,Vitesse,Enzo Cornelisse,NED,DF,19.0,15.0,1340.0,14.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,49.0,7.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,0.2,1.2,0.07,0.01,0.08,0.07,0.08,20.0
2022-2023,EreDivisie,Vitesse,Gabriel Vidovic,CRO,"FW,MF",18.0,14.0,1214.0,13.5,4.0,0.0,4.0,4.0,0.0,0.0,1.0,0.0,25.0,38.0,64.0,0.3,0.0,0.3,0.3,0.3,1.4,1.4,0.7,2.2,0.11,0.06,0.16,0.11,0.16,25.0
2022-2023,EreDivisie,Vitesse,Nicolas Isimat-Mirin,FRA,DF,30.0,13.0,1145.0,12.7,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,12.0,41.0,2.0,0.0,0.08,0.08,0.0,0.08,1.0,1.0,0.2,1.2,0.08,0.01,0.09,0.08,0.09,16.0
2022-2023,EreDivisie,Vitesse,Marco van Ginkel,NED,MF,29.0,13.0,1069.0,11.9,2.0,2.0,4.0,2.0,0.0,0.0,2.0,0.0,9.0,53.0,32.0,0.17,0.17,0.34,0.17,0.34,1.7,1.7,0.5,2.2,0.14,0.04,0.18,0.14,0.18,13.0
2022-2023,EreDivisie,Vitesse,Alois Oroz,CRO,DF,21.0,11.0,1018.0,11.3,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,2.0,19.0,1.0,0.09,0.0,0.09,0.09,0.09,1.0,1.0,0.0,1.0,0.09,0.0,0.09,0.09,0.09,16.0
2022-2023,EreDivisie,Vitesse,Mohamed Sankoh,NED,FW,18.0,6.0,762.0,8.5,2.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,13.0,9.0,51.0,0.24,0.24,0.47,0.24,0.47,4.1,4.1,2.2,6.3,0.48,0.26,0.74,0.48,0.74,21.0
2022-2023,EreDivisie,Vitesse,Daan Reiziger,NED,GK,21.0,6.0,576.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
2022-2023,EreDivisie,Vitesse,Francisco Reis Ferreira,POR,DF,25.0,6.0,556.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.4,0.04,0.02,0.06,0.04,0.06,9.0
2022-2023,EreDivisie,Vitesse,Nikolai Baden Frederiksen,DEN,FW,22.0,5.0,525.0,5.8,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,5.0,27.0,0.34,0.0,0.34,0.34,0.34,2.1,2.1,0.1,2.1,0.35,0.01,0.37,0.35,0.37,13.0
2022-2023,EreDivisie,Vitesse,Romaric Yapi,FRA,"FW,DF",22.0,3.0,357.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,11.0,32.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.2,0.8,0.15,0.06,0.21,0.15,0.21,16.0
2022-2023,EreDivisie,Vitesse,Mitchell Dijks,NED,DF,29.0,3.0,300.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.06,0.06,0.0,0.06,7.0
