player,touches_total,touches_in_defending_penalty,touches_in_defending_third,touches_in_middle_third,touches_in_attacking_third,touches_in_attacking_penalty,dribbling_total,dribbling_completed,dribbling_not_completed,dribbling_overrun,dribbling_through_legs,dribbling_push_and_run,carries_total,carry_into_attacking_third,carry_into_penalty_area,carry_into_edge_of_the_box,carry_distance,progressive_carry_total,progressive_carry_distance,miscontrol_total,miscontrol_in_aerial_duel,dispossessed_total,dispossessed_in_defending_penalty_area,dispossessed_in_defending_third,dispossessed_in_middle_third,dispossessed_in_attacking_third,dispossessed_in_penalty_area,balls_received,balls_received_successful,error_lead_to_goal,offside,up_touches_total,up_touches_in_defending_penalty,up_touches_in_defending_third,up_touches_in_middle_third,up_touches_in_attacking_third,up_touches_in_attacking_penalty,up_dribbling_total,up_dribbling_completed,up_dribbling_not_completed,up_dribbling_overrun,up_dribbling_through_legs,up_dribbling_push_and_run,up_carries_total,up_carry_into_attacking_third,up_carry_into_penalty_area,up_carry_into_edge_of_the_box,up_carry_distance,up_progressive_carry_total,up_progressive_carry_distance,up_miscontrol_total,up_miscontrol_in_aerial_duel,up_dispossessed_total,up_dispossessed_in_defending_penalty_area,up_dispossessed_in_defending_third,up_dispossessed_in_middle_third,up_dispossessed_in_attacking_third,up_dispossessed_in_penalty_area,up_balls_received,up_balls_received_successful,up_error_lead_to_goal,up_offside,touches_in_defending_penalty_%,touches_in_defending_third_%,touches_in_middle_third_%,touches_in_attacking_third_%,touches_in_attacking_penalty_%,ball_reception_%,dribblings_successful_%,distance_per_carry_%,carries_into_attacking_third_%,carries_into_penalty_area_%,carries_into_edge_of_the_box_%,distance_per_progressive_carry,dispossessed_per_carry_%,touches_total_per_match,touches_in_defending_penalty_per_match,touches_in_defending_third_per_match,touches_in_middle_third_per_match,touches_in_attacking_third_per_match,touches_in_attacking_penalty_per_match,dribbling_total_per_match,dribbling_completed_per_match,dribbling_not_completed_per_match,dribbling_overrun_per_match,dribbling_through_legs_per_match,dribbling_push_and_run_per_match,carries_total_per_match,carry_into_attacking_third_per_match,carry_into_penalty_area_per_match,carry_into_edge_of_the_box_per_match,carry_distance_per_match,progressive_carry_total_per_match,progressive_carry_distance_per_match,miscontrol_total_per_match,miscontrol_in_aerial_duel_per_match,dispossessed_total_per_match,dispossessed_in_defending_penalty_area_per_match,dispossessed_in_defending_third_per_match,dispossessed_in_middle_third_per_match,dispossessed_in_attacking_third_per_match,dispossessed_in_penalty_area_per_match,balls_received_per_match,balls_received_successful_per_match,error_lead_to_goal_per_match,offside_per_match,up_touches_total_per_match,up_touches_in_defending_penalty_per_match,up_touches_in_defending_third_per_match,up_touches_in_middle_third_per_match,up_touches_in_attacking_third_per_match,up_touches_in_attacking_penalty_per_match,up_dribbling_total_per_match,up_dribbling_completed_per_match,up_dribbling_not_completed_per_match,up_dribbling_overrun_per_match,up_dribbling_through_legs_per_match,up_dribbling_push_and_run_per_match,up_carries_total_per_match,up_carry_into_attacking_third_per_match,up_carry_into_penalty_area_per_match,up_carry_into_edge_of_the_box_per_match,up_carry_distance_per_match,up_progressive_carry_total_per_match,up_progressive_carry_distance_per_match,up_miscontrol_total_per_match,up_miscontrol_in_aerial_duel_per_match,up_dispossessed_total_per_match,up_dispossessed_in_defending_penalty_area_per_match,up_dispossessed_in_defending_third_per_match,up_dispossessed_in_middle_third_per_match,up_dispossessed_in_attacking_third_per_match,up_dispossessed_in_penalty_area_per_match,up_balls_received_per_match,up_balls_received_successful_per_match,up_error_lead_to_goal_per_match,up_offside_per_match,distance_per_progressive_carry_per_match
Christian Schulz,2698.0,191.0,1402.0,1196.0,100.0,57.0,2.0,2.0,0.0,0,0,0,608.0,4.0,1.0,0.0,3365.701787350001,384.0,2722.769099406267,6.0,0,3.0,1.0,1.0,2.0,0.0,0.0,692.0,663.0,1.0,0.0,516.0,111.0,311.0,182.0,23.0,10.0,2.0,2.0,0.0,0,0,0,104.0,0.0,1.0,0.0,852.8333645665573,69.0,647.8273560310073,2.0,0,3.0,1.0,1.0,2.0,0.0,0.0,15.0,15.0,0.0,0.0,0.07079318013343217,0.519644180874722,0.44329132690882134,0.037064492216456635,0.02112676056338028,0.958092485549133,1.0,5.53569372919408,0.006578947368421052,0.001644736842105263,0.0,7.09054452970382,0.004934210526315789,29.978,2.122,15.578,13.289,1.111,0.633,0.022,0.022,0.0,0.0,0.0,0.0,6.756,0.044,0.011,0.0,37.397,4.267,30.253,0.067,0.0,0.033,0.011,0.011,0.022,0.0,0.0,7.689,7.367,0.011,0.0,5.733,1.233,3.456,2.022,0.256,0.111,0.022,0.022,0.0,0.0,0.0,0.0,1.156,0.0,0.011,0.0,9.476,0.767,7.198,0.022,0.0,0.033,0.011,0.011,0.022,0.0,0.0,0.167,0.167,0.0,0.0,0.079
Christian Träsch,4810.0,110.0,1050.0,2627.0,1133.0,26.0,43.0,23.0,20.0,2,3,0,1225.0,74.0,4.0,1.0,6894.518249261526,758.0,5543.842686063903,33.0,1,28.0,0.0,7.0,15.0,6.0,0.0,1347.0,1252.0,0.0,1.0,914.0,62.0,289.0,439.0,186.0,4.0,43.0,23.0,20.0,2,3,0,353.0,22.0,2.0,0.0,2336.1543023530166,224.0,1722.916633746319,7.0,1,28.0,0.0,7.0,15.0,6.0,0.0,63.0,61.0,0.0,0.0,0.02286902286902287,0.2182952182952183,0.5461538461538461,0.23555093555093556,0.005405405405405406,0.9294729027468448,0.5348837209302325,5.62817816266247,0.060408163265306125,0.0032653061224489797,0.0008163265306122449,7.313776630691165,0.022857142857142857,53.444,1.222,11.667,29.189,12.589,0.289,0.478,0.256,0.222,0.022,0.033,0.0,13.611,0.822,0.044,0.011,76.606,8.422,61.598,0.367,0.011,0.311,0.0,0.078,0.167,0.067,0.0,14.967,13.911,0.0,0.011,10.156,0.689,3.211,4.878,2.067,0.044,0.478,0.256,0.222,0.022,0.033,0.0,3.922,0.244,0.022,0.0,25.957,2.489,19.144,0.078,0.011,0.311,0.0,0.078,0.167,0.067,0.0,0.7,0.678,0.0,0.0,0.081
Christofer Heimeroth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christoph Janker,435.0,36.0,193.0,223.0,19.0,2.0,1.0,0.0,1.0,0,0,0,98.0,1.0,0.0,0.0,444.50787307007397,38.0,242.71828518776056,2.0,0,3.0,0.0,0.0,2.0,1.0,0.0,120.0,113.0,0.0,0.0,96.0,16.0,42.0,46.0,8.0,0.0,1.0,0.0,1.0,0,0,0,24.0,0.0,0.0,0.0,175.67050714546966,10.0,71.45593462547968,1.0,0,3.0,0.0,0.0,2.0,1.0,0.0,7.0,7.0,0.0,0.0,0.08275862068965517,0.4436781609195402,0.5126436781609195,0.04367816091954023,0.004597701149425287,0.9416666666666667,0.0,4.53579462316402,0.01020408163265306,0.0,0.0,6.3873232944147516,0.030612244897959183,4.833,0.4,2.144,2.478,0.211,0.022,0.011,0.0,0.011,0.0,0.0,0.0,1.089,0.011,0.0,0.0,4.939,0.422,2.697,0.022,0.0,0.033,0.0,0.0,0.022,0.011,0.0,1.333,1.256,0.0,0.0,1.067,0.178,0.467,0.511,0.089,0.0,0.011,0.0,0.011,0.0,0.0,0.0,0.267,0.0,0.0,0.0,1.952,0.111,0.794,0.011,0.0,0.033,0.0,0.0,0.022,0.011,0.0,0.078,0.078,0.0,0.0,0.071
Christoph Kramer,4610.0,80.0,1032.0,2429.0,1149.0,127.0,39.0,21.0,18.0,1,4,0,1150.0,38.0,13.0,4.0,6934.184727794847,718.0,5325.903435800592,32.0,0,57.0,1.0,8.0,25.0,24.0,0.0,1295.0,1178.0,0.0,1.0,1208.0,41.0,265.0,561.0,382.0,47.0,39.0,21.0,18.0,1,4,0,465.0,15.0,7.0,4.0,3108.826672147221,271.0,2123.986847325861,6.0,0,57.0,1.0,8.0,25.0,24.0,0.0,114.0,111.0,0.0,0.0,0.01735357917570499,0.22386117136659436,0.5268980477223427,0.24924078091106291,0.02754880694143167,0.9096525096525097,0.5384615384615384,6.029725850256389,0.03304347826086956,0.011304347826086957,0.0034782608695652175,7.417692807521716,0.049565217391304345,51.222,0.889,11.467,26.989,12.767,1.411,0.433,0.233,0.2,0.011,0.044,0.0,12.778,0.422,0.144,0.044,77.046,7.978,59.177,0.356,0.0,0.633,0.011,0.089,0.278,0.267,0.0,14.389,13.089,0.0,0.011,13.422,0.456,2.944,6.233,4.244,0.522,0.433,0.233,0.2,0.011,0.044,0.0,5.167,0.167,0.078,0.044,34.543,3.011,23.6,0.067,0.0,0.633,0.011,0.089,0.278,0.267,0.0,1.267,1.233,0.0,0.0,0.082
Christoph Moritz,400.0,10.0,74.0,224.0,102.0,7.0,2.0,1.0,1.0,1,0,0,91.0,3.0,1.0,0.0,438.7408572021711,48.0,286.2324566076901,5.0,0,4.0,0.0,0.0,3.0,1.0,0.0,117.0,91.0,0.0,0.0,103.0,3.0,28.0,54.0,21.0,3.0,2.0,1.0,1.0,1,0,0,32.0,0.0,0.0,0.0,155.01581510979744,14.0,72.34030893692557,0.0,0,4.0,0.0,0.0,3.0,1.0,0.0,10.0,10.0,0.0,0.0,0.025,0.185,0.56,0.255,0.0175,0.7777777777777778,0.5,4.821328101122759,0.03296703296703297,0.01098901098901099,0.0,5.963176179326877,0.04395604395604396,4.444,0.111,0.822,2.489,1.133,0.078,0.022,0.011,0.011,0.011,0.0,0.0,1.011,0.033,0.011,0.0,4.875,0.533,3.18,0.056,0.0,0.044,0.0,0.0,0.033,0.011,0.0,1.3,1.011,0.0,0.0,1.144,0.033,0.311,0.6,0.233,0.033,0.022,0.011,0.011,0.011,0.0,0.0,0.356,0.0,0.0,0.0,1.722,0.156,0.804,0.0,0.0,0.044,0.0,0.0,0.033,0.011,0.0,0.111,0.111,0.0,0.0,0.066
Claudio Miguel Pizarro Bossio,2762.0,10.0,149.0,1323.0,1290.0,327.0,46.0,29.0,17.0,5,4,0,544.0,31.0,9.0,6.0,2915.309956422481,300.0,2000.6732275593413,62.0,6,59.0,0.0,3.0,23.0,33.0,3.0,1107.0,608.0,0.0,1.0,1033.0,9.0,65.0,486.0,482.0,103.0,46.0,29.0,17.0,5,4,0,366.0,16.0,5.0,5.0,2074.20030239478,197.0,1284.1601506962022,21.0,6,59.0,0.0,3.0,23.0,33.0,3.0,140.0,138.0,0.0,0.0,0.003620564808110065,0.05394641564083997,0.47900072411296163,0.4670528602461984,0.11839246922519914,0.5492321589882565,0.6304347826086957,5.3590256551883835,0.05698529411764706,0.016544117647058824,0.011029411764705883,6.668910758531138,0.10845588235294118,30.689,0.111,1.656,14.7,14.333,3.633,0.511,0.322,0.189,0.056,0.044,0.0,6.044,0.344,0.1,0.067,32.392,3.333,22.23,0.689,0.067,0.656,0.0,0.033,0.256,0.367,0.033,12.3,6.756,0.0,0.011,11.478,0.1,0.722,5.4,5.356,1.144,0.511,0.322,0.189,0.056,0.044,0.0,4.067,0.178,0.056,0.056,23.047,2.189,14.268,0.233,0.067,0.656,0.0,0.033,0.256,0.367,0.033,1.556,1.533,0.0,0.0,0.074
Cleber Janderson Pereira Reis,2210.0,166.0,1141.0,963.0,106.0,71.0,18.0,15.0,3.0,1,1,0,523.0,1.0,0.0,0.0,2727.0331667073697,299.0,1895.4625235599362,6.0,1,7.0,2.0,4.0,3.0,0.0,0.0,515.0,492.0,1.0,0.0,529.0,105.0,315.0,176.0,38.0,25.0,18.0,15.0,3.0,1,1,0,135.0,1.0,0.0,0.0,991.6221873023206,68.0,553.4376621353347,3.0,1,7.0,2.0,4.0,3.0,0.0,0.0,13.0,12.0,0.0,0.0,0.0751131221719457,0.516289592760181,0.43574660633484164,0.04796380090497738,0.03212669683257918,0.9553398058252427,0.8333333333333334,5.214212555845831,0.0019120458891013384,0.0,0.0,6.339339543678716,0.01338432122370937,24.556,1.844,12.678,10.7,1.178,0.789,0.2,0.167,0.033,0.011,0.011,0.0,5.811,0.011,0.0,0.0,30.3,3.322,21.061,0.067,0.011,0.078,0.022,0.044,0.033,0.0,0.0,5.722,5.467,0.011,0.0,5.878,1.167,3.5,1.956,0.422,0.278,0.2,0.167,0.033,0.011,0.011,0.0,1.5,0.011,0.0,0.0,11.018,0.756,6.149,0.033,0.011,0.078,0.022,0.044,0.033,0.0,0.0,0.144,0.133,0.0,0.0,0.07
Clemens Fritz,3740.0,75.0,674.0,2396.0,670.0,24.0,47.0,33.0,14.0,4,2,0,999.0,60.0,11.0,2.0,7900.58687770317,583.0,5632.182886787032,37.0,0,53.0,0.0,8.0,26.0,19.0,1.0,947.0,796.0,1.0,0.0,1320.0,42.0,266.0,799.0,255.0,10.0,47.0,33.0,14.0,4,2,0,567.0,36.0,10.0,2.0,4794.936164771582,339.0,3382.3713079431363,15.0,0,53.0,0.0,8.0,26.0,19.0,1.0,89.0,86.0,0.0,0.0,0.020053475935828877,0.1802139037433155,0.6406417112299465,0.17914438502673796,0.006417112299465241,0.8405491024287223,0.7021276595744681,7.908495373076247,0.06006006006006006,0.011011011011011011,0.002002002002002002,9.660691057953743,0.05305305305305305,41.556,0.833,7.489,26.622,7.444,0.267,0.522,0.367,0.156,0.044,0.022,0.0,11.1,0.667,0.122,0.022,87.784,6.478,62.58,0.411,0.0,0.589,0.0,0.089,0.289,0.211,0.011,10.522,8.844,0.011,0.0,14.667,0.467,2.956,8.878,2.833,0.111,0.522,0.367,0.156,0.044,0.022,0.0,6.3,0.4,0.111,0.022,53.277,3.767,37.582,0.167,0.0,0.589,0.0,0.089,0.289,0.211,0.011,0.989,0.956,0.0,0.0,0.107
Daniel Baier,4023.0,92.0,891.0,2609.0,523.0,11.0,16.0,10.0,6.0,2,0,0,933.0,34.0,2.0,0.0,5378.321213612173,555.0,4266.288888340048,20.0,0,20.0,0.0,6.0,11.0,3.0,0.0,1056.0,982.0,0.0,0.0,801.0,53.0,249.0,444.0,108.0,0.0,16.0,10.0,6.0,2,0,0,267.0,15.0,2.0,0.0,1610.6905715052208,155.0,1119.3705051527563,4.0,0,20.0,0.0,6.0,11.0,3.0,0.0,51.0,50.0,0.0,0.0,0.0228685060899826,0.2214765100671141,0.6485210042257022,0.1300024857071837,0.002734277902063137,0.9299242424242424,0.625,5.764545780934805,0.03644158628081458,0.0021436227224008574,0.0,7.687007006018105,0.021436227224008574,44.7,1.022,9.9,28.989,5.811,0.122,0.178,0.111,0.067,0.022,0.0,0.0,10.367,0.378,0.022,0.0,59.759,6.167,47.403,0.222,0.0,0.222,0.0,0.067,0.122,0.033,0.0,11.733,10.911,0.0,0.0,8.9,0.589,2.767,4.933,1.2,0.0,0.178,0.111,0.067,0.022,0.0,0.0,2.967,0.167,0.022,0.0,17.897,1.722,12.437,0.044,0.0,0.222,0.0,0.067,0.122,0.033,0.0,0.567,0.556,0.0,0.0,0.085
Daniel Brosinski,3480.0,136.0,1006.0,1703.0,771.0,47.0,28.0,18.0,10.0,2,5,0,749.0,51.0,10.0,0.0,5451.6873298736755,416.0,4331.633864018691,24.0,1,20.0,1.0,4.0,9.0,7.0,1.0,863.0,769.0,2.0,0.0,788.0,80.0,306.0,319.0,163.0,15.0,28.0,18.0,10.0,2,5,0,268.0,23.0,7.0,0.0,2423.034879925077,152.0,1869.3489557041328,8.0,1,20.0,1.0,4.0,9.0,7.0,1.0,49.0,49.0,0.0,0.0,0.03908045977011494,0.28908045977011493,0.489367816091954,0.22155172413793103,0.013505747126436781,0.8910776361529548,0.6428571428571429,7.278621268189153,0.06809078771695594,0.01335113484646195,0.0,10.412581403891085,0.0267022696929239,38.667,1.511,11.178,18.922,8.567,0.522,0.311,0.2,0.111,0.022,0.056,0.0,8.322,0.567,0.111,0.0,60.574,4.622,48.129,0.267,0.011,0.222,0.011,0.044,0.1,0.078,0.011,9.589,8.544,0.022,0.0,8.756,0.889,3.4,3.544,1.811,0.167,0.311,0.2,0.111,0.022,0.056,0.0,2.978,0.256,0.078,0.0,26.923,1.689,20.771,0.089,0.011,0.222,0.011,0.044,0.1,0.078,0.011,0.544,0.544,0.0,0.0,0.116
Daniel Caligiuri,3650.0,19.0,342.0,1641.0,1667.0,219.0,112.0,53.0,59.0,10,4,0,967.0,69.0,24.0,5.0,6679.046485639054,617.0,5485.180655869427,68.0,3,72.0,0.0,4.0,27.0,41.0,8.0,1184.0,888.0,0.0,0.0,1311.0,8.0,131.0,585.0,595.0,86.0,112.0,53.0,59.0,10,4,0,534.0,42.0,21.0,3.0,4177.376028983518,349.0,3284.7696536707267,24.0,3,72.0,0.0,4.0,27.0,41.0,8.0,152.0,148.0,0.0,0.0,0.0052054794520547945,0.0936986301369863,0.44958904109589043,0.4567123287671233,0.06,0.75,0.4732142857142857,6.906976717310293,0.07135470527404343,0.02481902792140641,0.005170630816959669,8.890082100274599,0.07445708376421924,40.556,0.211,3.8,18.233,18.522,2.433,1.244,0.589,0.656,0.111,0.044,0.0,10.744,0.767,0.267,0.056,74.212,6.856,60.946,0.756,0.033,0.8,0.0,0.044,0.3,0.456,0.089,13.156,9.867,0.0,0.0,14.567,0.089,1.456,6.5,6.611,0.956,1.244,0.589,0.656,0.111,0.044,0.0,5.933,0.467,0.233,0.033,46.415,3.878,36.497,0.267,0.033,0.8,0.0,0.044,0.3,0.456,0.089,1.689,1.644,0.0,0.0,0.099
Daniel Didavi,3919.0,36.0,357.0,2148.0,1414.0,209.0,36.0,23.0,13.0,2,4,0,890.0,63.0,9.0,4.0,5405.0835276247635,570.0,4425.70821072203,72.0,3,56.0,0.0,2.0,19.0,35.0,3.0,1388.0,1004.0,0.0,1.0,1122.0,26.0,126.0,555.0,441.0,56.0,36.0,23.0,13.0,2,4,0,428.0,31.0,6.0,3.0,2937.3213588476133,279.0,2300.193966874483,22.0,3,56.0,0.0,2.0,19.0,35.0,3.0,133.0,129.0,0.0,0.0,0.009186016841030875,0.09109466700688951,0.5480990048481755,0.3608063281449349,0.05332993110487369,0.723342939481268,0.6388888888888888,6.073127559128948,0.07078651685393259,0.010112359550561797,0.0044943820224719105,7.764400369687772,0.06292134831460675,43.544,0.4,3.967,23.867,15.711,2.322,0.4,0.256,0.144,0.022,0.044,0.0,9.889,0.7,0.1,0.044,60.056,6.333,49.175,0.8,0.033,0.622,0.0,0.022,0.211,0.389,0.033,15.422,11.156,0.0,0.011,12.467,0.289,1.4,6.167,4.9,0.622,0.4,0.256,0.144,0.022,0.044,0.0,4.756,0.344,0.067,0.033,32.637,3.1,25.558,0.244,0.033,0.622,0.0,0.022,0.211,0.389,0.033,1.478,1.433,0.0,0.0,0.086
Daniel Ginczek,908.0,7.0,10.0,348.0,550.0,134.0,21.0,13.0,8.0,0,0,0,140.0,10.0,6.0,3.0,803.6160377005078,82.0,584.5381487628005,20.0,0,7.0,0.0,0.0,2.0,5.0,0.0,417.0,218.0,0.0,1.0,319.0,7.0,9.0,123.0,187.0,28.0,21.0,13.0,8.0,0,0,0,85.0,8.0,5.0,3.0,605.9758868836057,51.0,430.71069639465975,6.0,0,7.0,0.0,0.0,2.0,5.0,0.0,50.0,47.0,0.0,0.0,0.007709251101321586,0.011013215859030838,0.3832599118942731,0.6057268722466961,0.14757709251101322,0.5227817745803357,0.6190476190476191,5.740114555003627,0.07142857142857142,0.04285714285714286,0.02142857142857143,7.128514009302445,0.05,10.089,0.078,0.111,3.867,6.111,1.489,0.233,0.144,0.089,0.0,0.0,0.0,1.556,0.111,0.067,0.033,8.929,0.911,6.495,0.222,0.0,0.078,0.0,0.0,0.022,0.056,0.0,4.633,2.422,0.0,0.011,3.544,0.078,0.1,1.367,2.078,0.311,0.233,0.144,0.089,0.0,0.0,0.0,0.944,0.089,0.056,0.033,6.733,0.567,4.786,0.067,0.0,0.078,0.0,0.0,0.022,0.056,0.0,0.556,0.522,0.0,0.0,0.079
Daniel Mesenhöler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Schwaab,3227.0,192.0,1427.0,1537.0,263.0,51.0,18.0,16.0,2.0,0,1,0,747.0,8.0,1.0,0.0,4946.471511831035,472.0,3955.443420993531,8.0,0,7.0,0.0,2.0,4.0,1.0,0.0,811.0,762.0,0.0,0.0,702.0,94.0,333.0,299.0,70.0,21.0,18.0,16.0,2.0,0,1,0,196.0,3.0,1.0,0.0,1764.651298080342,123.0,1378.4952319564363,2.0,0,7.0,0.0,2.0,4.0,1.0,0.0,27.0,25.0,0.0,0.0,0.05949798574527425,0.4422063836380539,0.4762937713046173,0.08149984505732878,0.01580415246358847,0.9395807644882861,0.8888888888888888,6.6217824790241435,0.0107095046854083,0.0013386880856760374,0.0,8.380176739393075,0.009370816599732263,35.856,2.133,15.856,17.078,2.922,0.567,0.2,0.178,0.022,0.0,0.011,0.0,8.3,0.089,0.011,0.0,54.961,5.244,43.949,0.089,0.0,0.078,0.0,0.022,0.044,0.011,0.0,9.011,8.467,0.0,0.0,7.8,1.044,3.7,3.322,0.778,0.233,0.2,0.178,0.022,0.0,0.011,0.0,2.178,0.033,0.011,0.0,19.607,1.367,15.317,0.022,0.0,0.078,0.0,0.022,0.044,0.011,0.0,0.3,0.278,0.0,0.0,0.093
Daniel Tawiah Opare,425.0,13.0,140.0,193.0,92.0,4.0,14.0,6.0,8.0,3,2,0,99.0,6.0,2.0,0.0,618.6498234112784,54.0,450.767214649605,5.0,0,6.0,0.0,2.0,0.0,4.0,0.0,101.0,82.0,1.0,0.0,138.0,5.0,55.0,52.0,31.0,2.0,14.0,6.0,8.0,3,2,0,53.0,5.0,2.0,0.0,443.43441979859773,31.0,358.6916314704872,1.0,0,6.0,0.0,2.0,0.0,4.0,0.0,6.0,6.0,0.0,0.0,0.03058823529411765,0.32941176470588235,0.4541176470588235,0.2164705882352941,0.009411764705882352,0.8118811881188119,0.42857142857142855,6.248988115265438,0.06060606060606061,0.020202020202020204,0.0,8.347541012029723,0.06060606060606061,4.722,0.144,1.556,2.144,1.022,0.044,0.156,0.067,0.089,0.033,0.022,0.0,1.1,0.067,0.022,0.0,6.874,0.6,5.009,0.056,0.0,0.067,0.0,0.022,0.0,0.044,0.0,1.122,0.911,0.011,0.0,1.533,0.056,0.611,0.578,0.344,0.022,0.156,0.067,0.089,0.033,0.022,0.0,0.589,0.056,0.022,0.0,4.927,0.344,3.985,0.011,0.0,0.067,0.0,0.022,0.0,0.044,0.0,0.067,0.067,0.0,0.0,0.093
Daniel Zeaiter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Danilo Teodoro Soares,103.0,2.0,15.0,58.0,30.0,3.0,2.0,1.0,1.0,0,0,0,17.0,2.0,0.0,0.0,109.03659470589622,10.0,69.062148129444,2.0,0,2.0,0.0,0.0,1.0,1.0,0.0,18.0,16.0,0.0,0.0,35.0,1.0,8.0,15.0,12.0,3.0,2.0,1.0,1.0,0,0,0,11.0,2.0,0.0,0.0,69.36360059515202,6.0,45.1869321799675,0.0,0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.019417475728155338,0.14563106796116504,0.5631067961165048,0.2912621359223301,0.02912621359223301,0.8888888888888888,0.5,6.413917335640954,0.11764705882352941,0.0,0.0,6.9062148129444,0.11764705882352941,1.144,0.022,0.167,0.644,0.333,0.033,0.022,0.011,0.011,0.0,0.0,0.0,0.189,0.022,0.0,0.0,1.212,0.111,0.767,0.022,0.0,0.022,0.0,0.0,0.011,0.011,0.0,0.2,0.178,0.0,0.0,0.389,0.011,0.089,0.167,0.133,0.033,0.022,0.011,0.011,0.0,0.0,0.0,0.122,0.022,0.0,0.0,0.771,0.067,0.502,0.0,0.0,0.022,0.0,0.0,0.011,0.011,0.0,0.011,0.011,0.0,0.0,0.077
