player,ball_recovery_total,ball_recovery_successful,ball_recovery_offensive_total,ball_recovery_offensive_successful,ball_recovery_failed,pressure_on_opponent,pressure_on_opponent_defending_third,pressure_on_opponent_middle_third,pressure_on_opponent_attacking_third,counterpressing_total,counterpressing_opponent_defending_third,counterpressing_opponent_middle_third,counterpressing_attacking_third,shield_total,block_total,block_offensive,block_ball_deflection,block_counterpress,block_during_counterpress,block_shot_on_target,clearance_total,clearance_with_head,interception,tackling,tackling_won,tackling_in_defending_third,tackling_in_middle_third,tackling_in_attacking_third,fouls_total,fouls_in_defending_third,fouls_in_middle_third,fouls_in_attacking_third,fouls_offensive,fouls_lead_to_penalty,fouls_wins_a_penalty,fouls_yellow_card,fouls_second_yellow_card,fouls_red_card,bad_behaviour_total,bad_behaviour_yellow_card,bad_behaviour_second_yellow_card,bad_behaviour_red_card,total_yellow,total_red,ball_recovery_successful_%,pressure_on_opponent_defending_third_%,pressure_on_opponent_middle_third_%,pressure_on_opponent_attacking_third_%,counterpressing_opponent_defending_third_%,counterpressing_opponent_middle_third_%,counterpressing_opponent_attacking_third_%,tackling_success_%,tackling_in_defending_third_%,tackling_in_middle_third_%,tackling_in_attacking_third_%,fouls_in_defending_third_%,fouls_in_middle_third_%,fouls_in_attacking_third_%,ball_recovery_total_per_match,ball_recovery_successful_per_match,ball_recovery_offensive_total_per_match,ball_recovery_offensive_successful_per_match,ball_recovery_failed_per_match,pressure_on_opponent_per_match,pressure_on_opponent_defending_third_per_match,pressure_on_opponent_middle_third_per_match,pressure_on_opponent_attacking_third_per_match,counterpressing_total_per_match,counterpressing_opponent_defending_third_per_match,counterpressing_opponent_middle_third_per_match,counterpressing_attacking_third_per_match,shield_total_per_match,block_total_per_match,block_offensive_per_match,block_ball_deflection_per_match,block_counterpress_per_match,block_during_counterpress_per_match,block_shot_on_target_per_match,clearance_total_per_match,clearance_with_head_per_match,interception_per_match,tackling_per_match,tackling_won_per_match,tackling_in_defending_third_per_match,tackling_in_middle_third_per_match,tackling_in_attacking_third_per_match,fouls_total_per_match,fouls_in_defending_third_per_match,fouls_in_middle_third_per_match,fouls_in_attacking_third_per_match,fouls_offensive_per_match,fouls_lead_to_penalty_per_match,fouls_wins_a_penalty_per_match,fouls_yellow_card_per_match,fouls_second_yellow_card_per_match,fouls_red_card_per_match,bad_behaviour_total_per_match,bad_behaviour_yellow_card_per_match,bad_behaviour_second_yellow_card_per_match,bad_behaviour_red_card_per_match,total_yellow_per_match,total_red_per_match
Aaron Hunt,108.0,103.0,0,0,5,359.0,65.0,190.0,104.0,107.0,8.0,53.0,46.0,1.0,42.0,0,1,1,42.0,1,9.0,3.0,0.0,28.0,19.0,7.0,16.0,5.0,32.0,5.0,17.0,10.0,0,0,0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.9537037037037037,0.181058495821727,0.5292479108635098,0.28969359331476324,0.07476635514018691,0.4953271028037383,0.42990654205607476,0.6785714285714286,0.25,0.5714285714285714,0.17857142857142858,0.15625,0.53125,0.3125,1.2,1.144,0.0,0.0,0.056,3.989,0.722,2.111,1.156,1.189,0.089,0.589,0.511,0.011,0.467,0.0,0.011,0.011,0.467,0.011,0.1,0.033,0.0,0.311,0.211,0.078,0.178,0.056,0.356,0.056,0.189,0.111,0.0,0.0,0.0,0.011,0.0,0.0,0.011,0.011,0.0,0.0,0.022,0.0
Adam Hloušek,8.0,8.0,0,0,0,52.0,32.0,18.0,2.0,15.0,4.0,8.0,3.0,1.0,11.0,1,0,0,11.0,0,30.0,17.0,0.0,6.0,4.0,4.0,2.0,0.0,7.0,1.0,6.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.6153846153846154,0.34615384615384615,0.038461538461538464,0.26666666666666666,0.5333333333333333,0.2,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.14285714285714285,0.8571428571428571,0.0,0.089,0.089,0.0,0.0,0.0,0.578,0.356,0.2,0.022,0.167,0.044,0.089,0.033,0.011,0.122,0.011,0.0,0.0,0.122,0.0,0.333,0.189,0.0,0.067,0.044,0.044,0.022,0.0,0.078,0.011,0.067,0.0,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0
Adelino André Vieira Freitas,133.0,130.0,0,0,3,296.0,106.0,149.0,41.0,95.0,14.0,57.0,24.0,2.0,53.0,0,2,2,53.0,0,29.0,18.0,0.0,52.0,27.0,21.0,27.0,4.0,16.0,4.0,9.0,3.0,0,1,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.9774436090225563,0.3581081081081081,0.5033783783783784,0.13851351351351351,0.14736842105263157,0.6,0.25263157894736843,0.5192307692307693,0.40384615384615385,0.5192307692307693,0.07692307692307693,0.25,0.5625,0.1875,1.478,1.444,0.0,0.0,0.033,3.289,1.178,1.656,0.456,1.056,0.156,0.633,0.267,0.022,0.589,0.0,0.022,0.022,0.589,0.0,0.322,0.2,0.0,0.578,0.3,0.233,0.3,0.044,0.178,0.044,0.1,0.033,0.0,0.011,0.0,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.033,0.0
Admir Mehmedi,76.0,73.0,1,1,3,315.0,51.0,159.0,105.0,100.0,4.0,51.0,45.0,1.0,34.0,1,1,1,34.0,0,8.0,5.0,0.0,24.0,13.0,6.0,13.0,5.0,32.0,3.0,19.0,10.0,1,0,0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.9605263157894737,0.1619047619047619,0.5047619047619047,0.3333333333333333,0.04,0.51,0.45,0.5416666666666666,0.25,0.5416666666666666,0.20833333333333334,0.09375,0.59375,0.3125,0.844,0.811,0.011,0.011,0.033,3.5,0.567,1.767,1.167,1.111,0.044,0.567,0.5,0.011,0.378,0.011,0.011,0.011,0.378,0.0,0.089,0.056,0.0,0.267,0.144,0.067,0.144,0.056,0.356,0.033,0.211,0.111,0.011,0.0,0.0,0.011,0.0,0.0,0.011,0.011,0.0,0.0,0.022,0.0
Adnan Januzaj,6.0,6.0,0,0,0,37.0,3.0,16.0,18.0,14.0,1.0,6.0,7.0,0.0,3.0,1,0,0,3.0,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,7.0,1.0,2.0,4.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.08108108108108109,0.43243243243243246,0.4864864864864865,0.07142857142857142,0.42857142857142855,0.5,1.0,0.0,1.0,0.0,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.067,0.067,0.0,0.0,0.0,0.411,0.033,0.178,0.2,0.156,0.011,0.067,0.078,0.0,0.033,0.011,0.0,0.0,0.033,0.0,0.0,0.0,0.0,0.011,0.011,0.0,0.011,0.0,0.078,0.011,0.022,0.044,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ahmet Metin Arslan,0.0,0.0,0,0,0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0,0.0,0.011,0.011,0.0,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albian Afrim Ajeti,2.0,2.0,0,0,0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,0.022,0.022,0.0,0.0,0.0,0.022,0.0,0.022,0.0,0.011,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.011,0.011,0.0,0.0,0.022,0.0,0.011,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albin Ekdal,69.0,58.0,0,0,11,230.0,83.0,122.0,25.0,73.0,9.0,50.0,14.0,0.0,24.0,1,1,1,24.0,0,32.0,20.0,0.0,23.0,14.0,11.0,11.0,1.0,31.0,5.0,21.0,5.0,1,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.8405797101449275,0.36086956521739133,0.5304347826086957,0.10869565217391304,0.1232876712328767,0.684931506849315,0.1917808219178082,0.6086956521739131,0.4782608695652174,0.4782608695652174,0.043478260869565216,0.16129032258064516,0.6774193548387096,0.16129032258064516,0.767,0.644,0.0,0.0,0.122,2.556,0.922,1.356,0.278,0.811,0.1,0.556,0.156,0.0,0.267,0.011,0.011,0.011,0.267,0.0,0.356,0.222,0.0,0.256,0.156,0.122,0.122,0.011,0.344,0.056,0.233,0.056,0.011,0.0,0.0,0.044,0.0,0.0,0.0,0.0,0.0,0.0,0.044,0.0
Alejandro Gálvez Jimena,57.0,52.0,0,0,5,225.0,134.0,85.0,6.0,67.0,12.0,49.0,6.0,5.0,20.0,0,0,0,20.0,0,61.0,28.0,0.0,30.0,13.0,22.0,8.0,0.0,25.0,9.0,14.0,2.0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.9122807017543859,0.5955555555555555,0.37777777777777777,0.02666666666666667,0.1791044776119403,0.7313432835820896,0.08955223880597014,0.43333333333333335,0.7333333333333333,0.26666666666666666,0.0,0.36,0.56,0.08,0.633,0.578,0.0,0.0,0.056,2.5,1.489,0.944,0.067,0.744,0.133,0.544,0.067,0.056,0.222,0.0,0.0,0.0,0.222,0.0,0.678,0.311,0.0,0.333,0.144,0.244,0.089,0.0,0.278,0.1,0.156,0.022,0.0,0.0,0.0,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.033,0.0
Aleksandar Ignjovski,82.0,76.0,0,0,6,322.0,152.0,134.0,36.0,92.0,11.0,54.0,27.0,3.0,31.0,0,0,0,31.0,1,39.0,26.0,0.0,45.0,22.0,23.0,19.0,3.0,20.0,3.0,13.0,4.0,0,0,0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.926829268292683,0.4720496894409938,0.4161490683229814,0.11180124223602485,0.11956521739130435,0.5869565217391305,0.29347826086956524,0.4888888888888889,0.5111111111111111,0.4222222222222222,0.06666666666666667,0.15,0.65,0.2,0.911,0.844,0.0,0.0,0.067,3.578,1.689,1.489,0.4,1.022,0.122,0.6,0.3,0.033,0.344,0.0,0.0,0.0,0.344,0.011,0.433,0.289,0.0,0.5,0.244,0.256,0.211,0.033,0.222,0.033,0.144,0.044,0.0,0.0,0.0,0.022,0.0,0.0,0.011,0.011,0.0,0.0,0.033,0.0
Alessandro Schöpf,28.0,27.0,0,0,1,113.0,27.0,51.0,35.0,38.0,2.0,11.0,25.0,0.0,9.0,1,0,0,9.0,0,9.0,4.0,0.0,14.0,6.0,7.0,3.0,4.0,8.0,0.0,3.0,5.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9642857142857143,0.23893805309734514,0.45132743362831856,0.30973451327433627,0.05263157894736842,0.2894736842105263,0.6578947368421053,0.42857142857142855,0.5,0.21428571428571427,0.2857142857142857,0.0,0.375,0.625,0.311,0.3,0.0,0.0,0.011,1.256,0.3,0.567,0.389,0.422,0.022,0.122,0.278,0.0,0.1,0.011,0.0,0.0,0.1,0.0,0.1,0.044,0.0,0.156,0.067,0.078,0.033,0.044,0.089,0.0,0.033,0.056,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0
Alexander Baumjohann,39.0,36.0,0,0,3,93.0,10.0,46.0,37.0,23.0,1.0,9.0,13.0,2.0,6.0,0,0,0,6.0,0,0.0,0.0,0.0,7.0,7.0,3.0,1.0,3.0,2.0,0.0,0.0,2.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9230769230769231,0.10752688172043011,0.4946236559139785,0.3978494623655914,0.043478260869565216,0.391304347826087,0.5652173913043478,1.0,0.42857142857142855,0.14285714285714285,0.42857142857142855,0.0,0.0,1.0,0.433,0.4,0.0,0.0,0.033,1.033,0.111,0.511,0.411,0.256,0.011,0.1,0.144,0.022,0.067,0.0,0.0,0.0,0.067,0.0,0.0,0.0,0.0,0.078,0.078,0.033,0.011,0.033,0.022,0.0,0.0,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alexander Esswein,87.0,71.0,0,0,16,406.0,128.0,195.0,83.0,83.0,8.0,39.0,36.0,1.0,38.0,0,0,0,38.0,0,9.0,4.0,0.0,31.0,16.0,15.0,14.0,2.0,37.0,7.0,16.0,14.0,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.8160919540229885,0.31527093596059114,0.4802955665024631,0.2044334975369458,0.0963855421686747,0.46987951807228917,0.43373493975903615,0.5161290322580645,0.4838709677419355,0.45161290322580644,0.06451612903225806,0.1891891891891892,0.43243243243243246,0.3783783783783784,0.967,0.789,0.0,0.0,0.178,4.511,1.422,2.167,0.922,0.922,0.089,0.433,0.4,0.011,0.422,0.0,0.0,0.0,0.422,0.0,0.1,0.044,0.0,0.344,0.178,0.167,0.156,0.022,0.411,0.078,0.178,0.156,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.011,0.0,0.0,0.011,0.0
Alexander Hack,24.0,23.0,0,0,1,72.0,55.0,15.0,2.0,15.0,9.0,5.0,1.0,0.0,15.0,0,1,1,15.0,0,48.0,26.0,0.0,14.0,5.0,11.0,3.0,0.0,5.0,1.0,3.0,1.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9583333333333334,0.7638888888888888,0.20833333333333334,0.027777777777777776,0.6,0.3333333333333333,0.06666666666666667,0.35714285714285715,0.7857142857142857,0.21428571428571427,0.0,0.2,0.6,0.2,0.267,0.256,0.0,0.0,0.011,0.8,0.611,0.167,0.022,0.167,0.1,0.056,0.011,0.0,0.167,0.0,0.011,0.011,0.167,0.0,0.533,0.289,0.0,0.156,0.056,0.122,0.033,0.0,0.056,0.011,0.033,0.011,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0
Alexander Manninger,4.0,4.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044,0.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alexander Meier,45.0,38.0,0,0,7,232.0,34.0,125.0,73.0,45.0,0.0,22.0,23.0,0.0,17.0,1,0,0,17.0,0,35.0,28.0,0.0,7.0,5.0,1.0,6.0,0.0,17.0,1.0,9.0,7.0,1,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8444444444444444,0.14655172413793102,0.5387931034482759,0.3146551724137931,0.0,0.4888888888888889,0.5111111111111111,0.7142857142857143,0.14285714285714285,0.8571428571428571,0.0,0.058823529411764705,0.5294117647058824,0.4117647058823529,0.5,0.422,0.0,0.0,0.078,2.578,0.378,1.389,0.811,0.5,0.0,0.244,0.256,0.0,0.189,0.011,0.0,0.0,0.189,0.0,0.389,0.311,0.0,0.078,0.056,0.011,0.067,0.0,0.189,0.011,0.1,0.078,0.011,0.0,0.0,0.011,0.011,0.0,0.0,0.0,0.0,0.0,0.011,0.0
Alexander Milosevic,25.0,23.0,0,0,2,93.0,63.0,29.0,1.0,18.0,5.0,13.0,0.0,1.0,20.0,0,0,0,20.0,0,44.0,24.0,0.0,18.0,7.0,16.0,2.0,0.0,14.0,5.0,9.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.92,0.6774193548387096,0.3118279569892473,0.010752688172043012,0.2777777777777778,0.7222222222222222,0.0,0.3888888888888889,0.8888888888888888,0.1111111111111111,0.0,0.35714285714285715,0.6428571428571429,0.0,0.278,0.256,0.0,0.0,0.022,1.033,0.7,0.322,0.011,0.2,0.056,0.144,0.0,0.011,0.222,0.0,0.0,0.0,0.222,0.0,0.489,0.267,0.0,0.2,0.078,0.178,0.022,0.0,0.156,0.056,0.1,0.0,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0
Alexander Nübel,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alexander Stolz,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alexandru Iulian Maxim,61.0,53.0,0,0,8,311.0,69.0,155.0,87.0,79.0,4.0,36.0,39.0,0.0,17.0,0,2,2,17.0,0,4.0,4.0,0.0,15.0,11.0,8.0,6.0,1.0,20.0,2.0,12.0,6.0,1,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.8688524590163934,0.22186495176848875,0.4983922829581994,0.2797427652733119,0.05063291139240506,0.45569620253164556,0.4936708860759494,0.7333333333333333,0.5333333333333333,0.4,0.06666666666666667,0.1,0.6,0.3,0.678,0.589,0.0,0.0,0.089,3.456,0.767,1.722,0.967,0.878,0.044,0.4,0.433,0.0,0.189,0.0,0.022,0.022,0.189,0.0,0.044,0.044,0.0,0.167,0.122,0.089,0.067,0.011,0.222,0.022,0.133,0.067,0.011,0.0,0.0,0.0,0.0,0.0,0.011,0.011,0.0,0.0,0.011,0.0
Alfredo Morales,92.0,88.0,0,0,4,428.0,104.0,247.0,77.0,145.0,9.0,75.0,61.0,0.0,42.0,0,2,2,42.0,0,36.0,23.0,0.0,41.0,34.0,16.0,25.0,0.0,55.0,7.0,33.0,15.0,1,0,0,5.0,0.0,0.0,2.0,2.0,0.0,0.0,7.0,0.0,0.9565217391304348,0.24299065420560748,0.5771028037383178,0.17990654205607476,0.06206896551724138,0.5172413793103449,0.4206896551724138,0.8292682926829268,0.3902439024390244,0.6097560975609756,0.0,0.12727272727272726,0.6,0.2727272727272727,1.022,0.978,0.0,0.0,0.044,4.756,1.156,2.744,0.856,1.611,0.1,0.833,0.678,0.0,0.467,0.0,0.022,0.022,0.467,0.0,0.4,0.256,0.0,0.456,0.378,0.178,0.278,0.0,0.611,0.078,0.367,0.167,0.011,0.0,0.0,0.056,0.0,0.0,0.022,0.022,0.0,0.0,0.078,0.0
Alfreð Finnbogason,43.0,39.0,2,1,4,287.0,13.0,161.0,113.0,80.0,0.0,37.0,43.0,0.0,22.0,1,0,0,22.0,0,11.0,10.0,0.0,15.0,8.0,1.0,13.0,1.0,25.0,2.0,14.0,9.0,0,0,0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.9069767441860465,0.04529616724738676,0.5609756097560976,0.39372822299651566,0.0,0.4625,0.5375,0.5333333333333333,0.06666666666666667,0.8666666666666667,0.06666666666666667,0.08,0.56,0.36,0.478,0.433,0.022,0.011,0.044,3.189,0.144,1.789,1.256,0.889,0.0,0.411,0.478,0.0,0.244,0.011,0.0,0.0,0.244,0.0,0.122,0.111,0.0,0.167,0.089,0.011,0.144,0.011,0.278,0.022,0.156,0.1,0.0,0.0,0.0,0.022,0.0,0.0,0.011,0.011,0.0,0.0,0.033,0.0
Allan Saint-Maximin,36.0,32.0,0,0,4,93.0,21.0,42.0,30.0,24.0,1.0,12.0,11.0,0.0,4.0,0,0,0,4.0,0,1.0,1.0,0.0,8.0,5.0,4.0,3.0,1.0,4.0,1.0,1.0,2.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8888888888888888,0.22580645161290322,0.45161290322580644,0.3225806451612903,0.041666666666666664,0.5,0.4583333333333333,0.625,0.5,0.375,0.125,0.25,0.25,0.5,0.4,0.356,0.0,0.0,0.044,1.033,0.233,0.467,0.333,0.267,0.011,0.133,0.122,0.0,0.044,0.0,0.0,0.0,0.044,0.0,0.011,0.011,0.0,0.089,0.056,0.044,0.033,0.011,0.044,0.011,0.011,0.022,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0
Almog Cohen,37.0,31.0,0,0,6,213.0,61.0,121.0,31.0,80.0,6.0,54.0,20.0,0.0,15.0,1,0,0,15.0,0,18.0,7.0,0.0,35.0,18.0,19.0,12.0,4.0,21.0,1.0,17.0,3.0,1,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.8378378378378378,0.2863849765258216,0.568075117370892,0.14553990610328638,0.075,0.675,0.25,0.5142857142857142,0.5428571428571428,0.34285714285714286,0.11428571428571428,0.047619047619047616,0.8095238095238095,0.14285714285714285,0.411,0.344,0.0,0.0,0.067,2.367,0.678,1.344,0.344,0.889,0.067,0.6,0.222,0.0,0.167,0.011,0.0,0.0,0.167,0.0,0.2,0.078,0.0,0.389,0.2,0.211,0.133,0.044,0.233,0.011,0.189,0.033,0.011,0.0,0.0,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.0
Aloy Ihenacho,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andre Hoffmann,35.0,34.0,1,1,1,131.0,66.0,55.0,10.0,40.0,13.0,23.0,4.0,0.0,11.0,0,0,0,11.0,0,20.0,10.0,0.0,15.0,11.0,10.0,5.0,0.0,9.0,3.0,6.0,0.0,0,0,0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.9714285714285714,0.5038167938931297,0.4198473282442748,0.07633587786259542,0.325,0.575,0.1,0.7333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.0,0.389,0.378,0.011,0.011,0.011,1.456,0.733,0.611,0.111,0.444,0.144,0.256,0.044,0.0,0.122,0.0,0.0,0.0,0.122,0.0,0.222,0.111,0.0,0.167,0.122,0.111,0.056,0.0,0.1,0.033,0.067,0.0,0.0,0.0,0.0,0.011,0.0,0.0,0.011,0.011,0.0,0.0,0.022,0.0
Andreas Christensen,155.0,144.0,0,0,11,318.0,186.0,117.0,15.0,91.0,36.0,47.0,8.0,6.0,75.0,2,1,1,75.0,1,143.0,74.0,0.0,47.0,31.0,30.0,16.0,1.0,12.0,5.0,5.0,2.0,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9290322580645162,0.5849056603773585,0.36792452830188677,0.04716981132075472,0.3956043956043956,0.5164835164835165,0.08791208791208792,0.6595744680851063,0.6382978723404256,0.3404255319148936,0.02127659574468085,0.4166666666666667,0.4166666666666667,0.16666666666666666,1.722,1.6,0.0,0.0,0.122,3.533,2.067,1.3,0.167,1.011,0.4,0.522,0.089,0.067,0.833,0.022,0.011,0.011,0.833,0.011,1.589,0.822,0.0,0.522,0.344,0.333,0.178,0.011,0.133,0.056,0.056,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.011,0.0,0.0,0.011,0.0
Andreas Hirzel,4.0,4.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044,0.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrej Kramarić,35.0,33.0,0,0,2,187.0,11.0,91.0,85.0,56.0,2.0,17.0,37.0,1.0,11.0,1,0,0,11.0,0,2.0,2.0,0.0,4.0,3.0,1.0,2.0,1.0,9.0,2.0,4.0,3.0,1,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9428571428571428,0.058823529411764705,0.48663101604278075,0.45454545454545453,0.03571428571428571,0.30357142857142855,0.6607142857142857,0.75,0.25,0.5,0.25,0.2222222222222222,0.4444444444444444,0.3333333333333333,0.389,0.367,0.0,0.0,0.022,2.078,0.122,1.011,0.944,0.622,0.022,0.189,0.411,0.011,0.122,0.011,0.0,0.0,0.122,0.0,0.022,0.022,0.0,0.044,0.033,0.011,0.022,0.011,0.1,0.022,0.044,0.033,0.011,0.0,0.0,0.011,0.011,0.0,0.0,0.0,0.0,0.0,0.011,0.0
