player,goals,goals_penalty,shots_total,shots_on_target,shots_avg_distance,shots_in_penalty_area,shots_in_goal_area,shots_in_attacking_third,shots_long_distance,shots_mid_distance,shots_short_distance,goal_volley,goals_avg_distance,goal_half_volley,goal_normal,goals_header,goals_header_%,shots_on_target_%,shot_conversion_%,shot_conversion_on_target_%,up_shot_conversion_%,up_shots_on_target_%,shots_inside_the_box_%,shots_outside_the_box_%,goals_right_foot_%,goals_left_foot_%,goals_with_first_touch_%,big_chance_conversion_%,goals_outside_penalty_area_%,goals_inside_penalty_area_%
Karim Bellarabi,2,0,24,15,14.459206711762064,15,1,1,4,13,7,0,16.712040670011177,0,2,0,0.0,0.625,0.083,0.133,0.083,0.625,0.0,1.0,1.0,0.0,0.0,0.0,12.0,0.0
Karim Onisiwo,0,0,3,2,7.4660533501283455,2,1,1,0,1,2,0,0.0,0,0,0,,0.667,0.0,0.0,0.0,0.667,0.0,1.0,,,,,inf,
Kenan Karaman,0,0,18,10,16.47066569672678,8,0,0,9,4,5,0,0.0,0,0,0,,0.556,0.0,0.0,0.0,0.556,0.0,1.0,,,,,inf,
Kevin Kampl,1,0,6,4,13.650078341476288,1,0,0,2,1,3,0,26.442768387595127,0,1,0,0.0,0.667,0.167,0.25,0.167,0.667,0.0,1.0,1.0,0.0,0.0,,6.0,0.0
Kevin Kuranyi,0,0,5,2,7.401343561197544,3,2,2,0,0,5,0,0.0,0,0,0,,0.4,0.0,0.0,0.0,0.4,0.0,1.0,,,,,inf,
Kevin Vogt,0,0,4,3,13.603265197124603,2,0,0,1,1,2,0,0.0,0,0,0,,0.75,0.0,0.0,0.0,0.75,0.0,1.0,,,,,inf,
Kevin Volland,0,0,15,7,14.47351014629039,9,1,1,4,4,7,0,0.0,0,0,0,,0.467,0.0,0.0,0.0,0.467,0.0,1.0,,,,,inf,
Kingsley Coman,0,0,8,5,13.81917959503067,6,0,0,2,2,4,0,0.0,0,0,0,,0.625,0.0,0.0,0.0,0.625,0.0,1.0,,,,,inf,
Klaas-Jan Huntelaar,3,0,27,13,8.875668924374192,26,1,1,0,13,14,1,9.115893369570607,0,1,0,0.0,0.481,0.111,0.231,0.111,0.481,0.0,1.0,0.667,0.333,0.667,1.0,9.0,0.0
Konstantin Engel,0,0,1,1,38.42941581653305,0,0,0,1,0,0,0,0.0,0,0,0,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,inf,
Konstantin Rausch,1,0,8,5,13.01493224088815,3,0,0,3,1,4,0,22.660317738284256,0,1,0,0.0,0.625,0.125,0.2,0.125,0.625,0.0,1.0,1.0,0.0,1.0,,8.0,0.0
Konstantinos Stafylidis,0,0,2,1,28.230000301163685,0,0,0,2,0,0,0,0.0,0,0,0,,0.5,0.0,0.0,0.0,0.5,0.0,1.0,,,,,inf,
Kyriakos Papadopoulos,0,0,6,1,18.006723096756232,6,0,0,2,3,1,0,0.0,0,0,0,,0.167,0.0,0.0,0.0,0.167,0.0,1.0,,,,,inf,
Lars Bender,0,0,2,0,13.608205054348959,1,0,0,1,0,1,0,0.0,0,0,0,,0.0,0.0,,0.0,0.0,0.0,1.0,,,,,inf,
Lars Edi Stindl,3,0,24,18,9.90893831949487,21,1,1,1,11,12,0,10.613015645704323,0,3,1,0.333,0.75,0.125,0.167,0.125,0.75,0.0,1.0,0.667,0.0,0.0,0.0,8.0,0.0
Leon Aderemi Balogun,1,0,8,4,6.423188365900625,8,0,0,0,2,6,0,8.028075734570518,0,1,1,1.0,0.5,0.125,0.25,0.125,0.5,0.0,1.0,0.0,0.0,0.0,,8.0,0.0
Leon Andreasen,0,0,1,1,3.2249030993194148,0,0,0,0,0,1,0,0.0,0,0,0,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,inf,
Leon Goretzka,0,0,12,4,16.41785893233876,7,0,0,4,6,2,0,0.0,0,0,0,,0.333,0.0,0.0,0.0,0.333,0.0,1.0,,,,,inf,
Leonardo Bittencourt,2,0,11,7,12.081137169660916,6,0,0,1,5,5,0,11.914770074040316,0,2,1,0.5,0.636,0.182,0.286,0.182,0.636,0.0,1.0,0.5,0.0,0.0,,5.5,0.0
Leroy Sané,0,0,21,13,10.46585665188655,15,0,0,5,3,13,0,0.0,0,0,0,,0.619,0.0,0.0,0.0,0.619,0.0,1.0,,,,,inf,
Levin Mete Öztunali,0,0,9,6,13.054973424158614,5,0,0,3,2,4,0,0.0,0,0,0,,0.667,0.0,0.0,0.0,0.667,0.0,1.0,,,,,inf,
Lewis Harry Holtby,1,0,10,4,15.627462339549107,4,0,0,4,3,3,0,13.548431643551952,0,1,0,0.0,0.4,0.1,0.25,0.1,0.4,0.0,1.0,0.0,1.0,0.0,,10.0,0.0
Luc Castaignos,2,0,11,6,13.956790797156394,10,0,0,3,4,4,0,20.18278340630436,0,2,0,0.0,0.545,0.182,0.333,0.182,0.545,0.0,1.0,1.0,0.0,0.5,,5.5,0.0
Luca Caldirola,0,0,7,6,7.325421624733407,4,3,3,1,1,5,0,0.0,0,0,0,,0.857,0.0,0.0,0.0,0.857,0.0,1.0,,,,,inf,
Luiz Gustavo Dias,0,0,7,2,17.29271589749464,3,0,0,3,1,3,0,0.0,0,0,0,,0.286,0.0,0.0,0.0,0.286,0.0,1.0,,,,,inf,
Lukas Hinterseer,1,0,6,5,10.353009523664271,1,1,1,2,0,4,0,8.276472678623424,0,1,1,1.0,0.833,0.167,0.2,0.167,0.833,0.0,1.0,0.0,0.0,0.0,,6.0,0.0
Lukas Rupp,1,0,16,12,11.16393579825289,9,0,0,4,2,10,0,14.610270360263696,0,1,0,0.0,0.75,0.062,0.083,0.062,0.75,0.0,1.0,1.0,0.0,0.0,0.0,16.0,0.0
Mahmoud Dahoud,2,0,9,6,19.009310748856446,4,0,0,4,5,0,0,19.856204847703825,0,2,0,0.0,0.667,0.222,0.333,0.222,0.667,0.0,1.0,1.0,0.0,0.0,,4.5,0.0
Makoto Hasebe,0,0,3,1,18.71063577182539,0,0,0,2,0,1,0,0.0,0,0,0,,0.333,0.0,0.0,0.0,0.333,0.0,1.0,,,,,inf,
Manuel Schmiedebach,0,0,6,3,15.578828508027144,1,0,0,3,1,2,0,0.0,0,0,0,,0.5,0.0,0.0,0.0,0.5,0.0,1.0,,,,,inf,
Marc Stendera,0,0,10,7,17.71642424614432,3,0,0,6,1,3,0,0.0,0,0,0,,0.7,0.0,0.0,0.0,0.7,0.0,1.0,,,,,inf,
Marcel Heller,1,0,12,7,17.841909167962037,10,0,0,6,1,5,0,20.66349438018652,0,1,0,0.0,0.583,0.083,0.143,0.083,0.583,0.0,1.0,1.0,0.0,0.0,0.0,12.0,0.0
Marcel Risse,1,0,6,6,13.93845192428865,3,0,0,1,3,2,0,24.577225229874916,0,1,0,0.0,1.0,0.167,0.167,0.167,1.0,0.0,1.0,1.0,0.0,1.0,,6.0,0.0
Marcel Schmelzer,0,0,3,1,12.747959315697457,1,0,0,1,1,1,0,0.0,0,0,0,,0.333,0.0,0.0,0.0,0.333,0.0,1.0,,,,,inf,
Marcel Schäfer,0,0,3,2,9.569738592944136,3,0,0,0,2,1,0,0.0,0,0,0,,0.667,0.0,0.0,0.0,0.667,0.0,1.0,,,,,inf,
Marcelo Alfonso Díaz Rojas,0,0,3,1,27.969406481683745,0,0,0,3,0,0,0,0.0,0,0,0,,0.333,0.0,0.0,0.0,0.333,0.0,1.0,,,,,inf,
Marcelo Antônio Guedes Filho,1,0,6,5,5.882336295551931,4,2,2,0,1,5,0,7.648529270389184,0,1,1,1.0,0.833,0.167,0.2,0.167,0.833,0.0,1.0,0.0,0.0,0.0,,6.0,0.0
Marco Jhonfai Fabián De La Mora,0,0,3,1,19.105006073251648,2,0,0,1,1,1,0,0.0,0,0,0,,0.333,0.0,0.0,0.0,0.333,0.0,1.0,,,,,inf,
Marco Reus,3,0,6,4,19.37435476822732,6,0,0,2,3,1,0,17.46097579626436,0,3,0,0.0,0.667,0.5,0.75,0.5,0.667,0.0,1.0,0.667,0.333,0.333,,2.0,0.0
Marco Russ,0,0,14,9,11.167515137356899,8,2,2,2,2,10,0,0.0,0,0,0,,0.643,0.0,0.0,0.0,0.643,0.0,1.0,,,,,inf,
Mario Götze,1,0,9,6,7.97882002969321,4,4,4,1,1,7,0,14.932514858522657,0,1,0,0.0,0.667,0.111,0.167,0.111,0.667,0.0,1.0,1.0,0.0,0.0,0.0,9.0,0.0
Mario Vrančić,0,0,4,2,18.251138152356237,3,0,0,1,2,1,0,0.0,0,0,0,,0.5,0.0,0.0,0.0,0.5,0.0,1.0,,,,,inf,
Mark Uth,1,0,13,10,8.715992046722063,8,3,3,1,3,9,0,9.492101980067423,1,0,0,0.0,0.769,0.077,0.1,0.077,0.769,0.0,1.0,0.0,1.0,1.0,,13.0,0.0
Markus Feulner,0,0,2,1,15.516077801104176,1,0,0,0,2,0,0,0.0,0,0,0,,0.5,0.0,0.0,0.0,0.5,0.0,1.0,,,,,inf,
Markus Suttner,0,0,2,1,13.666839284948733,0,0,0,1,0,1,0,0.0,0,0,0,,0.5,0.0,0.0,0.0,0.5,0.0,1.0,,,,,inf,
Martin Harnik,0,0,14,10,7.836312896245046,11,2,2,1,4,9,0,0.0,0,0,0,,0.714,0.0,0.0,0.0,0.714,0.0,1.0,,,,,inf,
Marvin Matip,0,0,9,3,8.288256599511811,9,0,0,0,3,6,0,0.0,0,0,0,,0.333,0.0,0.0,0.0,0.333,0.0,1.0,,,,,inf,
Marvin Plattenhardt,0,0,2,1,13.415819149243058,0,0,0,1,0,1,0,0.0,0,0,0,,0.5,0.0,0.0,0.0,0.5,0.0,1.0,,,,,inf,
Mathew Leckie,1,0,14,8,9.840254296964119,10,1,1,1,4,9,0,28.119210515233174,0,1,0,0.0,0.571,0.071,0.125,0.071,0.571,0.0,1.0,0.0,1.0,0.0,,14.0,0.0
Mats Hummels,2,0,9,8,8.241025617252125,7,1,1,1,1,7,0,8.13569679957615,0,2,1,0.5,0.889,0.222,0.25,0.222,0.889,0.0,1.0,0.0,0.5,0.0,1.0,4.5,0.0
Matthias Ginter,1,0,6,2,16.150287310204696,6,0,0,1,3,2,0,17.389939620366714,0,1,0,0.0,0.333,0.167,0.5,0.167,0.333,0.0,1.0,0.0,1.0,0.0,,6.0,0.0
Matthias Lehmann,0,0,3,2,24.465235683039065,0,0,0,3,0,0,0,0.0,0,0,0,,0.667,0.0,0.0,0.0,0.667,0.0,1.0,,,,,inf,
Matthias Ostrzolek,0,0,3,1,21.213631388771834,1,0,0,2,0,1,0,0.0,0,0,0,,0.333,0.0,0.0,0.0,0.333,0.0,1.0,,,,,inf,
Maurice Multhaup,0,0,1,0,14.440221604947753,1,0,0,0,1,0,0,0.0,0,0,0,,0.0,0.0,,0.0,0.0,0.0,1.0,,,,,inf,
Max Christiansen,0,0,3,3,12.076213546235502,0,0,0,1,0,2,0,0.0,0,0,0,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,inf,
Max Kruse,1,0,20,14,9.985440741742476,17,1,1,0,11,9,0,10.121264743103994,0,1,1,1.0,0.7,0.05,0.071,0.05,0.7,0.0,1.0,0.0,0.0,0.0,,20.0,0.0
Max Meyer,1,0,14,13,8.649146402842968,12,1,1,1,4,9,0,7.360027173862883,0,1,0,0.0,0.929,0.071,0.077,0.071,0.929,0.0,1.0,1.0,0.0,0.0,,14.0,0.0
Maximilian Arnold,1,0,5,3,14.132529451044515,3,0,0,2,1,2,0,6.413267497929582,1,0,0,0.0,0.6,0.2,0.333,0.2,0.6,0.0,1.0,0.0,1.0,1.0,,5.0,0.0
Mevlüt Erdinç,0,0,2,0,16.19420989936414,1,0,0,1,0,1,0,0.0,0,0,0,,0.0,0.0,,0.0,0.0,0.0,1.0,,,,,inf,
Michael Gregoritsch,1,0,14,8,9.569397757913233,9,1,1,2,2,10,0,6.041522986797286,0,1,0,0.0,0.571,0.071,0.125,0.071,0.571,0.0,1.0,1.0,0.0,1.0,0.333,14.0,0.0
Miiko Martín Albornoz Inola,0,0,2,1,16.443534608051877,1,0,0,1,0,1,0,0.0,0,0,0,,0.5,0.0,0.0,0.0,0.5,0.0,1.0,,,,,inf,
Miloš Jojić,0,0,6,2,22.65915746360284,2,0,0,3,2,1,0,0.0,0,0,0,,0.333,0.0,0.0,0.0,0.333,0.0,1.0,,,,,inf,
Mitchell Weiser,1,0,6,3,11.484207380816285,4,1,1,1,3,2,0,21.365392577717827,1,0,0,0.0,0.5,0.167,0.333,0.167,0.5,0.0,1.0,0.0,1.0,1.0,,6.0,0.0
Moritz Hartmann,1,0,17,9,14.352661408491407,9,0,0,4,6,7,0,10.670520137275409,0,1,1,1.0,0.529,0.059,0.111,0.059,0.529,0.0,1.0,0.0,0.0,0.0,,17.0,0.0
Moritz Leitner,0,0,2,1,14.698761649799554,0,0,0,1,0,1,0,0.0,0,0,0,,0.5,0.0,0.0,0.0,0.5,0.0,1.0,,,,,inf,
Mërgim Mavraj,0,0,2,0,14.306118813723868,0,1,1,1,0,1,0,0.0,0,0,0,,0.0,0.0,,0.0,0.0,0.0,1.0,,,,,inf,
Nadiem Amiri,1,0,15,9,16.371733363534982,11,0,0,6,5,4,0,14.389232085139216,0,1,0,0.0,0.6,0.067,0.111,0.067,0.6,0.0,1.0,1.0,0.0,1.0,,15.0,0.0
Nicklas Bendtner,0,0,3,1,13.125297196943992,3,0,0,1,1,1,0,0.0,0,0,0,,0.333,0.0,0.0,0.0,0.333,0.0,1.0,,,,,inf,
Nico Elvedi,0,0,1,1,0.943398113205658,0,1,1,0,0,1,0,0.0,0,0,0,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,inf,
Nicolai Müller,1,0,9,5,18.024925844915746,7,2,2,2,5,2,0,15.116877984557517,0,1,0,0.0,0.556,0.111,0.2,0.111,0.556,0.0,1.0,1.0,0.0,0.0,0.0,9.0,0.0
Niklas Stark,1,0,6,3,9.320519711971315,4,1,1,1,1,4,0,4.15932686861708,0,1,1,1.0,0.5,0.167,0.333,0.167,0.5,0.0,1.0,0.0,0.0,0.0,1.0,6.0,0.0
Niklas Süle,0,0,3,1,11.107770109155233,3,0,0,0,1,2,0,0.0,0,0,0,,0.333,0.0,0.0,0.0,0.333,0.0,1.0,,,,,inf,
Niko Bungert,0,0,4,1,7.963760558343203,4,0,0,0,2,2,0,0.0,0,0,0,,0.25,0.0,0.0,0.0,0.25,0.0,1.0,,,,,inf,
Noah-Joel Sarenren-Bazee,0,0,9,4,9.642878348103954,8,0,0,1,3,5,0,0.0,0,0,0,,0.444,0.0,0.0,0.0,0.444,0.0,1.0,,,,0.0,inf,
Nuri Şahin,0,0,1,1,17.10467772277513,0,0,0,0,1,0,0,0.0,0,0,0,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,inf,
Oliver Sorg,0,0,2,1,2.7955007288503957,1,0,0,0,0,2,0,0.0,0,0,0,,0.5,0.0,0.0,0.0,0.5,0.0,1.0,,,,,inf,
Oscar Wendt,0,0,4,3,13.420548407655799,3,0,0,2,0,2,0,0.0,0,0,0,,0.75,0.0,0.0,0.0,0.75,0.0,1.0,,,,,inf,
Pablo Ezequiel De Blasis,0,0,9,6,10.53259851128317,6,1,1,2,2,5,0,0.0,0,0,0,,0.667,0.0,0.0,0.0,0.667,0.0,1.0,,,,,inf,
Papiss Mison Djilobodji,1,0,9,5,11.928905059584984,5,3,3,2,1,6,0,0.7810249675906665,1,0,0,0.0,0.556,0.111,0.2,0.111,0.556,0.0,1.0,0.0,1.0,0.0,1.0,9.0,0.0
Pascal Groß,0,0,10,5,14.884517539340857,3,0,0,3,3,4,0,0.0,0,0,0,,0.5,0.0,0.0,0.0,0.5,0.0,1.0,,,,,inf,
Patrick Herrmann,0,0,3,3,5.313139774322367,3,0,0,0,1,2,0,0.0,0,0,0,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,inf,
Paul Verhaegh,0,0,2,1,24.118313133039695,0,0,0,1,0,1,0,0.0,0,0,0,,0.5,0.0,0.0,0.0,0.5,0.0,1.0,,,,,inf,
Pavel Kadeřábek,0,0,5,2,13.338813636140298,4,1,1,1,2,2,0,0.0,0,0,0,,0.4,0.0,0.0,0.0,0.4,0.0,1.0,,,,,inf,
Paweł Olkowski,0,0,2,1,21.53883770642773,1,0,0,1,0,1,0,0.0,0,0,0,,0.5,0.0,0.0,0.0,0.5,0.0,1.0,,,,,inf,
Per Ciljan Skjelbred,0,0,1,0,21.620592036297246,1,0,0,1,0,0,0,0.0,0,0,0,,0.0,0.0,,0.0,0.0,0.0,1.0,,,,,inf,
Peter Niemeyer,0,0,9,4,19.690920653236706,3,0,0,5,2,2,0,0.0,0,0,0,,0.444,0.0,0.0,0.0,0.444,0.0,1.0,,,,,inf,
Philipp Bargfrede,0,0,3,1,18.526150738412607,1,0,0,2,0,1,0,0.0,0,0,0,,0.333,0.0,0.0,0.0,0.333,0.0,1.0,,,,,inf,
Philipp Hosiner,0,0,3,2,9.1454938439232,3,0,0,0,1,2,0,0.0,0,0,0,,0.667,0.0,0.0,0.0,0.667,0.0,1.0,,,,,inf,
Philipp Lahm,1,0,3,3,10.286488017591081,3,0,0,0,2,1,0,18.333030300525877,0,1,0,0.0,1.0,0.333,0.333,0.333,1.0,0.0,1.0,0.0,1.0,1.0,,3.0,0.0
Philipp Max,0,0,1,1,14.280056022299076,1,0,0,0,1,0,0,0.0,0,0,0,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,inf,
Philipp Ochs,0,0,1,1,21.639316070523122,0,0,0,1,0,0,0,0.0,0,0,0,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,inf,
Pierre-Emerick Aubameyang,5,0,38,25,10.97591704266399,34,2,2,5,14,19,0,12.377945266339179,0,5,0,0.0,0.658,0.132,0.2,0.132,0.658,0.0,1.0,0.4,0.6,0.2,1.0,7.6,0.0
Pierre-Emile Højbjerg,0,0,8,5,15.040041234246843,2,1,1,3,2,3,0,0.0,0,0,0,,0.625,0.0,0.0,0.0,0.625,0.0,1.0,,,,,inf,
Pierre-Michel Lasogga,2,0,15,7,12.024893519533064,11,2,2,2,4,9,0,6.678611731773859,0,2,2,1.0,0.467,0.133,0.286,0.133,0.467,0.0,1.0,0.0,0.0,0.0,,7.5,0.0
Pirmin Schwegler,0,0,4,3,7.1419906929965125,3,0,0,0,0,4,0,0.0,0,0,0,,0.75,0.0,0.0,0.0,0.75,0.0,1.0,,,,,inf,
Raffael Caetano de Araújo,0,0,10,6,14.528344875867836,8,0,0,3,2,5,0,0.0,0,0,0,,0.6,0.0,0.0,0.0,0.6,0.0,1.0,,,,,inf,
Ragnar Klavan,0,0,4,3,5.782442398162624,4,0,0,0,0,4,0,0.0,0,0,0,,0.75,0.0,0.0,0.0,0.75,0.0,1.0,,,,,inf,
Raúl Marcelo Bobadilla,2,0,16,13,12.369012070803587,10,0,0,2,7,7,0,12.489622673225814,0,2,1,0.5,0.812,0.125,0.154,0.125,0.812,0.0,1.0,0.0,0.5,0.5,,8.0,0.0
Ricardo Iván Rodríguez Araya,0,0,2,1,34.53937720302263,0,0,0,2,0,0,0,0.0,0,0,0,,0.5,0.0,0.0,0.0,0.5,0.0,1.0,,,,,inf,
Robert Bauer,1,0,1,1,22.70022026324855,0,0,0,1,0,0,0,22.70022026324855,1,0,0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,,1.0,0.0
Robert Lewandowski,5,0,45,30,9.30563150441873,30,6,6,6,11,28,0,8.824790798178302,2,3,0,0.0,0.667,0.111,0.167,0.111,0.667,0.0,1.0,1.0,0.0,0.6,0.667,9.0,0.0
Roger de Oliveira Bernardo,0,0,1,0,3.492849839314601,1,0,0,0,0,1,0,0.0,0,0,0,,0.0,0.0,,0.0,0.0,0.0,1.0,,,,,inf,
Romain Brégerie,0,0,7,1,12.465157496343114,7,0,0,1,2,4,0,0.0,0,0,0,,0.143,0.0,0.0,0.0,0.143,0.0,1.0,,,,,inf,
Roman Neustädter,0,0,10,4,8.138904945481931,8,2,2,0,4,6,0,0.0,0,0,0,,0.4,0.0,0.0,0.0,0.4,0.0,1.0,,,,,inf,
Ronaldo Aparecido Rodrigues,0,0,20,7,15.399040727457097,16,0,0,6,6,8,0,0.0,0,0,0,,0.35,0.0,0.0,0.0,0.35,0.0,1.0,,,,,inf,
Roy Beerens,0,0,1,1,24.764490707462574,0,0,0,1,0,0,0,0.0,0,0,0,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,inf,
Salif Sané,2,0,17,11,7.371782099768141,12,1,1,1,3,13,0,7.695006183297283,0,2,2,1.0,0.647,0.118,0.182,0.118,0.647,0.0,1.0,0.0,0.0,0.0,,8.5,0.0
Salomon Armand Magloire Kalou,4,0,16,9,12.168815518713664,11,2,2,2,8,6,0,14.08648367277095,0,4,0,0.0,0.562,0.25,0.444,0.25,0.562,0.0,1.0,0.5,0.5,0.0,0.5,4.0,0.0
Sambou Yatabaré,0,0,2,0,5.597095018952611,1,1,1,0,0,2,0,0.0,0,0,0,,0.0,0.0,,0.0,0.0,0.0,1.0,,,,,inf,
Sandro Wagner,4,0,40,18,14.82346170585752,21,10,10,13,9,18,1,6.0814586560117485,0,2,3,0.75,0.45,0.1,0.222,0.1,0.45,0.0,1.0,0.0,0.25,0.0,1.0,10.0,0.0
Santiago García,0,0,10,7,6.85082694422673,7,2,2,0,3,7,0,0.0,0,0,0,,0.7,0.0,0.0,0.0,0.7,0.0,1.0,,,,,inf,
Sead Kolašinac,0,0,4,0,14.452630768607687,4,0,0,1,2,1,0,0.0,0,0,0,,0.0,0.0,,0.0,0.0,0.0,1.0,,,,,inf,
Sebastian Langkamp,0,0,1,1,1.1704699910719567,1,0,0,0,0,1,0,0.0,0,0,0,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,inf,
Sebastian Rudy,2,0,5,3,19.740933314210356,2,0,0,2,2,1,0,14.041434575901032,1,1,0,0.0,0.6,0.4,0.667,0.4,0.6,0.0,1.0,1.0,0.0,0.5,1.0,2.5,0.0
Sereso Geoffroy Gonzaroua Dié,0,0,2,0,25.686982162570214,1,0,0,2,0,0,0,0.0,0,0,0,,0.0,0.0,,0.0,0.0,0.0,1.0,,,,,inf,
Shinji Kagawa,2,0,4,4,4.5858165121176375,4,0,0,0,0,4,0,8.198432424270782,0,2,1,0.5,1.0,0.5,0.5,0.5,1.0,0.0,1.0,0.0,0.5,0.5,1.0,2.0,0.0
Sidney Sam,0,0,2,1,13.61658585052349,1,0,0,0,2,0,0,0.0,0,0,0,,0.5,0.0,0.0,0.0,0.5,0.0,1.0,,,,,inf,
Simon Zoller,2,0,5,5,9.704681767984871,4,1,1,0,2,3,0,13.764099080055836,0,2,1,0.5,1.0,0.4,0.4,0.4,1.0,0.0,1.0,0.0,0.5,0.0,1.0,2.5,0.0
Slobodan Rajković,1,0,4,2,8.52319445379591,2,2,2,0,1,3,0,5.9304300012731,1,0,0,0.0,0.5,0.25,0.5,0.25,0.5,0.0,1.0,0.0,1.0,1.0,1.0,4.0,0.0
Sokratis Papastathopoulos,0,0,5,3,4.9648413097379125,5,0,0,0,1,4,0,0.0,0,0,0,,0.6,0.0,0.0,0.0,0.6,0.0,1.0,,,,,inf,
Sonny Kittel,0,0,1,0,39.785047442475175,0,0,0,1,0,0,0,0.0,0,0,0,,0.0,0.0,,0.0,0.0,0.0,1.0,,,,,inf,
Stefan Aigner,1,0,17,8,11.21260072443697,13,2,2,2,5,10,0,9.902019995940224,0,1,1,1.0,0.471,0.059,0.125,0.059,0.471,0.0,1.0,0.0,0.0,0.0,0.0,17.0,0.0
Stefan Bell,1,0,14,11,7.652208775042462,12,2,2,0,7,7,0,10.264989040422796,0,1,1,1.0,0.786,0.071,0.091,0.071,0.786,0.0,1.0,0.0,0.0,0.0,,14.0,0.0
Stefan Kießling,3,0,16,11,9.408247062366524,11,5,5,0,6,10,0,8.14225315721343,0,3,3,1.0,0.688,0.188,0.273,0.188,0.688,0.0,1.0,0.0,0.0,0.0,,5.333,0.0
Stefan Lex,1,0,6,5,10.580950909946303,5,0,0,0,3,3,0,12.570600622086435,1,0,0,0.0,0.833,0.167,0.2,0.167,0.833,0.0,1.0,1.0,0.0,0.0,,6.0,0.0
Stefan Reinartz,0,0,2,0,13.821380334113211,2,0,0,0,2,0,0,0.0,0,0,0,,0.0,0.0,,0.0,0.0,0.0,1.0,,,,,inf,
Steven Zuber,0,0,5,3,12.93471268391637,4,0,0,2,1,2,0,0.0,0,0,0,,0.6,0.0,0.0,0.0,0.6,0.0,1.0,,,,,inf,
Sven Schipplock,0,0,2,2,6.926099624254264,1,1,1,0,1,1,0,0.0,0,0,0,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,inf,
Szabolcs Huszti,1,0,5,5,9.49955345547128,3,0,0,1,2,2,1,10.70186899564744,0,0,0,0.0,1.0,0.2,0.2,0.2,1.0,0.0,1.0,0.0,1.0,1.0,,5.0,0.0
Tarik Elyounoussi,0,0,1,0,21.779348015953094,0,0,0,1,0,0,0,0.0,0,0,0,,0.0,0.0,,0.0,0.0,0.0,1.0,,,,,inf,
Theodor Gebre Selassie,0,0,9,2,12.732426374347675,7,2,2,3,3,3,0,0.0,0,0,0,,0.222,0.0,0.0,0.0,0.222,0.0,1.0,,,,,inf,
Thiago Alcântara do Nascimento,2,0,11,7,8.504522007750221,6,3,3,0,3,8,2,7.611429880149577,0,0,0,0.0,0.636,0.182,0.286,0.182,0.636,0.0,1.0,1.0,0.0,1.0,1.0,5.5,0.0
Thomas Müller,7,0,30,22,11.400146885744427,22,3,3,4,9,17,4,9.45532454268841,2,1,1,0.143,0.733,0.233,0.318,0.233,0.733,0.0,1.0,0.571,0.286,0.429,0.5,4.286,0.0
Thorgan Hazard,0,0,8,7,7.699261660584426,4,1,1,1,1,6,0,0.0,0,0,0,,0.875,0.0,0.0,0.0,0.875,0.0,1.0,,,,,inf,
Tim Matavž,0,0,4,2,7.071387187745041,4,0,0,0,2,2,0,0.0,0,0,0,,0.5,0.0,0.0,0.0,0.5,0.0,1.0,,,,0.0,inf,
Timm Klose,0,0,3,1,8.35316198535961,3,0,0,0,2,1,0,0.0,0,0,0,,0.333,0.0,0.0,0.0,0.333,0.0,1.0,,,,,inf,
Timo Werner,0,0,20,13,7.699904884198785,14,3,3,0,7,13,0,0.0,0,0,0,,0.65,0.0,0.0,0.0,0.65,0.0,1.0,,,,0.0,inf,
Tobias Kempe,0,0,11,6,11.131155605994179,8,0,0,3,1,7,0,0.0,0,0,0,,0.545,0.0,0.0,0.0,0.545,0.0,1.0,,,,,inf,
Tobias Strobl,0,0,4,1,11.542473613464303,2,0,0,1,1,2,0,0.0,0,0,0,,0.25,0.0,0.0,0.0,0.25,0.0,1.0,,,,,inf,
Tobias Werner,0,0,8,4,11.336045863621997,6,1,1,0,5,3,0,0.0,0,0,0,,0.5,0.0,0.0,0.0,0.5,0.0,1.0,,,,0.0,inf,
Tolga Ciğerci,0,0,6,6,13.765878616944113,0,0,0,2,2,2,0,0.0,0,0,0,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,inf,
Tomáš Pekhart,0,0,3,1,10.19217921044219,3,0,0,0,2,1,0,0.0,0,0,0,,0.333,0.0,0.0,0.0,0.333,0.0,1.0,,,,,inf,
Toni Šunjić,0,0,3,0,8.996258943775665,1,2,2,0,1,2,0,0.0,0,0,0,,0.0,0.0,,0.0,0.0,0.0,1.0,,,,,inf,
Uffe Manich Bech,1,0,4,3,11.776616647261307,3,0,0,1,2,1,0,20.64097865896867,0,1,0,0.0,0.75,0.25,0.333,0.25,0.75,0.0,1.0,1.0,0.0,0.0,,4.0,0.0
