player,ball_recovery_total,ball_recovery_successful,ball_recovery_offensive_total,ball_recovery_offensive_successful,ball_recovery_failed,pressure_on_opponent,pressure_on_opponent_defending_third,pressure_on_opponent_middle_third,pressure_on_opponent_attacking_third,counterpressing_total,counterpressing_opponent_defending_third,counterpressing_opponent_middle_third,counterpressing_attacking_third,shield_total,block_total,block_offensive,block_ball_deflection,block_counterpress,block_during_counterpress,block_shot_on_target,clearance_total,clearance_with_head,interception,tackling,tackling_won,tackling_in_defending_third,tackling_in_middle_third,tackling_in_attacking_third,fouls_total,fouls_in_defending_third,fouls_in_middle_third,fouls_in_attacking_third,fouls_offensive,fouls_lead_to_penalty,fouls_wins_a_penalty,fouls_yellow_card,fouls_second_yellow_card,fouls_red_card,bad_behaviour_total,bad_behaviour_yellow_card,bad_behaviour_second_yellow_card,bad_behaviour_red_card,total_yellow,total_red,ball_recovery_successful_%,pressure_on_opponent_defending_third_%,pressure_on_opponent_middle_third_%,pressure_on_opponent_attacking_third_%,counterpressing_opponent_defending_third_%,counterpressing_opponent_middle_third_%,counterpressing_opponent_attacking_third_%,tackling_success_%,tackling_in_defending_third_%,tackling_in_middle_third_%,tackling_in_attacking_third_%,fouls_in_defending_third_%,fouls_in_middle_third_%,fouls_in_attacking_third_%
Aaron Hunt,108,103,0,0,5,359,65,190,104,107,8,53,46,1,42,0,1,1,42,1,9,3,0,28,19,7,16,5,32,5,17,10,0,0,0,1,0,0,1,1,0,0,2,0,0.9537037037037037,0.181058495821727,0.5292479108635098,0.28969359331476324,0.07476635514018691,0.4953271028037383,0.42990654205607476,0.6785714285714286,0.25,0.5714285714285714,0.17857142857142858,0.15625,0.53125,0.3125
Adam Hloušek,8,8,0,0,0,52,32,18,2,15,4,8,3,1,11,1,0,0,11,0,30,17,0,6,4,4,2,0,7,1,6,0,0,0,0,1,0,0,0,0,0,0,1,0,1.0,0.6153846153846154,0.34615384615384615,0.038461538461538464,0.26666666666666666,0.5333333333333333,0.2,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.14285714285714285,0.8571428571428571,0.0
Adelino André Vieira Freitas,133,130,0,0,3,296,106,149,41,95,14,57,24,2,53,0,2,2,53,0,29,18,0,52,27,21,27,4,16,4,9,3,0,1,0,3,0,0,0,0,0,0,3,0,0.9774436090225563,0.3581081081081081,0.5033783783783784,0.13851351351351351,0.14736842105263157,0.6,0.25263157894736843,0.5192307692307693,0.40384615384615385,0.5192307692307693,0.07692307692307693,0.25,0.5625,0.1875
Admir Mehmedi,76,73,1,1,3,315,51,159,105,100,4,51,45,1,34,1,1,1,34,0,8,5,0,24,13,6,13,5,32,3,19,10,1,0,0,1,0,0,1,1,0,0,2,0,0.9605263157894737,0.1619047619047619,0.5047619047619047,0.3333333333333333,0.04,0.51,0.45,0.5416666666666666,0.25,0.5416666666666666,0.20833333333333334,0.09375,0.59375,0.3125
Adnan Januzaj,6,6,0,0,0,37,3,16,18,14,1,6,7,0,3,1,0,0,3,0,0,0,0,1,1,0,1,0,7,1,2,4,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.08108108108108109,0.43243243243243246,0.4864864864864865,0.07142857142857142,0.42857142857142855,0.5,1.0,0.0,1.0,0.0,0.14285714285714285,0.2857142857142857,0.5714285714285714
Ahmet Metin Arslan,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,
Albian Afrim Ajeti,2,2,0,0,0,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5
Albin Ekdal,69,58,0,0,11,230,83,122,25,73,9,50,14,0,24,1,1,1,24,0,32,20,0,23,14,11,11,1,31,5,21,5,1,0,0,4,0,0,0,0,0,0,4,0,0.8405797101449275,0.36086956521739133,0.5304347826086957,0.10869565217391304,0.1232876712328767,0.684931506849315,0.1917808219178082,0.6086956521739131,0.4782608695652174,0.4782608695652174,0.043478260869565216,0.16129032258064516,0.6774193548387096,0.16129032258064516
Alejandro Gálvez Jimena,57,52,0,0,5,225,134,85,6,67,12,49,6,5,20,0,0,0,20,0,61,28,0,30,13,22,8,0,25,9,14,2,0,0,0,3,0,0,0,0,0,0,3,0,0.9122807017543859,0.5955555555555555,0.37777777777777777,0.02666666666666667,0.1791044776119403,0.7313432835820896,0.08955223880597014,0.43333333333333335,0.7333333333333333,0.26666666666666666,0.0,0.36,0.56,0.08
Aleksandar Ignjovski,82,76,0,0,6,322,152,134,36,92,11,54,27,3,31,0,0,0,31,1,39,26,0,45,22,23,19,3,20,3,13,4,0,0,0,2,0,0,1,1,0,0,3,0,0.926829268292683,0.4720496894409938,0.4161490683229814,0.11180124223602485,0.11956521739130435,0.5869565217391305,0.29347826086956524,0.4888888888888889,0.5111111111111111,0.4222222222222222,0.06666666666666667,0.15,0.65,0.2
Alessandro Schöpf,28,27,0,0,1,113,27,51,35,38,2,11,25,0,9,1,0,0,9,0,9,4,0,14,6,7,3,4,8,0,3,5,0,0,0,1,0,0,0,0,0,0,1,0,0.9642857142857143,0.23893805309734514,0.45132743362831856,0.30973451327433627,0.05263157894736842,0.2894736842105263,0.6578947368421053,0.42857142857142855,0.5,0.21428571428571427,0.2857142857142857,0.0,0.375,0.625
Alexander Baumjohann,39,36,0,0,3,93,10,46,37,23,1,9,13,2,6,0,0,0,6,0,0,0,0,7,7,3,1,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.9230769230769231,0.10752688172043011,0.4946236559139785,0.3978494623655914,0.043478260869565216,0.391304347826087,0.5652173913043478,1.0,0.42857142857142855,0.14285714285714285,0.42857142857142855,0.0,0.0,1.0
Alexander Esswein,87,71,0,0,16,406,128,195,83,83,8,39,36,1,38,0,0,0,38,0,9,4,0,31,16,15,14,2,37,7,16,14,0,0,0,0,0,0,1,1,0,0,1,0,0.8160919540229885,0.31527093596059114,0.4802955665024631,0.2044334975369458,0.0963855421686747,0.46987951807228917,0.43373493975903615,0.5161290322580645,0.4838709677419355,0.45161290322580644,0.06451612903225806,0.1891891891891892,0.43243243243243246,0.3783783783783784
Alexander Hack,24,23,0,0,1,72,55,15,2,15,9,5,1,0,15,0,1,1,15,0,48,26,0,14,5,11,3,0,5,1,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0.9583333333333334,0.7638888888888888,0.20833333333333334,0.027777777777777776,0.6,0.3333333333333333,0.06666666666666667,0.35714285714285715,0.7857142857142857,0.21428571428571427,0.0,0.2,0.6,0.2
Alexander Manninger,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,,,,,,,,,,,,,
Alexander Meier,45,38,0,0,7,232,34,125,73,45,0,22,23,0,17,1,0,0,17,0,35,28,0,7,5,1,6,0,17,1,9,7,1,0,0,1,1,0,0,0,0,0,1,0,0.8444444444444444,0.14655172413793102,0.5387931034482759,0.3146551724137931,0.0,0.4888888888888889,0.5111111111111111,0.7142857142857143,0.14285714285714285,0.8571428571428571,0.0,0.058823529411764705,0.5294117647058824,0.4117647058823529
Alexander Milosevic,25,23,0,0,2,93,63,29,1,18,5,13,0,1,20,0,0,0,20,0,44,24,0,18,7,16,2,0,14,5,9,0,0,0,0,1,0,0,0,0,0,0,1,0,0.92,0.6774193548387096,0.3118279569892473,0.010752688172043012,0.2777777777777778,0.7222222222222222,0.0,0.3888888888888889,0.8888888888888888,0.1111111111111111,0.0,0.35714285714285715,0.6428571428571429,0.0
Alexandru Iulian Maxim,61,53,0,0,8,311,69,155,87,79,4,36,39,0,17,0,2,2,17,0,4,4,0,15,11,8,6,1,20,2,12,6,1,0,0,0,0,0,1,1,0,0,1,0,0.8688524590163934,0.22186495176848875,0.4983922829581994,0.2797427652733119,0.05063291139240506,0.45569620253164556,0.4936708860759494,0.7333333333333333,0.5333333333333333,0.4,0.06666666666666667,0.1,0.6,0.3
Alfredo Morales,92,88,0,0,4,428,104,247,77,145,9,75,61,0,42,0,2,2,42,0,36,23,0,41,34,16,25,0,55,7,33,15,1,0,0,5,0,0,2,2,0,0,7,0,0.9565217391304348,0.24299065420560748,0.5771028037383178,0.17990654205607476,0.06206896551724138,0.5172413793103449,0.4206896551724138,0.8292682926829268,0.3902439024390244,0.6097560975609756,0.0,0.12727272727272726,0.6,0.2727272727272727
Alfreð Finnbogason,43,39,2,1,4,287,13,161,113,80,0,37,43,0,22,1,0,0,22,0,11,10,0,15,8,1,13,1,25,2,14,9,0,0,0,2,0,0,1,1,0,0,3,0,0.9069767441860465,0.04529616724738676,0.5609756097560976,0.39372822299651566,0.0,0.4625,0.5375,0.5333333333333333,0.06666666666666667,0.8666666666666667,0.06666666666666667,0.08,0.56,0.36
Allan Saint-Maximin,36,32,0,0,4,93,21,42,30,24,1,12,11,0,4,0,0,0,4,0,1,1,0,8,5,4,3,1,4,1,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0.8888888888888888,0.22580645161290322,0.45161290322580644,0.3225806451612903,0.041666666666666664,0.5,0.4583333333333333,0.625,0.5,0.375,0.125,0.25,0.25,0.5
Almog Cohen,37,31,0,0,6,213,61,121,31,80,6,54,20,0,15,1,0,0,15,0,18,7,0,35,18,19,12,4,21,1,17,3,1,0,0,2,0,0,0,0,0,0,2,0,0.8378378378378378,0.2863849765258216,0.568075117370892,0.14553990610328638,0.075,0.675,0.25,0.5142857142857142,0.5428571428571428,0.34285714285714286,0.11428571428571428,0.047619047619047616,0.8095238095238095,0.14285714285714285
Andre Hoffmann,35,34,1,1,1,131,66,55,10,40,13,23,4,0,11,0,0,0,11,0,20,10,0,15,11,10,5,0,9,3,6,0,0,0,0,1,0,0,1,1,0,0,2,0,0.9714285714285714,0.5038167938931297,0.4198473282442748,0.07633587786259542,0.325,0.575,0.1,0.7333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.0
Andreas Christensen,155,144,0,0,11,318,186,117,15,91,36,47,8,6,75,2,1,1,75,1,143,74,0,47,31,30,16,1,12,5,5,2,0,0,0,0,0,0,1,1,0,0,1,0,0.9290322580645162,0.5849056603773585,0.36792452830188677,0.04716981132075472,0.3956043956043956,0.5164835164835165,0.08791208791208792,0.6595744680851063,0.6382978723404256,0.3404255319148936,0.02127659574468085,0.4166666666666667,0.4166666666666667,0.16666666666666666
Andreas Hirzel,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,,,,,,,,,,,,,
Andrej Kramarić,35,33,0,0,2,187,11,91,85,56,2,17,37,1,11,1,0,0,11,0,2,2,0,4,3,1,2,1,9,2,4,3,1,0,0,1,1,0,0,0,0,0,1,0,0.9428571428571428,0.058823529411764705,0.48663101604278075,0.45454545454545453,0.03571428571428571,0.30357142857142855,0.6607142857142857,0.75,0.25,0.5,0.25,0.2222222222222222,0.4444444444444444,0.3333333333333333
André Hahn,28,25,0,0,3,190,13,92,85,56,1,24,31,0,15,0,0,0,15,0,3,3,0,18,8,4,10,4,28,2,15,11,0,0,0,1,0,0,0,0,0,0,1,0,0.8928571428571429,0.06842105263157895,0.4842105263157895,0.4473684210526316,0.017857142857142856,0.42857142857142855,0.5535714285714286,0.4444444444444444,0.2222222222222222,0.5555555555555556,0.2222222222222222,0.07142857142857142,0.5357142857142857,0.39285714285714285
André Ramalho Silva,55,51,0,0,4,191,104,77,10,68,17,41,10,1,32,0,0,0,32,0,67,30,0,29,15,20,9,0,18,8,8,2,0,0,0,4,0,0,1,1,0,0,5,0,0.9272727272727272,0.5445026178010471,0.4031413612565445,0.05235602094240838,0.25,0.6029411764705882,0.14705882352941177,0.5172413793103449,0.6896551724137931,0.3103448275862069,0.0,0.4444444444444444,0.4444444444444444,0.1111111111111111
André Schürrle,94,85,0,0,9,338,82,156,100,98,6,46,46,1,25,1,0,0,25,0,11,6,0,25,13,12,8,5,27,0,17,10,0,0,0,5,0,0,0,0,0,0,5,0,0.9042553191489362,0.24260355029585798,0.46153846153846156,0.2958579881656805,0.061224489795918366,0.46938775510204084,0.46938775510204084,0.52,0.48,0.32,0.2,0.0,0.6296296296296297,0.37037037037037035
Anthony Modeste,69,53,0,0,16,369,9,198,162,86,0,43,43,0,30,1,1,1,30,0,38,28,0,11,6,1,8,2,49,1,17,31,3,0,0,2,0,0,2,2,0,0,4,0,0.7681159420289855,0.024390243902439025,0.5365853658536586,0.43902439024390244,0.0,0.5,0.5,0.5454545454545454,0.09090909090909091,0.7272727272727273,0.18181818181818182,0.02040816326530612,0.3469387755102041,0.6326530612244898
Anthony Ujah,89,70,0,0,19,307,27,152,128,88,2,36,50,0,26,1,0,0,26,0,48,36,0,18,10,5,8,5,46,2,21,23,4,0,0,0,0,0,2,2,0,0,2,0,0.7865168539325843,0.08794788273615635,0.495114006514658,0.4169381107491857,0.022727272727272728,0.4090909090909091,0.5681818181818182,0.5555555555555556,0.2777777777777778,0.4444444444444444,0.2777777777777778,0.043478260869565216,0.45652173913043476,0.5
Arianit Ferati,4,3,0,0,1,20,5,10,5,9,1,5,3,0,1,0,0,0,1,0,0,0,0,4,3,1,3,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.25,0.5,0.25,0.1111111111111111,0.5555555555555556,0.3333333333333333,0.75,0.25,0.75,0.0,0.0,0.0,1.0
Arjen Robben,42,38,0,0,4,106,15,35,56,38,0,13,25,0,13,1,0,0,13,0,3,1,0,6,2,1,5,0,4,1,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0.9047619047619048,0.14150943396226415,0.330188679245283,0.5283018867924528,0.0,0.34210526315789475,0.6578947368421053,0.3333333333333333,0.16666666666666666,0.8333333333333334,0.0,0.25,0.25,0.5
Aron Jóhannsson,15,14,0,0,1,72,6,20,46,24,0,7,17,0,7,0,0,0,7,0,1,1,0,4,4,0,4,0,14,0,8,6,1,0,0,0,0,0,0,0,0,0,0,0,0.9333333333333333,0.08333333333333333,0.2777777777777778,0.6388888888888888,0.0,0.2916666666666667,0.7083333333333334,1.0,0.0,1.0,0.0,0.0,0.5714285714285714,0.42857142857142855
Artem Kravets,18,17,0,0,1,176,9,84,83,42,0,15,27,0,8,0,0,0,8,0,6,5,0,3,2,1,1,1,15,0,9,6,0,0,0,1,0,0,0,0,0,0,1,0,0.9444444444444444,0.05113636363636364,0.4772727272727273,0.4715909090909091,0.0,0.35714285714285715,0.6428571428571429,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.6,0.4
Artoms Rudņevs,17,15,0,0,2,129,8,47,74,27,2,8,17,0,10,0,0,0,10,0,9,8,0,3,1,2,1,0,13,1,7,5,0,0,0,1,0,0,0,0,0,0,1,0,0.8823529411764706,0.06201550387596899,0.3643410852713178,0.5736434108527132,0.07407407407407407,0.2962962962962963,0.6296296296296297,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.07692307692307693,0.5384615384615384,0.38461538461538464
Artur Sobiech,50,45,0,0,5,362,22,166,174,87,3,37,47,1,24,0,1,1,24,0,8,6,0,11,8,4,6,1,43,1,22,20,2,0,0,3,0,0,0,0,0,0,3,0,0.9,0.06077348066298342,0.4585635359116022,0.48066298342541436,0.034482758620689655,0.42528735632183906,0.5402298850574713,0.7272727272727273,0.36363636363636365,0.5454545454545454,0.09090909090909091,0.023255813953488372,0.5116279069767442,0.46511627906976744
Arturo Erasmo Vidal Pardo,118,106,1,1,12,448,121,213,114,209,37,84,88,0,55,0,1,1,55,0,34,28,0,80,55,38,25,17,67,11,36,20,1,0,0,3,0,0,0,0,0,0,3,0,0.8983050847457628,0.2700892857142857,0.47544642857142855,0.2544642857142857,0.17703349282296652,0.4019138755980861,0.42105263157894735,0.6875,0.475,0.3125,0.2125,0.16417910447761194,0.5373134328358209,0.29850746268656714
Assani Lukimya-Mulongoti,35,34,0,0,1,139,86,44,9,51,14,28,9,1,20,0,1,1,20,0,67,42,0,24,16,17,7,0,23,6,15,2,0,1,0,3,0,0,0,0,0,0,3,0,0.9714285714285714,0.6187050359712231,0.31654676258992803,0.06474820143884892,0.27450980392156865,0.5490196078431373,0.17647058823529413,0.6666666666666666,0.7083333333333334,0.2916666666666667,0.0,0.2608695652173913,0.6521739130434783,0.08695652173913043
Aytac Sulu,89,83,0,0,6,281,209,67,5,54,16,33,5,4,76,0,0,0,76,0,219,101,0,52,28,47,5,0,37,13,17,7,0,1,0,6,0,0,0,0,0,0,6,0,0.9325842696629213,0.7437722419928826,0.23843416370106763,0.017793594306049824,0.2962962962962963,0.6111111111111112,0.09259259259259259,0.5384615384615384,0.9038461538461539,0.09615384615384616,0.0,0.35135135135135137,0.4594594594594595,0.1891891891891892
Bas Dost,17,16,1,1,1,155,2,84,69,47,1,19,27,0,9,0,0,0,9,0,13,11,0,2,1,0,0,2,17,1,10,6,1,0,0,0,0,0,0,0,0,0,0,0,0.9411764705882353,0.012903225806451613,0.5419354838709678,0.44516129032258067,0.02127659574468085,0.40425531914893614,0.574468085106383,0.5,0.0,0.0,1.0,0.058823529411764705,0.5882352941176471,0.35294117647058826
Bastian Oczipka,161,148,0,0,13,331,172,110,49,100,19,44,37,4,73,0,3,3,73,0,69,45,0,55,35,43,9,3,29,7,13,9,0,0,0,6,0,0,1,1,0,0,7,0,0.9192546583850931,0.5196374622356495,0.3323262839879154,0.14803625377643503,0.19,0.44,0.37,0.6363636363636364,0.7818181818181819,0.16363636363636364,0.05454545454545454,0.2413793103448276,0.4482758620689655,0.3103448275862069
Benedikt Höwedes,20,18,0,0,2,116,68,39,9,33,10,16,7,0,16,0,1,1,16,0,44,19,0,15,13,11,4,0,10,4,2,4,0,0,0,3,0,0,1,1,0,0,4,0,0.9,0.5862068965517241,0.33620689655172414,0.07758620689655173,0.30303030303030304,0.48484848484848486,0.21212121212121213,0.8666666666666667,0.7333333333333333,0.26666666666666666,0.0,0.4,0.2,0.4
Benjamin Gorka,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.0,0.0,,,,,,,,,,
Benjamin Henrichs,34,33,0,0,1,118,60,49,9,34,8,17,9,0,17,0,2,2,17,0,23,11,0,27,14,18,8,1,9,2,6,1,0,0,0,1,0,0,0,0,0,0,1,0,0.9705882352941176,0.5084745762711864,0.4152542372881356,0.07627118644067797,0.23529411764705882,0.5,0.2647058823529412,0.5185185185185185,0.6666666666666666,0.2962962962962963,0.037037037037037035,0.2222222222222222,0.6666666666666666,0.1111111111111111
Benjamin Hübner,67,61,0,0,6,335,190,134,11,104,33,59,12,2,64,1,2,2,64,1,177,110,0,59,33,35,21,3,53,15,29,9,1,0,0,7,0,0,0,0,0,0,7,0,0.9104477611940298,0.5671641791044776,0.4,0.03283582089552239,0.3173076923076923,0.5673076923076923,0.11538461538461539,0.559322033898305,0.5932203389830508,0.3559322033898305,0.05084745762711865,0.2830188679245283,0.5471698113207547,0.16981132075471697
Bernd Leno,178,175,0,0,3,8,8,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9831460674157303,1.0,0.0,0.0,,,,,,,,,,
Borys Tashchy,9,8,0,0,1,40,2,23,15,9,0,4,5,0,2,0,0,0,2,0,2,0,0,1,0,0,0,1,5,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0.8888888888888888,0.05,0.575,0.375,0.0,0.4444444444444444,0.5555555555555556,0.0,0.0,0.0,1.0,0.0,0.6,0.4
Branimir Hrgota,3,3,0,0,0,23,0,13,10,10,0,5,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.5652173913043478,0.43478260869565216,0.0,0.5,0.5,,,,,0.0,0.5,0.5
Bruno Henrique Pinto,8,8,0,0,0,70,13,31,26,22,1,9,12,0,6,0,0,0,6,0,0,0,0,3,2,1,2,0,11,4,3,4,1,0,0,1,0,0,0,0,0,0,1,0,1.0,0.18571428571428572,0.44285714285714284,0.37142857142857144,0.045454545454545456,0.4090909090909091,0.5454545454545454,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,0.36363636363636365,0.2727272727272727,0.36363636363636365
Caiuby Francisco da Silva,130,117,0,0,13,489,97,263,129,117,5,55,57,2,59,1,1,1,59,0,47,35,0,33,18,14,16,3,66,5,33,28,2,0,0,10,0,0,1,1,0,0,11,0,0.9,0.1983640081799591,0.5378323108384458,0.26380368098159507,0.042735042735042736,0.4700854700854701,0.48717948717948717,0.5454545454545454,0.42424242424242425,0.48484848484848486,0.09090909090909091,0.07575757575757576,0.5,0.42424242424242425
Carlos Antonio Ascues Ávila,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0.0,1.0,0.0
Carlos Armando Gruezo Arboleda,6,6,0,0,0,23,7,13,3,7,1,3,3,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.30434782608695654,0.5652173913043478,0.13043478260869565,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Carlos Augusto Zambrano Ochandarte,128,120,0,0,8,229,147,78,4,74,23,48,3,8,24,0,0,0,24,0,90,43,0,30,22,18,11,1,38,12,25,1,1,1,0,8,1,0,1,1,0,0,9,0,0.9375,0.6419213973799127,0.3406113537117904,0.017467248908296942,0.3108108108108108,0.6486486486486487,0.04054054054054054,0.7333333333333333,0.6,0.36666666666666664,0.03333333333333333,0.3157894736842105,0.6578947368421053,0.02631578947368421
Ceyhun Gülselam,42,38,0,0,4,229,90,118,21,78,25,42,11,0,26,0,2,2,26,0,34,18,0,35,24,18,15,2,33,11,18,4,1,0,0,6,0,0,2,2,0,0,8,0,0.9047619047619048,0.3930131004366812,0.5152838427947598,0.09170305676855896,0.32051282051282054,0.5384615384615384,0.14102564102564102,0.6857142857142857,0.5142857142857142,0.42857142857142855,0.05714285714285714,0.3333333333333333,0.5454545454545454,0.12121212121212122
Charles Mariano Aránguiz Sandoval,34,28,0,0,6,142,46,80,16,36,4,21,11,0,18,0,1,1,18,0,10,3,0,7,2,2,5,0,16,5,8,3,0,1,0,1,0,0,0,0,0,0,1,0,0.8235294117647058,0.323943661971831,0.5633802816901409,0.11267605633802817,0.1111111111111111,0.5833333333333334,0.3055555555555556,0.2857142857142857,0.2857142857142857,0.7142857142857143,0.0,0.3125,0.5,0.1875
Charlison Benschop,10,7,0,0,3,81,9,50,22,10,0,4,6,0,4,0,0,0,4,0,2,2,0,0,0,0,0,0,7,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.1111111111111111,0.6172839506172839,0.2716049382716049,0.0,0.4,0.6,,,,,0.0,0.5714285714285714,0.42857142857142855
Christian Clemens,88,78,0,0,10,484,166,212,106,113,6,44,63,0,35,1,1,1,35,0,13,2,0,28,15,18,7,3,28,6,13,9,0,0,0,1,0,0,0,0,0,0,1,0,0.8863636363636364,0.34297520661157027,0.4380165289256198,0.2190082644628099,0.05309734513274336,0.3893805309734513,0.5575221238938053,0.5357142857142857,0.6428571428571429,0.25,0.10714285714285714,0.21428571428571427,0.4642857142857143,0.32142857142857145
Christian Gentner,138,130,1,1,8,675,192,345,138,222,23,120,79,1,67,1,3,3,67,1,59,24,0,63,41,26,32,5,54,5,33,16,0,0,0,2,0,0,1,1,0,0,3,0,0.9420289855072463,0.28444444444444444,0.5111111111111111,0.20444444444444446,0.1036036036036036,0.5405405405405406,0.35585585585585583,0.6507936507936508,0.4126984126984127,0.5079365079365079,0.07936507936507936,0.09259259259259259,0.6111111111111112,0.2962962962962963
Christian Mathenia,179,179,0,0,0,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,1.0,1.0,0.0,0.0,,,,,,,,,,
Christian Pulisic,36,35,0,0,1,113,21,51,41,33,3,12,18,0,16,0,0,0,16,0,0,0,0,9,4,2,6,1,4,0,2,2,0,0,0,1,0,0,0,0,0,0,1,0,0.9722222222222222,0.18584070796460178,0.45132743362831856,0.36283185840707965,0.09090909090909091,0.36363636363636365,0.5454545454545454,0.4444444444444444,0.2222222222222222,0.6666666666666666,0.1111111111111111,0.0,0.5,0.5
Christian Schulz,44,42,0,0,2,198,121,72,5,56,15,38,3,1,47,1,1,1,47,1,156,89,0,19,13,12,7,0,42,15,25,2,0,1,0,5,0,0,1,1,0,0,6,0,0.9545454545454546,0.6111111111111112,0.36363636363636365,0.025252525252525252,0.26785714285714285,0.6785714285714286,0.05357142857142857,0.6842105263157895,0.631578947368421,0.3684210526315789,0.0,0.35714285714285715,0.5952380952380952,0.047619047619047616
Christian Träsch,128,115,1,1,13,418,201,174,43,111,27,57,27,2,44,0,1,1,44,0,69,27,0,68,35,43,23,2,32,5,22,5,1,0,0,2,0,0,0,0,0,0,2,0,0.8984375,0.48086124401913877,0.41626794258373206,0.10287081339712918,0.24324324324324326,0.5135135135135135,0.24324324324324326,0.5147058823529411,0.6323529411764706,0.3382352941176471,0.029411764705882353,0.15625,0.6875,0.15625
Christoph Janker,14,14,0,0,0,63,26,32,5,23,2,16,5,0,6,0,0,0,6,0,15,3,0,8,4,2,5,1,10,2,5,3,0,0,0,2,0,0,0,0,0,0,2,0,1.0,0.4126984126984127,0.5079365079365079,0.07936507936507936,0.08695652173913043,0.6956521739130435,0.21739130434782608,0.5,0.25,0.625,0.125,0.2,0.5,0.3
Christoph Kramer,190,177,1,1,13,635,174,349,112,242,27,143,72,1,61,1,1,1,61,0,37,24,0,68,47,33,29,6,42,9,23,10,4,0,0,3,0,0,0,0,0,0,3,0,0.9315789473684211,0.2740157480314961,0.5496062992125984,0.1763779527559055,0.1115702479338843,0.5909090909090909,0.2975206611570248,0.6911764705882353,0.4852941176470588,0.4264705882352941,0.08823529411764706,0.21428571428571427,0.5476190476190477,0.23809523809523808
Christoph Moritz,14,13,0,0,1,105,42,51,12,35,8,19,8,0,15,1,0,0,15,0,8,5,0,13,9,7,5,1,8,1,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0.9285714285714286,0.4,0.4857142857142857,0.11428571428571428,0.22857142857142856,0.5428571428571428,0.22857142857142856,0.6923076923076923,0.5384615384615384,0.38461538461538464,0.07692307692307693,0.125,0.75,0.125
Claudio Miguel Pizarro Bossio,98,86,0,0,12,299,40,137,122,113,10,43,60,0,44,1,1,1,44,0,10,5,0,27,15,7,16,4,33,5,11,17,0,0,0,3,0,0,0,0,0,0,3,0,0.8775510204081632,0.13377926421404682,0.45819397993311034,0.4080267558528428,0.08849557522123894,0.3805309734513274,0.5309734513274337,0.5555555555555556,0.25925925925925924,0.5925925925925926,0.14814814814814814,0.15151515151515152,0.3333333333333333,0.5151515151515151
