ball_recovery_total,ball_recovery_successful,ball_recovery_offensive_total,ball_recovery_offensive_successful,ball_recovery_failed,pressure_on_opponent,pressure_on_opponent_defending_third,pressure_on_opponent_middle_third,pressure_on_opponent_attacking_third,counterpressing_total,counterpressing_opponent_defending_third,counterpressing_opponent_middle_third,counterpressing_attacking_third,block_total,block_offensive,block_ball_deflection,block_counterpress,block_during_counterpress,block_shot_on_target,clearance_total,clearance_with_head,interception,tackling,tackling_won,tackling_in_defending_third,tackling_in_middle_third,tackling_in_attacking_third,fouls_total,fouls_in_defending_third,fouls_in_middle_third,fouls_in_attacking_third,fouls_offensive,fouls_lead_to_penalty,fouls_wins_a_penalty,fouls_yellow_card,fouls_second_yellow_card,fouls_red_card,bad_behaviour_total,bad_behaviour_yellow_card,bad_behaviour_second_yellow_card,bad_behaviour_red_card,total_yellow,total_red,ball_recovery_successful_%,pressure_on_opponent_defending_third_%,pressure_on_opponent_middle_third_%,pressure_on_opponent_attacking_third_%,counterpressing_opponent_defending_third_%,counterpressing_opponent_middle_third_%,counterpressing_opponent_attacking_third_%,tackling_success_%,tackling_in_defending_third_%,tackling_in_middle_third_%,tackling_in_attacking_third_%,fouls_in_defending_third_%,fouls_in_middle_third_%,fouls_in_attacking_third_%
108,103,0,0,5,359,65,190,104,117,12,56,49,42,0,1,1,42,1,9,3,6,28,19,7,16,5,32,5,17,10,0,0,0,1,0,0,1,1,0,0,2,0,0.9537037037037037,0.181058495821727,0.5292479108635098,0.28969359331476324,0.10256410256410256,0.47863247863247865,0.4188034188034188,0.6785714285714286,0.25,0.5714285714285714,0.17857142857142858,0.15625,0.53125,0.3125
8,8,0,0,0,52,32,18,2,19,5,11,3,11,1,0,0,11,0,30,17,1,6,4,4,2,0,7,1,6,0,0,0,0,1,0,0,0,0,0,0,1,0,1.0,0.6153846153846154,0.34615384615384615,0.038461538461538464,0.2631578947368421,0.5789473684210527,0.15789473684210525,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.14285714285714285,0.8571428571428571,0.0
133,130,0,0,3,296,106,149,41,111,19,65,27,53,0,2,2,53,0,29,18,18,52,27,21,27,4,16,4,9,3,0,1,0,3,0,0,0,0,0,0,3,0,0.9774436090225563,0.3581081081081081,0.5033783783783784,0.13851351351351351,0.17117117117117117,0.5855855855855856,0.24324324324324326,0.5192307692307693,0.40384615384615385,0.5192307692307693,0.07692307692307693,0.25,0.5625,0.1875
76,73,1,1,3,315,51,159,105,105,4,54,47,34,1,1,1,34,0,8,5,2,24,13,6,13,5,32,3,19,10,1,0,0,1,0,0,1,1,0,0,2,0,0.9605263157894737,0.1619047619047619,0.5047619047619047,0.3333333333333333,0.0380952380952381,0.5142857142857142,0.44761904761904764,0.5416666666666666,0.25,0.5416666666666666,0.20833333333333334,0.09375,0.59375,0.3125
6,6,0,0,0,37,3,16,18,16,1,7,8,3,1,0,0,3,0,0,0,1,1,1,0,1,0,7,1,2,4,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.08108108108108109,0.43243243243243246,0.4864864864864865,0.0625,0.4375,0.5,1.0,0.0,1.0,0.0,0.14285714285714285,0.2857142857142857,0.5714285714285714
0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,
2,2,0,0,0,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5
69,58,0,0,11,230,83,122,25,90,15,59,16,24,1,1,1,24,0,32,20,14,23,14,11,11,1,31,5,21,5,1,0,0,4,0,0,0,0,0,0,4,0,0.8405797101449275,0.36086956521739133,0.5304347826086957,0.10869565217391304,0.16666666666666666,0.6555555555555556,0.17777777777777778,0.6086956521739131,0.4782608695652174,0.4782608695652174,0.043478260869565216,0.16129032258064516,0.6774193548387096,0.16129032258064516
57,52,0,0,5,225,134,85,6,76,16,54,6,20,0,0,0,20,0,61,28,18,30,13,22,8,0,25,9,14,2,0,0,0,3,0,0,0,0,0,0,3,0,0.9122807017543859,0.5955555555555555,0.37777777777777777,0.02666666666666667,0.21052631578947367,0.7105263157894737,0.07894736842105263,0.43333333333333335,0.7333333333333333,0.26666666666666666,0.0,0.36,0.56,0.08
82,76,0,0,6,322,152,134,36,107,17,60,30,31,0,0,0,31,1,39,26,13,45,22,23,19,3,20,3,13,4,0,0,0,2,0,0,1,1,0,0,3,0,0.926829268292683,0.4720496894409938,0.4161490683229814,0.11180124223602485,0.1588785046728972,0.5607476635514018,0.2803738317757009,0.4888888888888889,0.5111111111111111,0.4222222222222222,0.06666666666666667,0.15,0.65,0.2
28,27,0,0,1,113,27,51,35,42,2,15,25,9,1,0,0,9,0,9,4,2,14,6,7,3,4,8,0,3,5,0,0,0,1,0,0,0,0,0,0,1,0,0.9642857142857143,0.23893805309734514,0.45132743362831856,0.30973451327433627,0.047619047619047616,0.35714285714285715,0.5952380952380952,0.42857142857142855,0.5,0.21428571428571427,0.2857142857142857,0.0,0.375,0.625
39,36,0,0,3,93,10,46,37,27,1,12,14,6,0,0,0,6,0,0,0,0,7,7,3,1,3,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0.9230769230769231,0.10752688172043011,0.4946236559139785,0.3978494623655914,0.037037037037037035,0.4444444444444444,0.5185185185185185,1.0,0.42857142857142855,0.14285714285714285,0.42857142857142855,0.0,0.0,1.0
87,71,0,0,16,406,128,195,83,93,10,45,38,38,0,0,0,38,0,9,4,6,31,16,15,14,2,37,7,16,14,0,0,0,0,0,0,1,1,0,0,1,0,0.8160919540229885,0.31527093596059114,0.4802955665024631,0.2044334975369458,0.10752688172043011,0.4838709677419355,0.40860215053763443,0.5161290322580645,0.4838709677419355,0.45161290322580644,0.06451612903225806,0.1891891891891892,0.43243243243243246,0.3783783783783784
24,23,0,0,1,72,55,15,2,21,14,6,1,15,0,1,1,15,0,48,26,11,14,5,11,3,0,5,1,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0.9583333333333334,0.7638888888888888,0.20833333333333334,0.027777777777777776,0.6666666666666666,0.2857142857142857,0.047619047619047616,0.35714285714285715,0.7857142857142857,0.21428571428571427,0.0,0.2,0.6,0.2
4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,,,,,,,,,,,,,
45,38,0,0,7,232,34,125,73,51,0,28,23,17,1,0,0,17,0,35,28,6,7,5,1,6,0,17,1,9,7,1,0,0,1,1,0,0,0,0,0,1,0,0.8444444444444444,0.14655172413793102,0.5387931034482759,0.3146551724137931,0.0,0.5490196078431373,0.45098039215686275,0.7142857142857143,0.14285714285714285,0.8571428571428571,0.0,0.058823529411764705,0.5294117647058824,0.4117647058823529
25,23,0,0,2,93,63,29,1,23,9,14,0,20,0,0,0,20,0,44,24,7,18,7,16,2,0,14,5,9,0,0,0,0,1,0,0,0,0,0,0,1,0,0.92,0.6774193548387096,0.3118279569892473,0.010752688172043012,0.391304347826087,0.6086956521739131,0.0,0.3888888888888889,0.8888888888888888,0.1111111111111111,0.0,0.35714285714285715,0.6428571428571429,0.0
61,53,0,0,8,311,69,155,87,87,5,39,43,17,0,2,2,17,0,4,4,3,15,11,8,6,1,20,2,12,6,1,0,0,0,0,0,1,1,0,0,1,0,0.8688524590163934,0.22186495176848875,0.4983922829581994,0.2797427652733119,0.05747126436781609,0.4482758620689655,0.4942528735632184,0.7333333333333333,0.5333333333333333,0.4,0.06666666666666667,0.1,0.6,0.3
92,88,0,0,4,428,104,247,77,153,11,81,61,42,0,2,2,42,0,36,23,9,41,34,16,25,0,55,7,33,15,1,0,0,5,0,0,2,2,0,0,7,0,0.9565217391304348,0.24299065420560748,0.5771028037383178,0.17990654205607476,0.0718954248366013,0.5294117647058824,0.39869281045751637,0.8292682926829268,0.3902439024390244,0.6097560975609756,0.0,0.12727272727272726,0.6,0.2727272727272727
43,39,2,1,4,287,13,161,113,85,1,40,44,22,1,0,0,22,0,11,10,5,15,8,1,13,1,25,2,14,9,0,0,0,2,0,0,1,1,0,0,3,0,0.9069767441860465,0.04529616724738676,0.5609756097560976,0.39372822299651566,0.011764705882352941,0.47058823529411764,0.5176470588235295,0.5333333333333333,0.06666666666666667,0.8666666666666667,0.06666666666666667,0.08,0.56,0.36
36,32,0,0,4,93,21,42,30,25,1,12,12,4,0,0,0,4,0,1,1,1,8,5,4,3,1,4,1,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0.8888888888888888,0.22580645161290322,0.45161290322580644,0.3225806451612903,0.04,0.48,0.48,0.625,0.5,0.375,0.125,0.25,0.25,0.5
37,31,0,0,6,213,61,121,31,89,8,59,22,15,1,0,0,15,0,18,7,5,35,18,19,12,4,21,1,17,3,1,0,0,2,0,0,0,0,0,0,2,0,0.8378378378378378,0.2863849765258216,0.568075117370892,0.14553990610328638,0.0898876404494382,0.6629213483146067,0.24719101123595505,0.5142857142857142,0.5428571428571428,0.34285714285714286,0.11428571428571428,0.047619047619047616,0.8095238095238095,0.14285714285714285
35,34,1,1,1,131,66,55,10,46,14,28,4,11,0,0,0,11,0,20,10,5,15,11,10,5,0,9,3,6,0,0,0,0,1,0,0,1,1,0,0,2,0,0.9714285714285714,0.5038167938931297,0.4198473282442748,0.07633587786259542,0.30434782608695654,0.6086956521739131,0.08695652173913043,0.7333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.0
155,144,0,0,11,318,186,117,15,118,48,61,9,75,2,1,1,75,1,143,74,23,47,31,30,16,1,12,5,5,2,0,0,0,0,0,0,1,1,0,0,1,0,0.9290322580645162,0.5849056603773585,0.36792452830188677,0.04716981132075472,0.4067796610169492,0.5169491525423728,0.07627118644067797,0.6595744680851063,0.6382978723404256,0.3404255319148936,0.02127659574468085,0.4166666666666667,0.4166666666666667,0.16666666666666666
4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,,,,,,,,,,,,,
35,33,0,0,2,187,11,91,85,57,2,18,37,11,1,0,0,11,0,2,2,3,4,3,1,2,1,9,2,4,3,1,0,1,1,1,0,0,0,0,0,1,0,0.9428571428571428,0.058823529411764705,0.48663101604278075,0.45454545454545453,0.03508771929824561,0.3157894736842105,0.6491228070175439,0.75,0.25,0.5,0.25,0.2222222222222222,0.4444444444444444,0.3333333333333333
28,25,0,0,3,190,13,92,85,59,1,26,32,15,0,0,0,15,0,3,3,4,18,8,4,10,4,28,2,15,11,0,0,0,1,0,0,0,0,0,0,1,0,0.8928571428571429,0.06842105263157895,0.4842105263157895,0.4473684210526316,0.01694915254237288,0.4406779661016949,0.5423728813559322,0.4444444444444444,0.2222222222222222,0.5555555555555556,0.2222222222222222,0.07142857142857142,0.5357142857142857,0.39285714285714285
55,51,0,0,4,191,104,77,10,79,19,47,13,32,0,0,0,32,0,67,30,6,29,15,20,9,0,18,8,8,2,0,0,0,4,0,0,1,1,0,0,5,0,0.9272727272727272,0.5445026178010471,0.4031413612565445,0.05235602094240838,0.24050632911392406,0.5949367088607594,0.16455696202531644,0.5172413793103449,0.6896551724137931,0.3103448275862069,0.0,0.4444444444444444,0.4444444444444444,0.1111111111111111
94,85,0,0,9,338,82,156,100,107,10,49,48,25,1,0,0,25,0,11,6,4,25,13,12,8,5,27,0,17,10,0,0,1,5,0,0,0,0,0,0,5,0,0.9042553191489362,0.24260355029585798,0.46153846153846156,0.2958579881656805,0.09345794392523364,0.45794392523364486,0.4485981308411215,0.52,0.48,0.32,0.2,0.0,0.6296296296296297,0.37037037037037035
69,53,0,0,16,369,9,198,162,95,0,48,47,30,1,1,1,30,0,38,28,5,11,6,1,8,2,49,1,17,31,3,0,2,2,0,0,2,2,0,0,4,0,0.7681159420289855,0.024390243902439025,0.5365853658536586,0.43902439024390244,0.0,0.5052631578947369,0.49473684210526314,0.5454545454545454,0.09090909090909091,0.7272727272727273,0.18181818181818182,0.02040816326530612,0.3469387755102041,0.6326530612244898
89,70,0,0,19,307,27,152,128,90,2,37,51,26,1,0,0,26,0,48,36,1,18,10,5,8,5,46,2,21,23,4,0,3,0,0,0,2,2,0,0,2,0,0.7865168539325843,0.08794788273615635,0.495114006514658,0.4169381107491857,0.022222222222222223,0.4111111111111111,0.5666666666666667,0.5555555555555556,0.2777777777777778,0.4444444444444444,0.2777777777777778,0.043478260869565216,0.45652173913043476,0.5
4,3,0,0,1,20,5,10,5,10,2,5,3,1,0,0,0,1,0,0,0,0,4,3,1,3,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.25,0.5,0.25,0.2,0.5,0.3,0.75,0.25,0.75,0.0,0.0,0.0,1.0
42,38,0,0,4,106,15,35,56,40,0,13,27,13,1,0,0,13,0,3,1,3,6,2,1,5,0,4,1,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0.9047619047619048,0.14150943396226415,0.330188679245283,0.5283018867924528,0.0,0.325,0.675,0.3333333333333333,0.16666666666666666,0.8333333333333334,0.0,0.25,0.25,0.5
15,14,0,0,1,72,6,20,46,25,0,7,18,7,0,0,0,7,0,1,1,0,4,4,0,4,0,14,0,8,6,1,0,0,0,0,0,0,0,0,0,0,0,0.9333333333333333,0.08333333333333333,0.2777777777777778,0.6388888888888888,0.0,0.28,0.72,1.0,0.0,1.0,0.0,0.0,0.5714285714285714,0.42857142857142855
18,17,0,0,1,176,9,84,83,42,0,15,27,8,0,0,0,8,0,6,5,0,3,2,1,1,1,15,0,9,6,0,0,1,1,0,0,0,0,0,0,1,0,0.9444444444444444,0.05113636363636364,0.4772727272727273,0.4715909090909091,0.0,0.35714285714285715,0.6428571428571429,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.6,0.4
17,15,0,0,2,129,8,47,74,27,2,8,17,10,0,0,0,10,0,9,8,0,3,1,2,1,0,13,1,7,5,0,0,0,1,0,0,0,0,0,0,1,0,0.8823529411764706,0.06201550387596899,0.3643410852713178,0.5736434108527132,0.07407407407407407,0.2962962962962963,0.6296296296296297,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.07692307692307693,0.5384615384615384,0.38461538461538464
50,45,0,0,5,362,22,166,174,90,3,38,49,24,0,1,1,24,0,8,6,0,11,8,4,6,1,43,1,22,20,2,0,0,3,0,0,0,0,0,0,3,0,0.9,0.06077348066298342,0.4585635359116022,0.48066298342541436,0.03333333333333333,0.4222222222222222,0.5444444444444444,0.7272727272727273,0.36363636363636365,0.5454545454545454,0.09090909090909091,0.023255813953488372,0.5116279069767442,0.46511627906976744
118,106,1,1,12,448,121,213,114,224,38,95,91,55,0,1,1,55,0,34,28,8,80,55,38,25,17,67,11,36,20,1,0,1,3,0,0,0,0,0,0,3,0,0.8983050847457628,0.2700892857142857,0.47544642857142855,0.2544642857142857,0.16964285714285715,0.42410714285714285,0.40625,0.6875,0.475,0.3125,0.2125,0.16417910447761194,0.5373134328358209,0.29850746268656714
35,34,0,0,1,139,86,44,9,59,19,30,10,20,0,1,1,20,0,67,42,6,24,16,17,7,0,23,6,15,2,0,1,1,3,0,0,0,0,0,0,3,0,0.9714285714285714,0.6187050359712231,0.31654676258992803,0.06474820143884892,0.3220338983050847,0.5084745762711864,0.1694915254237288,0.6666666666666666,0.7083333333333334,0.2916666666666667,0.0,0.2608695652173913,0.6521739130434783,0.08695652173913043
89,83,0,0,6,281,209,67,5,70,22,43,5,76,0,0,0,76,0,219,101,21,52,28,47,5,0,37,13,17,7,0,1,0,6,0,0,0,0,0,0,6,0,0.9325842696629213,0.7437722419928826,0.23843416370106763,0.017793594306049824,0.3142857142857143,0.6142857142857143,0.07142857142857142,0.5384615384615384,0.9038461538461539,0.09615384615384616,0.0,0.35135135135135137,0.4594594594594595,0.1891891891891892
17,16,1,1,1,155,2,84,69,52,2,19,31,9,0,0,0,9,0,13,11,1,2,1,0,0,2,17,1,10,6,1,0,0,0,0,0,0,0,0,0,0,0,0.9411764705882353,0.012903225806451613,0.5419354838709678,0.44516129032258067,0.038461538461538464,0.36538461538461536,0.5961538461538461,0.5,0.0,0.0,1.0,0.058823529411764705,0.5882352941176471,0.35294117647058826
161,148,0,0,13,331,172,110,49,123,32,51,40,73,0,3,3,73,0,69,45,33,55,35,43,9,3,29,7,13,9,0,0,0,6,0,0,1,1,0,0,7,0,0.9192546583850931,0.5196374622356495,0.3323262839879154,0.14803625377643503,0.2601626016260163,0.4146341463414634,0.3252032520325203,0.6363636363636364,0.7818181818181819,0.16363636363636364,0.05454545454545454,0.2413793103448276,0.4482758620689655,0.3103448275862069
20,18,0,0,2,116,68,39,9,41,15,18,8,16,0,1,1,16,0,44,19,11,15,13,11,4,0,10,4,2,4,0,0,0,3,0,0,1,1,0,0,4,0,0.9,0.5862068965517241,0.33620689655172414,0.07758620689655173,0.36585365853658536,0.43902439024390244,0.1951219512195122,0.8666666666666667,0.7333333333333333,0.26666666666666666,0.0,0.4,0.2,0.4
0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.0,0.0,,,,,,,,,,
34,33,0,0,1,118,60,49,9,44,12,22,10,17,0,2,2,17,0,23,11,12,27,14,18,8,1,9,2,6,1,0,0,0,1,0,0,0,0,0,0,1,0,0.9705882352941176,0.5084745762711864,0.4152542372881356,0.07627118644067797,0.2727272727272727,0.5,0.22727272727272727,0.5185185185185185,0.6666666666666666,0.2962962962962963,0.037037037037037035,0.2222222222222222,0.6666666666666666,0.1111111111111111
67,61,0,0,6,335,190,134,11,119,35,72,12,64,1,2,2,64,1,177,110,15,59,33,35,21,3,53,15,29,9,1,0,1,7,0,0,0,0,0,0,7,0,0.9104477611940298,0.5671641791044776,0.4,0.03283582089552239,0.29411764705882354,0.6050420168067226,0.10084033613445378,0.559322033898305,0.5932203389830508,0.3559322033898305,0.05084745762711865,0.2830188679245283,0.5471698113207547,0.16981132075471697
178,175,0,0,3,8,8,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9831460674157303,1.0,0.0,0.0,,,,,,,,,,
9,8,0,0,1,40,2,23,15,10,1,4,5,2,0,0,0,2,0,2,0,0,1,0,0,0,1,5,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0.8888888888888888,0.05,0.575,0.375,0.1,0.4,0.5,0.0,0.0,0.0,1.0,0.0,0.6,0.4
3,3,0,0,0,23,0,13,10,10,0,5,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.5652173913043478,0.43478260869565216,0.0,0.5,0.5,,,,,0.0,0.5,0.5
8,8,0,0,0,70,13,31,26,23,2,9,12,6,0,0,0,6,0,0,0,0,3,2,1,2,0,11,4,3,4,1,0,0,1,0,0,0,0,0,0,1,0,1.0,0.18571428571428572,0.44285714285714284,0.37142857142857144,0.08695652173913043,0.391304347826087,0.5217391304347826,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,0.36363636363636365,0.2727272727272727,0.36363636363636365
130,117,0,0,13,489,97,263,129,124,7,58,59,59,1,1,1,59,0,47,35,8,33,18,14,16,3,66,5,33,28,2,0,0,10,0,0,1,1,0,0,11,0,0.9,0.1983640081799591,0.5378323108384458,0.26380368098159507,0.056451612903225805,0.46774193548387094,0.47580645161290325,0.5454545454545454,0.42424242424242425,0.48484848484848486,0.09090909090909091,0.07575757575757576,0.5,0.42424242424242425
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0.0,1.0,0.0
6,6,0,0,0,23,7,13,3,8,1,4,3,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.30434782608695654,0.5652173913043478,0.13043478260869565,0.125,0.5,0.375,0.0,0.0,1.0,0.0,0.0,0.0,1.0
128,120,0,0,8,229,147,78,4,92,27,62,3,24,0,0,0,24,0,90,43,20,30,22,18,11,1,38,12,25,1,1,1,0,8,1,0,1,1,0,0,9,0,0.9375,0.6419213973799127,0.3406113537117904,0.017467248908296942,0.29347826086956524,0.6739130434782609,0.03260869565217391,0.7333333333333333,0.6,0.36666666666666664,0.03333333333333333,0.3157894736842105,0.6578947368421053,0.02631578947368421
42,38,0,0,4,229,90,118,21,88,28,47,13,26,0,2,2,26,0,34,18,5,35,24,18,15,2,33,11,18,4,1,0,0,6,0,0,2,2,0,0,8,0,0.9047619047619048,0.3930131004366812,0.5152838427947598,0.09170305676855896,0.3181818181818182,0.5340909090909091,0.14772727272727273,0.6857142857142857,0.5142857142857142,0.42857142857142855,0.05714285714285714,0.3333333333333333,0.5454545454545454,0.12121212121212122
34,28,0,0,6,142,46,80,16,42,4,26,12,18,0,1,1,18,0,10,3,6,7,2,2,5,0,16,5,8,3,0,1,0,1,0,0,0,0,0,0,1,0,0.8235294117647058,0.323943661971831,0.5633802816901409,0.11267605633802817,0.09523809523809523,0.6190476190476191,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.7142857142857143,0.0,0.3125,0.5,0.1875
10,7,0,0,3,81,9,50,22,10,0,4,6,4,0,0,0,4,0,2,2,0,0,0,0,0,0,7,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.1111111111111111,0.6172839506172839,0.2716049382716049,0.0,0.4,0.6,,,,,0.0,0.5714285714285714,0.42857142857142855
88,78,0,0,10,484,166,212,106,117,6,45,66,35,1,1,1,35,0,13,2,4,28,15,18,7,3,28,6,13,9,0,0,0,1,0,0,0,0,0,0,1,0,0.8863636363636364,0.34297520661157027,0.4380165289256198,0.2190082644628099,0.05128205128205128,0.38461538461538464,0.5641025641025641,0.5357142857142857,0.6428571428571429,0.25,0.10714285714285714,0.21428571428571427,0.4642857142857143,0.32142857142857145
138,130,1,1,8,675,192,345,138,252,26,141,85,67,1,3,3,67,1,59,24,18,63,41,26,32,5,54,5,33,16,0,0,0,2,0,0,1,1,0,0,3,0,0.9420289855072463,0.28444444444444444,0.5111111111111111,0.20444444444444446,0.10317460317460317,0.5595238095238095,0.3373015873015873,0.6507936507936508,0.4126984126984127,0.5079365079365079,0.07936507936507936,0.09259259259259259,0.6111111111111112,0.2962962962962963
179,179,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,1.0,1.0,0.0,0.0,,,,,,,,,,
36,35,0,0,1,113,21,51,41,35,3,14,18,16,0,0,0,16,0,0,0,1,9,4,2,6,1,4,0,2,2,0,0,0,1,0,0,0,0,0,0,1,0,0.9722222222222222,0.18584070796460178,0.45132743362831856,0.36283185840707965,0.08571428571428572,0.4,0.5142857142857142,0.4444444444444444,0.2222222222222222,0.6666666666666666,0.1111111111111111,0.0,0.5,0.5
44,42,0,0,2,198,121,72,5,74,24,45,5,47,1,1,1,47,1,156,89,17,19,13,12,7,0,42,15,25,2,0,1,0,5,0,0,1,1,0,0,6,0,0.9545454545454546,0.6111111111111112,0.36363636363636365,0.025252525252525252,0.32432432432432434,0.6081081081081081,0.06756756756756757,0.6842105263157895,0.631578947368421,0.3684210526315789,0.0,0.35714285714285715,0.5952380952380952,0.047619047619047616
128,115,1,1,13,418,201,174,43,129,31,69,29,44,0,1,1,44,0,69,27,16,68,35,43,23,2,32,5,22,5,1,0,0,2,0,0,0,0,0,0,2,0,0.8984375,0.48086124401913877,0.41626794258373206,0.10287081339712918,0.24031007751937986,0.5348837209302325,0.2248062015503876,0.5147058823529411,0.6323529411764706,0.3382352941176471,0.029411764705882353,0.15625,0.6875,0.15625
14,14,0,0,0,63,26,32,5,23,2,16,5,6,0,0,0,6,0,15,3,2,8,4,2,5,1,10,2,5,3,0,0,0,2,0,0,0,0,0,0,2,0,1.0,0.4126984126984127,0.5079365079365079,0.07936507936507936,0.08695652173913043,0.6956521739130435,0.21739130434782608,0.5,0.25,0.625,0.125,0.2,0.5,0.3
190,177,1,1,13,635,174,349,112,268,32,157,79,61,1,1,1,61,0,37,24,9,68,47,33,29,6,42,9,23,10,4,0,0,3,0,0,0,0,0,0,3,0,0.9315789473684211,0.2740157480314961,0.5496062992125984,0.1763779527559055,0.11940298507462686,0.585820895522388,0.2947761194029851,0.6911764705882353,0.4852941176470588,0.4264705882352941,0.08823529411764706,0.21428571428571427,0.5476190476190477,0.23809523809523808
14,13,0,0,1,105,42,51,12,37,8,20,9,15,1,0,0,15,0,8,5,0,13,9,7,5,1,8,1,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0.9285714285714286,0.4,0.4857142857142857,0.11428571428571428,0.21621621621621623,0.5405405405405406,0.24324324324324326,0.6923076923076923,0.5384615384615384,0.38461538461538464,0.07692307692307693,0.125,0.75,0.125
98,86,0,0,12,299,40,137,122,123,11,46,66,44,1,1,1,44,0,10,5,8,27,15,7,16,4,33,5,11,17,0,0,1,3,0,0,0,0,0,0,3,0,0.8775510204081632,0.13377926421404682,0.45819397993311034,0.4080267558528428,0.08943089430894309,0.37398373983739835,0.5365853658536586,0.5555555555555556,0.25925925925925924,0.5925925925925926,0.14814814814814814,0.15151515151515152,0.3333333333333333,0.5151515151515151
97,91,0,0,6,228,154,70,4,80,22,54,4,37,0,4,4,37,0,101,54,17,56,30,45,10,1,23,8,12,3,0,0,0,1,0,0,1,1,0,0,2,0,0.9381443298969072,0.6754385964912281,0.30701754385964913,0.017543859649122806,0.275,0.675,0.05,0.5357142857142857,0.8035714285714286,0.17857142857142858,0.017857142857142856,0.34782608695652173,0.5217391304347826,0.13043478260869565
265,251,1,1,14,493,179,247,67,186,37,97,52,60,3,1,1,60,0,45,22,11,83,54,44,29,10,52,9,32,11,1,0,0,8,0,0,5,5,0,0,13,0,0.9471698113207547,0.3630831643002028,0.5010141987829615,0.1359026369168357,0.1989247311827957,0.521505376344086,0.27956989247311825,0.6506024096385542,0.5301204819277109,0.3493975903614458,0.12048192771084337,0.17307692307692307,0.6153846153846154,0.21153846153846154
162,151,0,0,11,378,185,168,25,146,42,85,19,42,0,0,0,42,0,64,17,25,49,28,29,16,4,34,13,19,2,1,0,0,4,0,0,3,3,0,0,7,0,0.9320987654320988,0.4894179894179894,0.4444444444444444,0.06613756613756613,0.2876712328767123,0.5821917808219178,0.13013698630136986,0.5714285714285714,0.5918367346938775,0.32653061224489793,0.08163265306122448,0.38235294117647056,0.5588235294117647,0.058823529411764705
117,113,0,0,4,287,156,90,41,93,21,42,30,58,1,0,0,58,0,88,49,9,46,14,33,9,4,18,4,10,4,0,1,0,3,0,0,0,0,0,0,3,0,0.9658119658119658,0.5435540069686411,0.313588850174216,0.14285714285714285,0.22580645161290322,0.45161290322580644,0.3225806451612903,0.30434782608695654,0.717391304347826,0.1956521739130435,0.08695652173913043,0.2222222222222222,0.5555555555555556,0.2222222222222222
