ball_recovery_total,ball_recovery_successful,ball_recovery_offensive_total,ball_recovery_offensive_successful,ball_recovery_failed,pressure_on_opponent,pressure_on_opponent_defending_third,pressure_on_opponent_middle_third,pressure_on_opponent_attacking_third,counterpressing_total,counterpressing_opponent_defending_third,counterpressing_opponent_middle_third,counterpressing_attacking_third,block_total,block_offensive,block_ball_deflection,block_counterpress,block_during_counterpress,block_shot_on_target,clearance_total,clearance_with_head,interception,tackling,tackling_won,tackling_in_defending_third,tackling_in_middle_third,tackling_in_attacking_third,fouls_total,fouls_in_defending_third,fouls_in_middle_third,fouls_in_attacking_third,fouls_offensive,fouls_lead_to_penalty,fouls_wins_a_penalty,fouls_yellow_card,fouls_second_yellow_card,fouls_red_card,bad_behaviour_total,bad_behaviour_yellow_card,bad_behaviour_second_yellow_card,bad_behaviour_red_card,total_yellow,total_red,ball_recovery_successful_%,pressure_on_opponent_defending_third_%,pressure_on_opponent_middle_third_%,pressure_on_opponent_attacking_third_%,counterpressing_opponent_defending_third_%,counterpressing_opponent_middle_third_%,counterpressing_opponent_attacking_third_%,tackling_success_%,tackling_in_defending_third_%,tackling_in_middle_third_%,tackling_in_attacking_third_%,fouls_in_defending_third_%,fouls_in_middle_third_%,fouls_in_attacking_third_%
49,41,0,0,8,105,46,52,7,36,9,18,9,15,0,0,0,15,0,39,21,7,8,7,6,2,0,10,1,6,3,0,0,0,2,0,0,0,0,0,0,2,0,0.8367346938775511,0.4380952380952381,0.49523809523809526,0.06666666666666667,0.25,0.5,0.25,0.875,0.75,0.25,0.0,0.1,0.6,0.3
188,174,1,1,14,465,215,184,66,203,25,115,63,74,1,3,3,74,0,85,44,29,83,33,48,29,6,61,21,30,10,1,2,0,9,0,0,2,1,1,0,11,0,0.925531914893617,0.46236559139784944,0.3956989247311828,0.14193548387096774,0.12315270935960591,0.5665024630541872,0.3103448275862069,0.39759036144578314,0.5783132530120482,0.3493975903614458,0.07228915662650602,0.3442622950819672,0.4918032786885246,0.16393442622950818
99,88,0,0,11,347,109,174,64,163,23,84,56,29,1,0,0,29,0,35,22,4,48,32,17,29,2,40,6,26,8,2,1,0,6,1,0,0,0,0,0,6,0,0.8888888888888888,0.31412103746397696,0.5014409221902018,0.1844380403458213,0.1411042944785276,0.5153374233128835,0.34355828220858897,0.6666666666666666,0.3541666666666667,0.6041666666666666,0.041666666666666664,0.15,0.65,0.2
162,162,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,2,0,1.0,1.0,0.0,0.0,,,,,,,,1.0,0.0,0.0
63,58,0,0,5,213,89,97,27,65,10,35,20,27,0,3,3,27,0,24,9,5,21,13,13,7,1,14,3,9,2,1,0,0,0,0,0,1,1,0,0,1,0,0.9206349206349206,0.41784037558685444,0.45539906103286387,0.1267605633802817,0.15384615384615385,0.5384615384615384,0.3076923076923077,0.6190476190476191,0.6190476190476191,0.3333333333333333,0.047619047619047616,0.21428571428571427,0.6428571428571429,0.14285714285714285
130,113,0,0,17,554,161,307,86,173,28,89,56,48,1,1,1,48,0,25,11,17,54,32,32,19,3,34,5,23,6,2,0,0,3,0,0,0,0,0,0,3,0,0.8692307692307693,0.29061371841155237,0.5541516245487365,0.1552346570397112,0.16184971098265896,0.5144508670520231,0.3236994219653179,0.5925925925925926,0.5925925925925926,0.35185185185185186,0.05555555555555555,0.14705882352941177,0.6764705882352942,0.17647058823529413
49,43,0,0,6,414,34,177,203,97,3,26,68,29,1,2,2,29,0,3,3,6,25,18,4,11,10,45,0,23,22,4,0,0,2,0,0,0,0,0,0,2,0,0.8775510204081632,0.0821256038647343,0.427536231884058,0.49033816425120774,0.030927835051546393,0.26804123711340205,0.7010309278350515,0.72,0.16,0.44,0.4,0.0,0.5111111111111111,0.4888888888888889
60,55,0,0,5,204,43,107,54,90,6,48,36,26,0,1,1,26,0,5,0,4,27,19,5,15,7,16,2,7,7,0,0,0,2,0,0,0,0,0,0,2,0,0.9166666666666666,0.2107843137254902,0.5245098039215687,0.2647058823529412,0.06666666666666667,0.5333333333333333,0.4,0.7037037037037037,0.18518518518518517,0.5555555555555556,0.25925925925925924,0.125,0.4375,0.4375
115,108,0,0,7,485,54,265,166,147,2,67,78,49,0,1,1,49,0,6,2,6,14,8,3,7,4,21,1,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0.9391304347826087,0.11134020618556702,0.5463917525773195,0.3422680412371134,0.013605442176870748,0.4557823129251701,0.5306122448979592,0.5714285714285714,0.21428571428571427,0.5,0.2857142857142857,0.047619047619047616,0.47619047619047616,0.47619047619047616
75,68,0,0,7,312,57,167,88,106,7,49,50,11,0,0,0,11,0,11,7,7,29,14,6,17,6,31,3,21,7,0,0,0,2,0,0,0,0,0,0,2,0,0.9066666666666666,0.18269230769230768,0.5352564102564102,0.28205128205128205,0.0660377358490566,0.46226415094339623,0.4716981132075472,0.4827586206896552,0.20689655172413793,0.5862068965517241,0.20689655172413793,0.0967741935483871,0.6774193548387096,0.22580645161290322
144,131,2,2,13,643,145,332,166,170,15,91,64,46,0,2,2,46,0,14,7,15,55,25,15,34,6,54,5,37,12,3,0,3,4,0,0,2,2,0,0,6,0,0.9097222222222222,0.2255054432348367,0.5163297045101088,0.2581648522550544,0.08823529411764706,0.5352941176470588,0.3764705882352941,0.45454545454545453,0.2727272727272727,0.6181818181818182,0.10909090909090909,0.09259259259259259,0.6851851851851852,0.2222222222222222
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
29,24,1,1,5,167,8,72,87,74,3,25,46,12,1,0,0,12,0,3,2,4,7,5,0,4,3,22,0,10,12,1,0,0,2,0,0,0,0,0,0,2,0,0.8275862068965517,0.04790419161676647,0.4311377245508982,0.5209580838323353,0.04054054054054054,0.33783783783783783,0.6216216216216216,0.7142857142857143,0.0,0.5714285714285714,0.42857142857142855,0.0,0.45454545454545453,0.5454545454545454
14,13,0,0,1,29,13,15,1,16,4,11,1,5,0,0,0,5,0,27,11,1,8,4,4,4,0,4,2,2,0,0,1,0,0,0,0,1,1,0,0,1,0,0.9285714285714286,0.4482758620689655,0.5172413793103449,0.034482758620689655,0.25,0.6875,0.0625,0.5,0.5,0.5,0.0,0.5,0.5,0.0
36,34,0,0,2,156,26,88,42,39,0,23,16,1,0,0,0,1,0,4,2,1,9,6,2,3,4,17,3,11,3,1,0,0,2,0,0,0,0,0,0,2,0,0.9444444444444444,0.16666666666666666,0.5641025641025641,0.2692307692307692,0.0,0.5897435897435898,0.41025641025641024,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.4444444444444444,0.17647058823529413,0.6470588235294118,0.17647058823529413
97,94,0,0,3,177,105,64,8,68,22,38,8,46,0,2,2,46,1,78,46,20,39,21,25,13,1,24,10,12,2,0,1,0,2,0,0,0,0,0,0,2,0,0.9690721649484536,0.5932203389830508,0.3615819209039548,0.04519774011299435,0.3235294117647059,0.5588235294117647,0.11764705882352941,0.5384615384615384,0.6410256410256411,0.3333333333333333,0.02564102564102564,0.4166666666666667,0.5,0.08333333333333333
0,0,0,0,0,2,0,1,1,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.5,0.5,0.0,0.3333333333333333,0.6666666666666666,,,,,,,
36,36,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,,,,,,,,,,
180,161,1,1,19,394,81,249,64,189,16,123,50,46,0,1,1,46,0,15,11,29,27,22,8,17,2,31,4,22,5,2,0,0,1,0,0,0,0,0,0,1,0,0.8944444444444445,0.20558375634517767,0.631979695431472,0.16243654822335024,0.08465608465608465,0.6507936507936508,0.26455026455026454,0.8148148148148148,0.2962962962962963,0.6296296296296297,0.07407407407407407,0.12903225806451613,0.7096774193548387,0.16129032258064516
63,58,0,0,5,215,91,91,33,89,16,42,31,45,1,1,1,45,1,53,37,11,25,12,15,9,1,12,4,3,5,0,1,0,3,0,0,0,0,0,0,3,0,0.9206349206349206,0.4232558139534884,0.4232558139534884,0.15348837209302327,0.1797752808988764,0.47191011235955055,0.34831460674157305,0.48,0.6,0.36,0.04,0.3333333333333333,0.25,0.4166666666666667
4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,,,,,,,,,,,,,
