player_id,touches_total,touches_in_defending_penalty,touches_in_defending_third,touches_in_middle_third,touches_in_attacking_third,touches_in_attacking_penalty,dribbling_total,dribbling_completed,dribbling_not_completed,dribbling_overrun,dribbling_through_legs,dribbling_push_and_run,carries_total,carry_into_attacking_third,carry_into_penalty_area,carry_into_edge_of_the_box,carry_distance,progressive_carry_total,progressive_carry_distance,miscontrol_total,miscontrol_in_aerial_duel,dispossessed_total,dispossessed_in_defending_penalty_area,dispossessed_in_defending_third,dispossessed_in_middle_third,dispossessed_in_attacking_third,dispossessed_in_penalty_area,balls_received,balls_received_successful,error_lead_to_goal,offside,up_touches_total,up_touches_in_defending_penalty,up_touches_in_defending_third,up_touches_in_middle_third,up_touches_in_attacking_third,up_touches_in_attacking_penalty,up_dribbling_total,up_dribbling_completed,up_dribbling_not_completed,up_dribbling_overrun,up_dribbling_through_legs,up_dribbling_push_and_run,up_carries_total,up_carry_into_attacking_third,up_carry_into_penalty_area,up_carry_into_edge_of_the_box,up_carry_distance,up_progressive_carry_total,up_progressive_carry_distance,up_miscontrol_total,up_miscontrol_in_aerial_duel,up_dispossessed_total,up_dispossessed_in_defending_penalty_area,up_dispossessed_in_defending_third,up_dispossessed_in_middle_third,up_dispossessed_in_attacking_third,up_dispossessed_in_penalty_area,up_balls_received,up_balls_received_successful,up_error_lead_to_goal,up_offside,touches_in_defending_penalty_%,touches_in_defending_third_%,touches_in_middle_third_%,touches_in_attacking_third_%,touches_in_attacking_penalty_%,ball_reception_%,dribblings_successful_%,distance_per_carry_%,carries_into_attacking_third_%,carries_into_penalty_area_%,carries_into_edge_of_the_box_%,distance_per_progressive_carry,dispossessed_per_carry_%,touches_total_per_match,touches_in_defending_penalty_per_match,touches_in_defending_third_per_match,touches_in_middle_third_per_match,touches_in_attacking_third_per_match,touches_in_attacking_penalty_per_match,dribbling_total_per_match,dribbling_completed_per_match,dribbling_not_completed_per_match,dribbling_overrun_per_match,dribbling_through_legs_per_match,dribbling_push_and_run_per_match,carries_total_per_match,carry_into_attacking_third_per_match,carry_into_penalty_area_per_match,carry_into_edge_of_the_box_per_match,carry_distance_per_match,progressive_carry_total_per_match,progressive_carry_distance_per_match,miscontrol_total_per_match,miscontrol_in_aerial_duel_per_match,dispossessed_total_per_match,dispossessed_in_defending_penalty_area_per_match,dispossessed_in_defending_third_per_match,dispossessed_in_middle_third_per_match,dispossessed_in_attacking_third_per_match,dispossessed_in_penalty_area_per_match,balls_received_per_match,balls_received_successful_per_match,error_lead_to_goal_per_match,offside_per_match,up_touches_total_per_match,up_touches_in_defending_penalty_per_match,up_touches_in_defending_third_per_match,up_touches_in_middle_third_per_match,up_touches_in_attacking_third_per_match,up_touches_in_attacking_penalty_per_match,up_dribbling_total_per_match,up_dribbling_completed_per_match,up_dribbling_not_completed_per_match,up_dribbling_overrun_per_match,up_dribbling_through_legs_per_match,up_dribbling_push_and_run_per_match,up_carries_total_per_match,up_carry_into_attacking_third_per_match,up_carry_into_penalty_area_per_match,up_carry_into_edge_of_the_box_per_match,up_carry_distance_per_match,up_progressive_carry_total_per_match,up_progressive_carry_distance_per_match,up_miscontrol_total_per_match,up_miscontrol_in_aerial_duel_per_match,up_dispossessed_total_per_match,up_dispossessed_in_defending_penalty_area_per_match,up_dispossessed_in_defending_third_per_match,up_dispossessed_in_middle_third_per_match,up_dispossessed_in_attacking_third_per_match,up_dispossessed_in_penalty_area_per_match,up_balls_received_per_match,up_balls_received_successful_per_match,up_error_lead_to_goal_per_match,up_offside_per_match,distance_per_progressive_carry_per_match
11285.0,2920.0,25.0,314.0,1383.0,1223.0,114.0,94.0,60.0,34.0,7,8,0,768.0,40.0,21.0,5.0,5192.306023971202,490.0,4295.233876967293,43.0,0,35.0,0.0,3.0,15.0,17.0,2.0,927.0,713.0,0.0,0.0,955.0,8.0,121.0,470.0,364.0,44.0,94.0,60.0,34.0,7,8,0,430.0,26.0,10.0,3.0,3347.3698274525004,281.0,2708.595194887722,9.0,0,35.0,0.0,3.0,15.0,17.0,2.0,106.0,99.0,0.0,0.0,0.008561643835616438,0.10753424657534247,0.47363013698630135,0.41883561643835615,0.03904109589041096,0.7691477885652643,0.6382978723404256,6.760815135379169,0.052083333333333336,0.02734375,0.006510416666666667,8.765783422382231,0.045572916666666664,32.444,0.278,3.489,15.367,13.589,1.267,1.044,0.667,0.378,0.078,0.089,0.0,8.533,0.444,0.233,0.056,57.692,5.444,47.725,0.478,0.0,0.389,0.0,0.033,0.167,0.189,0.022,10.3,7.922,0.0,0.0,10.611,0.089,1.344,5.222,4.044,0.489,1.044,0.667,0.378,0.078,0.089,0.0,4.778,0.289,0.111,0.033,37.193,3.122,30.096,0.1,0.0,0.389,0.0,0.033,0.167,0.189,0.022,1.178,1.1,0.0,0.0,0.097
11286.0,3296.0,290.0,1943.0,1253.0,100.0,65.0,1.0,0.0,1.0,0,0,0,814.0,0.0,0.0,0.0,4001.3721648989504,483.0,2798.5966355066485,6.0,0,4.0,0.0,1.0,1.0,2.0,1.0,886.0,865.0,0.0,0.0,477.0,130.0,330.0,118.0,29.0,20.0,1.0,0.0,1.0,0,0,0,76.0,0.0,0.0,0.0,455.36214378986955,38.0,223.91875493760472,0.0,0,4.0,0.0,1.0,1.0,2.0,1.0,12.0,11.0,0.0,0.0,0.08798543689320389,0.589502427184466,0.38015776699029125,0.03033980582524272,0.01972087378640777,0.9762979683972912,0.0,4.915690620268981,0.0,0.0,0.0,5.79419593272598,0.004914004914004914,36.622,3.222,21.589,13.922,1.111,0.722,0.011,0.0,0.011,0.0,0.0,0.0,9.044,0.0,0.0,0.0,44.46,5.367,31.096,0.067,0.0,0.044,0.0,0.011,0.011,0.022,0.011,9.844,9.611,0.0,0.0,5.3,1.444,3.667,1.311,0.322,0.222,0.011,0.0,0.011,0.0,0.0,0.0,0.844,0.0,0.0,0.0,5.06,0.422,2.488,0.0,0.0,0.044,0.0,0.011,0.011,0.022,0.011,0.133,0.122,0.0,0.0,0.064
11295.0,19.0,0.0,2.0,4.0,13.0,2.0,1.0,1.0,0.0,0,0,0,4.0,0.0,0.0,0.0,19.03235939476879,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,1.0,1.0,0.0,0,0,0,3.0,0.0,0.0,0.0,18.311249139675986,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.10526315789473684,0.21052631578947367,0.6842105263157895,0.10526315789473684,0.5,1.0,4.758089848692197,0.0,0.0,0.0,0.0,0.0,0.211,0.0,0.022,0.044,0.144,0.022,0.011,0.011,0.0,0.0,0.0,0.0,0.044,0.0,0.0,0.0,0.211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.089,0.044,0.0,0.0,0.067,0.0,0.0,0.0,0.067,0.0,0.011,0.011,0.0,0.0,0.0,0.0,0.033,0.0,0.0,0.0,0.203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.011,0.0,0.0,0.0
11298.0,2812.0,92.0,763.0,1398.0,651.0,35.0,17.0,8.0,9.0,0,2,0,626.0,21.0,4.0,0.0,3194.062631919209,347.0,2436.193216789214,12.0,1,12.0,0.0,1.0,4.0,7.0,1.0,701.0,646.0,1.0,1.0,530.0,43.0,183.0,257.0,90.0,5.0,17.0,8.0,9.0,0,2,0,177.0,5.0,2.0,0.0,934.6805505475938,90.0,590.3473505854807,3.0,1,12.0,0.0,1.0,4.0,7.0,1.0,32.0,31.0,0.0,0.0,0.032716927453769556,0.2713371266002845,0.4971550497866287,0.23150782361308678,0.012446657183499289,0.9215406562054208,0.47058823529411764,5.102336472714391,0.03354632587859425,0.006389776357827476,0.0,7.020729731381021,0.019169329073482427,31.244,1.022,8.478,15.533,7.233,0.389,0.189,0.089,0.1,0.0,0.022,0.0,6.956,0.233,0.044,0.0,35.49,3.856,27.069,0.133,0.011,0.133,0.0,0.011,0.044,0.078,0.011,7.789,7.178,0.011,0.011,5.889,0.478,2.033,2.856,1.0,0.056,0.189,0.089,0.1,0.0,0.022,0.0,1.967,0.056,0.022,0.0,10.385,1.0,6.559,0.033,0.011,0.133,0.0,0.011,0.044,0.078,0.011,0.356,0.344,0.0,0.0,0.078
11302.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11332.0,2580.0,74.0,752.0,1650.0,178.0,35.0,12.0,6.0,6.0,1,1,0,639.0,20.0,3.0,1.0,4101.392913364212,407.0,3471.6464151813116,11.0,1,16.0,0.0,2.0,9.0,5.0,1.0,690.0,660.0,0.0,0.0,622.0,49.0,197.0,365.0,60.0,14.0,12.0,6.0,6.0,1,1,0,182.0,8.0,3.0,1.0,1413.4290322284928,120.0,1171.9607534887402,3.0,1,16.0,0.0,2.0,9.0,5.0,1.0,37.0,37.0,0.0,0.0,0.02868217054263566,0.29147286821705426,0.6395348837209303,0.06899224806201551,0.013565891472868217,0.9565217391304348,0.5,6.41845526348077,0.03129890453834116,0.004694835680751174,0.001564945226917058,8.529843771944254,0.025039123630672927,28.667,0.822,8.356,18.333,1.978,0.389,0.133,0.067,0.067,0.011,0.011,0.0,7.1,0.222,0.033,0.011,45.571,4.522,38.574,0.122,0.011,0.178,0.0,0.022,0.1,0.056,0.011,7.667,7.333,0.0,0.0,6.911,0.544,2.189,4.056,0.667,0.156,0.133,0.067,0.067,0.011,0.011,0.0,2.022,0.089,0.033,0.011,15.705,1.333,13.022,0.033,0.011,0.178,0.0,0.022,0.1,0.056,0.011,0.411,0.411,0.0,0.0,0.095
11333.0,379.0,0.0,12.0,202.0,165.0,7.0,34.0,21.0,13.0,1,0,0,115.0,14.0,4.0,0.0,1448.479219406624,91.0,1350.6105585796513,11.0,0,13.0,0.0,0.0,9.0,4.0,0.0,111.0,86.0,0.0,0.0,186.0,0.0,3.0,112.0,71.0,2.0,34.0,21.0,13.0,1,0,0,87.0,12.0,4.0,0.0,1170.961545003392,72.0,1107.6393755379781,2.0,0,13.0,0.0,0.0,9.0,4.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0316622691292876,0.5329815303430079,0.43535620052770446,0.018469656992084433,0.7747747747747747,0.6176470588235294,12.595471473101078,0.12173913043478261,0.034782608695652174,0.0,14.841874270106059,0.11304347826086956,4.211,0.0,0.133,2.244,1.833,0.078,0.378,0.233,0.144,0.011,0.0,0.0,1.278,0.156,0.044,0.0,16.094,1.011,15.007,0.122,0.0,0.144,0.0,0.0,0.1,0.044,0.0,1.233,0.956,0.0,0.0,2.067,0.0,0.033,1.244,0.789,0.022,0.378,0.233,0.144,0.011,0.0,0.0,0.967,0.133,0.044,0.0,13.011,0.8,12.307,0.022,0.0,0.144,0.0,0.0,0.1,0.044,0.0,0.156,0.156,0.0,0.0,0.165
11339.0,2594.0,41.0,321.0,1049.0,1224.0,189.0,62.0,43.0,19.0,1,0,0,625.0,59.0,33.0,4.0,5684.289928307062,394.0,4786.373603355169,53.0,2,52.0,0.0,3.0,17.0,32.0,5.0,859.0,568.0,0.0,0.0,892.0,25.0,136.0,371.0,385.0,58.0,62.0,43.0,19.0,1,0,0,349.0,25.0,19.0,3.0,3250.821480112802,210.0,2623.9415408538725,18.0,2,52.0,0.0,3.0,17.0,32.0,5.0,102.0,98.0,0.0,0.0,0.015805705474171164,0.12374710871241326,0.4043947571318427,0.471858134155744,0.07286044718581342,0.6612339930151339,0.6935483870967742,9.0948638852913,0.0944,0.0528,0.0064,12.148156353693322,0.0832,28.822,0.456,3.567,11.656,13.6,2.1,0.689,0.478,0.211,0.011,0.0,0.0,6.944,0.656,0.367,0.044,63.159,4.378,53.182,0.589,0.022,0.578,0.0,0.033,0.189,0.356,0.056,9.544,6.311,0.0,0.0,9.911,0.278,1.511,4.122,4.278,0.644,0.689,0.478,0.211,0.011,0.0,0.0,3.878,0.278,0.211,0.033,36.12,2.333,29.155,0.2,0.022,0.578,0.0,0.033,0.189,0.356,0.056,1.133,1.089,0.0,0.0,0.135
11342.0,4288.0,217.0,1320.0,1904.0,1064.0,116.0,27.0,16.0,11.0,0,0,0,991.0,69.0,6.0,0.0,6689.789247201524,616.0,5455.460669785724,15.0,2,31.0,2.0,10.0,5.0,16.0,2.0,1089.0,991.0,0.0,0.0,933.0,111.0,399.0,297.0,237.0,36.0,27.0,16.0,11.0,0,0,0,301.0,22.0,5.0,0.0,2560.240772260797,196.0,1969.6791980496866,8.0,2,31.0,2.0,10.0,5.0,16.0,2.0,62.0,57.0,0.0,0.0,0.050606343283582086,0.30783582089552236,0.44402985074626866,0.24813432835820895,0.027052238805970148,0.9100091827364555,0.5925925925925926,6.750544144502042,0.06962663975782038,0.006054490413723511,0.0,8.856267321080722,0.03128153380423814,47.644,2.411,14.667,21.156,11.822,1.289,0.3,0.178,0.122,0.0,0.0,0.0,11.011,0.767,0.067,0.0,74.331,6.844,60.616,0.167,0.022,0.344,0.022,0.111,0.056,0.178,0.022,12.1,11.011,0.0,0.0,10.367,1.233,4.433,3.3,2.633,0.4,0.3,0.178,0.122,0.0,0.0,0.0,3.344,0.244,0.056,0.0,28.447,2.178,21.885,0.089,0.022,0.344,0.022,0.111,0.056,0.178,0.022,0.689,0.633,0.0,0.0,0.098
11349.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11370.0,197.0,20.0,53.0,114.0,30.0,0.0,3.0,2.0,1.0,0,0,0,41.0,1.0,0.0,0.0,240.82369514357907,27.0,208.88917615028151,1.0,0,1.0,0.0,0.0,1.0,0.0,0.0,40.0,37.0,0.0,0.0,39.0,10.0,15.0,18.0,6.0,0.0,3.0,2.0,1.0,0,0,0,12.0,1.0,0.0,0.0,115.51406888728114,10.0,102.4298915520983,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.10152284263959391,0.26903553299492383,0.5786802030456852,0.15228426395939088,0.0,0.925,0.6666666666666666,5.873748662038514,0.024390243902439025,0.0,0.0,7.73663615371413,0.024390243902439025,2.189,0.222,0.589,1.267,0.333,0.0,0.033,0.022,0.011,0.0,0.0,0.0,0.456,0.011,0.0,0.0,2.676,0.3,2.321,0.011,0.0,0.011,0.0,0.0,0.011,0.0,0.0,0.444,0.411,0.0,0.0,0.433,0.111,0.167,0.2,0.067,0.0,0.033,0.022,0.011,0.0,0.0,0.0,0.133,0.011,0.0,0.0,1.283,0.111,1.138,0.0,0.0,0.011,0.0,0.0,0.011,0.0,0.0,0.022,0.022,0.0,0.0,0.086
11386.0,3863.0,61.0,517.0,2270.0,1076.0,78.0,45.0,35.0,10.0,2,1,0,1090.0,55.0,10.0,3.0,5792.813025739478,678.0,4554.402471703134,11.0,0,21.0,0.0,2.0,12.0,7.0,1.0,1147.0,1074.0,0.0,0.0,613.0,22.0,147.0,283.0,183.0,15.0,45.0,35.0,10.0,2,1,0,286.0,14.0,6.0,1.0,1843.5126677242113,178.0,1301.0456998415332,2.0,0,21.0,0.0,2.0,12.0,7.0,1.0,60.0,59.0,0.0,0.0,0.0157908361377168,0.1338338079213047,0.5876261972560186,0.27853999482267666,0.02019156096298214,0.9363557105492589,0.7777777777777778,5.314507363063741,0.05045871559633028,0.009174311926605505,0.0027522935779816515,6.7174077753733545,0.01926605504587156,42.922,0.678,5.744,25.222,11.956,0.867,0.5,0.389,0.111,0.022,0.011,0.0,12.111,0.611,0.111,0.033,64.365,7.533,50.604,0.122,0.0,0.233,0.0,0.022,0.133,0.078,0.011,12.744,11.933,0.0,0.0,6.811,0.244,1.633,3.144,2.033,0.167,0.5,0.389,0.111,0.022,0.011,0.0,3.178,0.156,0.067,0.011,20.483,1.978,14.456,0.022,0.0,0.233,0.0,0.022,0.133,0.078,0.011,0.667,0.656,0.0,0.0,0.075
11391.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11394.0,3077.0,28.0,191.0,1458.0,1428.0,366.0,42.0,15.0,27.0,7,5,0,443.0,18.0,9.0,4.0,1998.2206747001237,228.0,1349.4543190596603,74.0,20,48.0,0.0,4.0,19.0,25.0,5.0,1371.0,693.0,0.0,1.0,1173.0,24.0,103.0,539.0,531.0,107.0,42.0,15.0,27.0,7,5,0,299.0,11.0,8.0,4.0,1464.1239827312438,161.0,937.8397031131475,35.0,20,48.0,0.0,4.0,19.0,25.0,5.0,133.0,127.0,0.0,0.0,0.009099772505687357,0.062073448163795904,0.4738381540461489,0.46408839779005523,0.1189470263243419,0.5054704595185996,0.35714285714285715,4.510656150564613,0.040632054176072234,0.020316027088036117,0.009029345372460496,5.918659294121317,0.10835214446952596,34.189,0.311,2.122,16.2,15.867,4.067,0.467,0.167,0.3,0.078,0.056,0.0,4.922,0.2,0.1,0.044,22.202,2.533,14.994,0.822,0.222,0.533,0.0,0.044,0.211,0.278,0.056,15.233,7.7,0.0,0.011,13.033,0.267,1.144,5.989,5.9,1.189,0.467,0.167,0.3,0.078,0.056,0.0,3.322,0.122,0.089,0.044,16.268,1.789,10.42,0.389,0.222,0.533,0.0,0.044,0.211,0.278,0.056,1.478,1.411,0.0,0.0,0.066
11395.0,3446.0,64.0,601.0,1701.0,1144.0,157.0,48.0,30.0,18.0,3,3,0,825.0,38.0,12.0,7.0,4911.103788691589,482.0,3760.75322922531,43.0,0,51.0,0.0,4.0,19.0,28.0,5.0,1013.0,789.0,2.0,1.0,1030.0,24.0,196.0,482.0,352.0,58.0,48.0,30.0,18.0,3,3,0,396.0,18.0,6.0,7.0,2827.2720141491463,257.0,2105.1642073294106,9.0,0,51.0,0.0,4.0,19.0,28.0,5.0,100.0,96.0,0.0,0.0,0.01857225769007545,0.17440510737086476,0.4936157864190366,0.3319791062100987,0.04556006964596634,0.7788746298124383,0.625,5.952853077201926,0.04606060606060606,0.014545454545454545,0.008484848484848486,7.802392591753755,0.06181818181818182,38.289,0.711,6.678,18.9,12.711,1.744,0.533,0.333,0.2,0.033,0.033,0.0,9.167,0.422,0.133,0.078,54.568,5.356,41.786,0.478,0.0,0.567,0.0,0.044,0.211,0.311,0.056,11.256,8.767,0.022,0.011,11.444,0.267,2.178,5.356,3.911,0.644,0.533,0.333,0.2,0.033,0.033,0.0,4.4,0.2,0.067,0.078,31.414,2.856,23.391,0.1,0.0,0.567,0.0,0.044,0.211,0.311,0.056,1.111,1.067,0.0,0.0,0.087
11396.0,2923.0,42.0,573.0,1640.0,710.0,78.0,27.0,12.0,15.0,0,0,0,668.0,27.0,10.0,3.0,4027.9773249108284,403.0,2929.1660757157147,29.0,1,31.0,0.0,5.0,11.0,15.0,2.0,825.0,679.0,1.0,0.0,922.0,19.0,194.0,497.0,231.0,29.0,27.0,12.0,15.0,0,0,0,326.0,16.0,9.0,3.0,2282.1460960009526,202.0,1601.0939068324742,9.0,1,31.0,0.0,5.0,11.0,15.0,2.0,93.0,90.0,1.0,0.0,0.014368799178925761,0.19603147451248717,0.5610673965104345,0.24290112897707836,0.02668491276086213,0.823030303030303,0.4444444444444444,6.02990617501621,0.040419161676646706,0.014970059880239521,0.004491017964071856,7.2684021729918475,0.04640718562874251,32.478,0.467,6.367,18.222,7.889,0.867,0.3,0.133,0.167,0.0,0.0,0.0,7.422,0.3,0.111,0.033,44.755,4.478,32.546,0.322,0.011,0.344,0.0,0.056,0.122,0.167,0.022,9.167,7.544,0.011,0.0,10.244,0.211,2.156,5.522,2.567,0.322,0.3,0.133,0.167,0.0,0.0,0.0,3.622,0.178,0.1,0.033,25.357,2.244,17.79,0.1,0.011,0.344,0.0,0.056,0.122,0.167,0.022,1.033,1.0,0.011,0.0,0.081
11397.0,311.0,2.0,46.0,199.0,66.0,15.0,6.0,5.0,1.0,0,0,0,86.0,1.0,0.0,0.0,428.9945290883152,46.0,281.2086995590748,5.0,0,4.0,0.0,1.0,2.0,1.0,0.0,73.0,63.0,0.0,0.0,135.0,2.0,19.0,84.0,32.0,7.0,6.0,5.0,1.0,0,0,0,55.0,0.0,0.0,0.0,272.6460307611804,27.0,171.27294325937726,2.0,0,4.0,0.0,1.0,2.0,1.0,0.0,13.0,13.0,0.0,0.0,0.006430868167202572,0.14790996784565916,0.639871382636656,0.21221864951768488,0.04823151125401929,0.863013698630137,0.8333333333333334,4.988308477771107,0.011627906976744186,0.0,0.0,6.113232599110321,0.046511627906976744,3.456,0.022,0.511,2.211,0.733,0.167,0.067,0.056,0.011,0.0,0.0,0.0,0.956,0.011,0.0,0.0,4.767,0.511,3.125,0.056,0.0,0.044,0.0,0.011,0.022,0.011,0.0,0.811,0.7,0.0,0.0,1.5,0.022,0.211,0.933,0.356,0.078,0.067,0.056,0.011,0.0,0.0,0.0,0.611,0.0,0.0,0.0,3.029,0.3,1.903,0.022,0.0,0.044,0.0,0.011,0.022,0.011,0.0,0.144,0.144,0.0,0.0,0.068
11398.0,166.0,143.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,43.0,0.0,0.0,0.0,246.41171446512408,34.0,209.44431668460584,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,36.0,0.0,0.0,14.0,10.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,6.0,0.0,0.0,0.0,68.1169655414349,5.0,61.11696554143489,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.8614457831325302,1.0,0.0,0.0,0.0,1.0,0.0,5.730504987561025,0.0,0.0,0.0,6.160126961311937,0.0,1.844,1.589,1.844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.478,0.0,0.0,0.0,2.738,0.378,2.327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.156,0.111,0.156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.067,0.0,0.0,0.0,0.757,0.056,0.679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.022,0.0,0.0,0.068
11416.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11426.0,213.0,177.0,213.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,40.0,0.0,0.0,0.0,206.69525144831198,22.0,151.87473372939616,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.0,0.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,6.0,0.0,0.0,0.0,18.29611183626484,3.0,8.41227625510307,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.8309859154929577,1.0,0.0,0.0,0.0,1.0,0.0,5.1673812862077995,0.0,0.0,0.0,6.903396987699825,0.0,2.367,1.967,2.367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.444,0.0,0.0,0.0,2.297,0.244,1.687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.444,0.444,0.0,0.0,0.133,0.133,0.133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.067,0.0,0.0,0.0,0.203,0.033,0.093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.022,0.0,0.0,0.077
