player_id,ball_recovery_total,ball_recovery_successful,ball_recovery_offensive_total,ball_recovery_offensive_successful,ball_recovery_failed,ball_recovery_defending_third,ball_recovery_middle_third,ball_recovery_attacking_third,ball_recovery_successful_defending_third,ball_recovery_successful_middle_third,ball_recovery_successful_attacking_third,pressure_on_opponent,pressure_on_opponent_defending_third,pressure_on_opponent_middle_third,pressure_on_opponent_attacking_third,counterpressing_total,counterpressing_opponent_defending_third,counterpressing_opponent_middle_third,counterpressing_attacking_third,shield_total,block_total,block_offensive,block_ball_deflection,block_during_counterpress,block_shot_on_target,clearance_total,clearance_with_head,interception,tackling,tackling_won,tackling_in_defending_third,tackling_in_middle_third,tackling_in_attacking_third,fouls_total,fouls_in_defending_third,fouls_in_middle_third,fouls_in_attacking_third,fouls_offensive,fouls_lead_to_penalty,fouls_wins_a_penalty,fouls_yellow_card,fouls_second_yellow_card,fouls_red_card,bad_behaviour_total,bad_behaviour_yellow_card,bad_behaviour_second_yellow_card,bad_behaviour_red_card,total_yellow,total_red,ball_recovery_successful_%,ball_recovery_successful_defending_third_%,ball_recovery_successful_middle_third_%,ball_recovery_successful_attacking_third_%,ball_recovery_defending_third_%,ball_recovery_middle_third_%,ball_recovery_attacking_third_%,ball_recovery_offensive_successful_%,pressure_on_opponent_defending_third_%,pressure_on_opponent_middle_third_%,pressure_on_opponent_attacking_third_%,counterpressing_opponent_defending_third_%,counterpressing_opponent_middle_third_%,counterpressing_opponent_attacking_third_%,tackling_success_%,tackling_in_defending_third_%,tackling_in_middle_third_%,tackling_in_attacking_third_%,fouls_in_defending_third_%,fouls_in_middle_third_%,fouls_in_attacking_third_%,player,ball_recovery_total_per_match,ball_recovery_successful_per_match,ball_recovery_offensive_total_per_match,ball_recovery_offensive_successful_per_match,ball_recovery_failed_per_match,ball_recovery_defending_third_per_match,ball_recovery_middle_third_per_match,ball_recovery_attacking_third_per_match,ball_recovery_successful_defending_third_per_match,ball_recovery_successful_middle_third_per_match,ball_recovery_successful_attacking_third_per_match,pressure_on_opponent_per_match,pressure_on_opponent_defending_third_per_match,pressure_on_opponent_middle_third_per_match,pressure_on_opponent_attacking_third_per_match,counterpressing_total_per_match,counterpressing_opponent_defending_third_per_match,counterpressing_opponent_middle_third_per_match,counterpressing_attacking_third_per_match,shield_total_per_match,block_total_per_match,block_offensive_per_match,block_ball_deflection_per_match,block_during_counterpress_per_match,block_shot_on_target_per_match,clearance_total_per_match,clearance_with_head_per_match,interception_per_match,tackling_per_match,tackling_won_per_match,tackling_in_defending_third_per_match,tackling_in_middle_third_per_match,tackling_in_attacking_third_per_match,fouls_total_per_match,fouls_in_defending_third_per_match,fouls_in_middle_third_per_match,fouls_in_attacking_third_per_match,fouls_offensive_per_match,fouls_lead_to_penalty_per_match,fouls_wins_a_penalty_per_match,fouls_yellow_card_per_match,fouls_second_yellow_card_per_match,fouls_red_card_per_match,bad_behaviour_total_per_match,bad_behaviour_yellow_card_per_match,bad_behaviour_second_yellow_card_per_match,bad_behaviour_red_card_per_match,total_yellow_per_match,total_red_per_match
2959.0,270.0,256.0,0,0,14,55.0,137.0,64.0,55.0,137.0,64.0,612.0,120.0,366.0,126.0,178.0,14.0,103.0,61.0,0.0,79.0,2,3,12.0,0,52.0,32.0,0.0,47.0,28.0,15.0,25.0,7.0,18.0,1.0,10.0,7.0,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9481481481481482,0.21484375,0.53515625,0.25,0.2037037037037037,0.5074074074074074,0.23703703703703705,nan,0.19607843137254902,0.5980392156862745,0.20588235294117646,0.07865168539325842,0.5786516853932584,0.34269662921348315,0.5957446808510638,0.3191489361702128,0.5319148936170213,0.14893617021276595,0.05555555555555555,0.5555555555555556,0.3888888888888889,Julien Féret,3.0,2.844,0.0,0.0,0.156,0.611,1.522,0.711,0.611,1.522,0.711,6.8,1.333,4.067,1.4,1.978,0.156,1.144,0.678,0.0,0.878,0.022,0.033,0.133,0.0,0.578,0.356,0.0,0.522,0.311,0.167,0.278,0.078,0.2,0.011,0.111,0.078,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.011,0.0,0.0,0.011,0.0
2961.0,98.0,90.0,1,1,8,32.0,47.0,11.0,32.0,47.0,11.0,316.0,112.0,174.0,30.0,109.0,16.0,68.0,25.0,0.0,23.0,0,0,4.0,0,27.0,14.0,0.0,37.0,21.0,12.0,21.0,4.0,25.0,5.0,17.0,3.0,1,1,0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,0.9183673469387755,0.35555555555555557,0.5222222222222223,0.12222222222222222,0.32653061224489793,0.47959183673469385,0.11224489795918367,1.0,0.35443037974683544,0.5506329113924051,0.0949367088607595,0.14678899082568808,0.6238532110091743,0.22935779816513763,0.5675675675675675,0.32432432432432434,0.5675675675675675,0.10810810810810811,0.2,0.68,0.12,Yann Bodiger,1.089,1.0,0.011,0.011,0.089,0.356,0.522,0.122,0.356,0.522,0.122,3.511,1.244,1.933,0.333,1.211,0.178,0.756,0.278,0.0,0.256,0.0,0.0,0.044,0.0,0.3,0.156,0.0,0.411,0.233,0.133,0.233,0.044,0.278,0.056,0.189,0.033,0.011,0.011,0.0,0.067,0.0,0.0,0.011,0.011,0.0,0.0,0.078,0.0
2963.0,180.0,180.0,0,0,0,180.0,0.0,0.0,180.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,nan,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rémy Vercoutre,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.033,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.022,0.0,0.0,0.022,0.0
2966.0,145.0,133.0,1,1,12,42.0,44.0,47.0,42.0,44.0,47.0,220.0,73.0,79.0,68.0,80.0,9.0,25.0,46.0,3.0,29.0,0,1,5.0,0,15.0,9.0,0.0,21.0,12.0,12.0,4.0,5.0,22.0,7.0,7.0,8.0,0,1,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9172413793103448,0.3157894736842105,0.3308270676691729,0.3533834586466165,0.2896551724137931,0.30344827586206896,0.32413793103448274,1.0,0.33181818181818185,0.35909090909090907,0.3090909090909091,0.1125,0.3125,0.575,0.5714285714285714,0.5714285714285714,0.19047619047619047,0.23809523809523808,0.3181818181818182,0.3181818181818182,0.36363636363636365,Stéphane Sessègnon,1.611,1.478,0.011,0.011,0.133,0.467,0.489,0.522,0.467,0.489,0.522,2.444,0.811,0.878,0.756,0.889,0.1,0.278,0.511,0.033,0.322,0.0,0.011,0.056,0.0,0.167,0.1,0.0,0.233,0.133,0.133,0.044,0.056,0.244,0.078,0.078,0.089,0.0,0.011,0.0,0.0,0.0,0.0,0.011,0.011,0.0,0.0,0.011,0.0
2967.0,6.0,6.0,0,0,0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mamadou Samassa,0.067,0.067,0.0,0.0,0.0,0.067,0.0,0.0,0.067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2968.0,9.0,7.0,0,0,2,0.0,2.0,5.0,0.0,2.0,5.0,88.0,16.0,38.0,34.0,19.0,2.0,2.0,15.0,0.0,3.0,0,0,0.0,0,3.0,3.0,0.0,4.0,1.0,1.0,1.0,2.0,9.0,1.0,3.0,5.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7777777777777778,0.0,0.2857142857142857,0.7142857142857143,0.0,0.2222222222222222,0.5555555555555556,nan,0.18181818181818182,0.4318181818181818,0.38636363636363635,0.10526315789473684,0.10526315789473684,0.7894736842105263,0.25,0.25,0.25,0.5,0.1111111111111111,0.3333333333333333,0.5555555555555556,Elias Kachunga,0.1,0.078,0.0,0.0,0.022,0.0,0.022,0.056,0.0,0.022,0.056,0.978,0.178,0.422,0.378,0.211,0.022,0.022,0.167,0.0,0.033,0.0,0.0,0.0,0.0,0.033,0.033,0.0,0.044,0.011,0.011,0.011,0.022,0.1,0.011,0.033,0.056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2969.0,33.0,28.0,0,0,5,14.0,7.0,7.0,14.0,7.0,7.0,198.0,70.0,97.0,31.0,45.0,11.0,26.0,8.0,0.0,9.0,0,1,0.0,0,10.0,5.0,0.0,22.0,14.0,14.0,6.0,2.0,15.0,5.0,8.0,2.0,0,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.8484848484848485,0.5,0.25,0.25,0.42424242424242425,0.21212121212121213,0.21212121212121213,nan,0.35353535353535354,0.4898989898989899,0.15656565656565657,0.24444444444444444,0.5777777777777777,0.17777777777777778,0.6363636363636364,0.6363636363636364,0.2727272727272727,0.09090909090909091,0.3333333333333333,0.5333333333333333,0.13333333333333333,Karim Azamoum,0.367,0.311,0.0,0.0,0.056,0.156,0.078,0.078,0.156,0.078,0.078,2.2,0.778,1.078,0.344,0.5,0.122,0.289,0.089,0.0,0.1,0.0,0.011,0.0,0.0,0.111,0.056,0.0,0.244,0.156,0.156,0.067,0.022,0.167,0.056,0.089,0.022,0.0,0.011,0.0,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.0
2970.0,6.0,6.0,0,0,0,1.0,1.0,4.0,1.0,1.0,4.0,30.0,4.0,13.0,13.0,6.0,1.0,2.0,3.0,0.0,1.0,0,0,0.0,0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,6.0,0.0,3.0,3.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.6666666666666666,nan,0.13333333333333333,0.43333333333333335,0.43333333333333335,0.16666666666666666,0.3333333333333333,0.5,0.5,0.5,0.0,0.5,0.0,0.5,0.5,Christian Kouakou Yao,0.067,0.067,0.0,0.0,0.0,0.011,0.011,0.044,0.011,0.011,0.044,0.333,0.044,0.144,0.144,0.067,0.011,0.022,0.033,0.0,0.011,0.0,0.0,0.0,0.0,0.011,0.011,0.0,0.022,0.011,0.011,0.0,0.011,0.067,0.0,0.033,0.033,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0
2971.0,42.0,39.0,0,0,3,15.0,24.0,0.0,15.0,24.0,0.0,160.0,89.0,66.0,5.0,60.0,26.0,28.0,6.0,1.0,24.0,0,0,1.0,0,47.0,27.0,0.0,37.0,23.0,27.0,8.0,2.0,13.0,4.0,8.0,1.0,2,0,0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.9285714285714286,0.38461538461538464,0.6153846153846154,0.0,0.35714285714285715,0.5714285714285714,0.0,nan,0.55625,0.4125,0.03125,0.43333333333333335,0.4666666666666667,0.1,0.6216216216216216,0.7297297297297297,0.21621621621621623,0.05405405405405406,0.3076923076923077,0.6153846153846154,0.07692307692307693,Romain Genevois,0.467,0.433,0.0,0.0,0.033,0.167,0.267,0.0,0.167,0.267,0.0,1.778,0.989,0.733,0.056,0.667,0.289,0.311,0.067,0.011,0.267,0.0,0.0,0.011,0.0,0.522,0.3,0.0,0.411,0.256,0.3,0.089,0.022,0.144,0.044,0.089,0.011,0.022,0.0,0.0,0.033,0.0,0.0,0.011,0.011,0.0,0.0,0.044,0.0
2975.0,100.0,91.0,0,0,9,46.0,29.0,16.0,46.0,29.0,16.0,255.0,127.0,105.0,23.0,61.0,11.0,33.0,17.0,4.0,49.0,0,1,1.0,0,63.0,38.0,0.0,43.0,17.0,26.0,15.0,2.0,28.0,7.0,13.0,8.0,0,0,0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,0.91,0.5054945054945055,0.31868131868131866,0.17582417582417584,0.46,0.29,0.16,nan,0.4980392156862745,0.4117647058823529,0.09019607843137255,0.18032786885245902,0.5409836065573771,0.2786885245901639,0.3953488372093023,0.6046511627906976,0.3488372093023256,0.046511627906976744,0.25,0.4642857142857143,0.2857142857142857,Mathieu Deplagne,1.111,1.011,0.0,0.0,0.1,0.511,0.322,0.178,0.511,0.322,0.178,2.833,1.411,1.167,0.256,0.678,0.122,0.367,0.189,0.044,0.544,0.0,0.011,0.011,0.0,0.7,0.422,0.0,0.478,0.189,0.289,0.167,0.022,0.311,0.078,0.144,0.089,0.0,0.0,0.0,0.056,0.0,0.0,0.011,0.011,0.0,0.0,0.067,0.0
