player,player_id,country,team,position,match_played,minutes_played,subbed_in,subbed_out,unique_positions_played,positions_played,full_match_equivalents
Marko Livaja,22041.0,Croatia,Empoli,Forward,7.0,373.0,3.0,3.0,"['Center Forward', 'Center Attacking Midfield', 'Center Defensive Midfield', 'Right Wing', 'Right Center Forward', 'Left Wing', 'Left Center Midfield', 'Left Center Forward']","['Center Attacking Midfield', 'Right Center Forward', 'Right Center Forward', 'Center Defensive Midfield', 'Left Wing', 'Right Wing', 'Right Center Forward', 'Center Attacking Midfield', 'Right Center Forward', 'Left Center Forward', 'Left Center Forward', 'Right Center Forward', 'Left Center Forward', 'Center Forward', 'Left Center Forward', 'Left Center Forward', 'Left Center Forward', 'Left Center Forward', 'Right Center Forward', 'Left Center Midfield', 'Right Center Forward', 'Right Center Forward', 'Right Center Forward', 'Left Center Forward']",4.144444444444445
Ulisses Alexandre Garcia Lopes,22043.0,Switzerland,Werder Bremen,Defender,11.0,645.0,4.0,4.0,"['Left Center Midfield', 'Left Defensive Midfield', 'Left Back', 'Left Midfield']","['Left Back', 'Left Back', 'Left Back', 'Left Defensive Midfield', 'Left Center Midfield', 'Left Midfield', 'Left Back', 'Left Center Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Left Midfield', 'Left Center Midfield', 'Left Back']",7.166666666666667
Connor Steven Randall,22058.0,England,Liverpool,Defender,3.0,183.0,1.0,1.0,"['Right Back', 'Left Back']","['Right Back', 'Right Back', 'Left Back']",2.033333333333333
Adriano Correia Claro,22102.0,Brazil,Barcelona,Defender,6.0,367.0,2.0,2.0,"['Left Center Midfield', 'Right Back', 'Left Back']","['Left Back', 'Left Back', 'Left Back', 'Right Back', 'Left Back', 'Left Center Midfield', 'Left Back', 'Left Back']",4.0777777777777775
Dennis Appiah,22111.0,France,Caen,Defender,38.0,3420.0,0.0,0.0,"['Right Wing Back', 'Right Back', 'Left Back']","['Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Wing Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Wing Back', 'Right Back', 'Right Wing Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Left Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back']",38.0
Alessandro Rossi,22115.0,Italy,Lazio,nan,0.0,0.0,0.0,0.0,[],[],0.0
Mauro Daniel Goicoechea Furia,22130.0,Uruguay,Toulouse,Goalkeeper,8.0,720.0,0.0,0.0,['Goalkeeper'],"['Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper']",8.0
Florian Escales,22217.0,France,Marseille,nan,0.0,0.0,0.0,0.0,[],[],0.0
Mamadou Obbi Oularé,22237.0,Belgium,Watford,Midfielder,0.0,0.0,0.0,0.0,"['Right Center Midfield', 'Left Midfield']","['Right Center Midfield', 'Left Midfield']",0.0
Salvador Ichazo Fernández,22271.0,Uruguay,Torino,Goalkeeper,3.0,270.0,0.0,0.0,['Goalkeeper'],"['Goalkeeper', 'Goalkeeper', 'Goalkeeper']",3.0
Duncan Watmore,22281.0,England,Sunderland,Forward,10.0,641.0,3.0,3.0,"['Center Forward', 'Center Attacking Midfield', 'Center Defensive Midfield', 'Left Wing', 'Right Wing', 'Right Center Forward', 'Right Midfield', 'Left Midfield', 'Left Center Forward', 'Left Center Midfield', 'Right Center Midfield']","['Left Center Midfield', 'Right Wing', 'Right Center Midfield', 'Right Center Forward', 'Right Center Forward', 'Right Midfield', 'Left Center Midfield', 'Right Center Midfield', 'Left Center Forward', 'Right Wing', 'Left Wing', 'Right Center Forward', 'Center Forward', 'Right Wing', 'Left Wing', 'Left Wing', 'Left Center Forward', 'Left Midfield', 'Left Wing', 'Right Wing', 'Left Midfield', 'Right Midfield', 'Right Center Forward', 'Right Wing', 'Center Attacking Midfield', 'Right Wing', 'Center Defensive Midfield', 'Right Midfield', 'Left Midfield', 'Left Midfield', 'Right Midfield', 'Left Midfield', 'Right Midfield', 'Left Midfield', 'Right Midfield']",7.122222222222222
Didier Ndong Ibrahim,22587.0,Gabon,Lorient,Midfielder,35.0,3064.0,1.0,1.0,"['Right Defensive Midfield', 'Right Back', 'Right Midfield', 'Left Midfield', 'Left Defensive Midfield', 'Left Center Midfield', 'Right Center Midfield']","['Right Defensive Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Center Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Left Center Midfield', 'Right Defensive Midfield', 'Left Center Midfield', 'Right Defensive Midfield', 'Left Center Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Right Center Midfield', 'Left Defensive Midfield', 'Left Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Right Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Right Center Midfield', 'Right Back', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Midfield', 'Right Defensive Midfield']",34.044444444444444
Matt Jarvis,22594.0,England,Norwich City,Midfielder,23.0,1214.0,10.0,10.0,"['Left Attacking Midfield', 'Left Center Back', 'Left Wing Back', 'Right Wing', 'Right Midfield', 'Right Attacking Midfield', 'Left Midfield', 'Left Wing']","['Left Wing', 'Left Midfield', 'Left Midfield', 'Right Wing', 'Left Midfield', 'Left Midfield', 'Left Attacking Midfield', 'Left Attacking Midfield', 'Left Midfield', 'Left Midfield', 'Right Attacking Midfield', 'Left Wing', 'Left Midfield', 'Right Midfield', 'Left Midfield', 'Left Midfield', 'Right Midfield', 'Left Midfield', 'Left Center Back', 'Left Wing Back', 'Right Wing', 'Right Midfield', 'Left Midfield', 'Left Wing', 'Right Wing', 'Left Midfield', 'Right Midfield', 'Right Wing']",13.488888888888889
Liam Gibson,22598.0,England,Newcastle United,nan,0.0,0.0,0.0,0.0,[],[],0.0
Rafael Cabral Barbosa,22601.0,Brazil,Napoli,nan,0.0,0.0,0.0,0.0,[],[],0.0
Kieran O''Neill Dowell,22622.0,England,Everton,Midfielder,2.0,92.0,1.0,1.0,"['Center Attacking Midfield', 'Right Wing']","['Center Attacking Midfield', 'Right Wing', 'Center Attacking Midfield']",1.0222222222222221
Jonathan Leko,22702.0,England,West Bromwich Albion,Forward,5.0,274.0,2.0,2.0,"['Center Forward', 'Right Wing', 'Right Midfield', 'Left Wing', 'Left Center Forward']","['Right Wing', 'Left Center Forward', 'Right Midfield', 'Center Forward', 'Right Midfield', 'Right Wing', 'Left Wing', 'Right Wing']",3.0444444444444443
Bruno Soriano Llido,22819.0,Spain,Villarreal,Midfielder,28.0,2520.0,0.0,0.0,"['Center Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Left Center Midfield', 'Right Center Midfield']","['Right Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Left Center Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Center Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Center Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield']",28.0
Alejandro Miguel Rodriguez,22822.0,Spain,Sampdoria,Forward,0.0,0.0,0.0,0.0,"['Center Forward', 'Center Attacking Midfield', 'Left Wing', 'Right Center Forward', 'Left Midfield', 'Left Center Forward', 'Left Center Midfield', 'Right Center Midfield']","['Center Attacking Midfield', 'Left Center Midfield', 'Right Center Forward', 'Left Midfield', 'Right Center Forward', 'Right Center Midfield', 'Left Center Forward', 'Left Wing', 'Right Center Forward', 'Right Center Forward', 'Center Forward']",0.0
Dimitry Bertaud,22823.0,France,Montpellier,nan,0.0,0.0,0.0,0.0,[],[],0.0
Sebastian Rode,22824.0,Germany,Bayern Munich,Midfielder,4.0,273.0,1.0,1.0,"['Center Attacking Midfield', 'Right Center Back', 'Center Defensive Midfield', 'Right Defensive Midfield', 'Left Center Back', 'Right Wing', 'Right Midfield', 'Left Defensive Midfield', 'Left Center Midfield', 'Right Center Midfield']","['Left Center Back', 'Right Center Midfield', 'Center Attacking Midfield', 'Right Defensive Midfield', 'Center Attacking Midfield', 'Right Center Midfield', 'Center Defensive Midfield', 'Right Center Midfield', 'Right Center Midfield', 'Right Midfield', 'Left Center Midfield', 'Center Defensive Midfield', 'Right Wing', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Right Center Midfield', 'Right Midfield', 'Center Defensive Midfield', 'Right Defensive Midfield', 'Right Center Back', 'Right Center Midfield', 'Right Center Midfield', 'Left Center Midfield']",3.033333333333333
Jan-Ingwer Callsen-Bracker,22826.0,Germany,Augsburg,Defender,8.0,720.0,0.0,0.0,"['Right Defensive Midfield', 'Left Defensive Midfield', 'Right Center Back', 'Center Attacking Midfield']","['Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Left Defensive Midfield', 'Center Attacking Midfield', 'Right Defensive Midfield']",8.0
Ricardo Kishna,22828.0,Netherlands,Lazio,Forward,11.0,647.0,4.0,4.0,"['Left Wing', 'Right Wing', 'Left Midfield']","['Left Wing', 'Left Wing', 'Left Wing', 'Right Wing', 'Right Wing', 'Left Wing', 'Left Midfield', 'Right Wing', 'Left Midfield', 'Left Wing', 'Right Wing', 'Left Wing', 'Right Wing', 'Left Wing', 'Right Wing', 'Left Wing', 'Right Wing', 'Left Wing', 'Left Wing', 'Right Wing', 'Left Wing', 'Right Wing']",7.188888888888889
Lluís López Mármol,22919.0,Spain,Espanyol,nan,0.0,0.0,0.0,0.0,[],[],0.0
Michael Zetterer,23198.0,Germany,Werder Bremen,nan,1.0,90.0,0.0,0.0,[],[],1.0
Stopilla Sunzu,23203.0,Zambia,Lille,Defender,11.0,905.0,1.0,1.0,"['Left Center Midfield', 'Center Attacking Midfield', 'Left Center Back', 'Right Center Back']","['Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Left Center Back', 'Left Center Midfield', 'Right Center Back', 'Left Center Back', 'Right Center Back', 'Right Center Back', 'Left Center Back', 'Left Center Back', 'Right Center Back', 'Center Attacking Midfield', 'Right Center Back', 'Left Center Back']",10.055555555555555
Francisco Borja Lasso de la Vega Gayán,23218.0,Spain,Sevilla,nan,0.0,0.0,0.0,0.0,[],[],0.0
William Vainqueur,23241.0,France,AS Roma,Midfielder,6.0,369.0,2.0,2.0,"['Center Forward', 'Center Attacking Midfield', 'Center Defensive Midfield', 'Right Defensive Midfield', 'Right Wing', 'Left Defensive Midfield', 'Left Center Midfield', 'Right Center Midfield']","['Right Center Midfield', 'Left Defensive Midfield', 'Center Defensive Midfield', 'Right Wing', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Center Defensive Midfield', 'Center Attacking Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Center Defensive Midfield', 'Right Defensive Midfield', 'Right Wing', 'Left Center Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Center Forward', 'Center Defensive Midfield', 'Left Center Midfield', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Center Defensive Midfield', 'Left Center Midfield']",4.1
Tim Dierßen,23242.0,Germany,Hannover 96,Midfielder,0.0,0.0,0.0,0.0,['Center Attacking Midfield'],['Center Attacking Midfield'],0.0
Ryan Fulton,23250.0,Scotland,Liverpool,nan,0.0,0.0,0.0,0.0,[],[],0.0
Christian Träsch,23266.0,Germany,Wolfsburg,Defender,31.0,2091.0,8.0,8.0,"['Right Center Back', 'Right Defensive Midfield', 'Right Back', 'Right Wing', 'Right Midfield', 'Left Defensive Midfield', 'Left Center Midfield']","['Right Back', 'Right Midfield', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Wing', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Left Center Midfield', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Defensive Midfield', 'Right Back', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Back', 'Right Defensive Midfield', 'Right Back', 'Right Center Back', 'Right Midfield', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Left Defensive Midfield']",23.233333333333334
Paul Seguin,23267.0,Germany,Wolfsburg,Midfielder,3.0,184.0,1.0,1.0,"['Center Forward', 'Center Attacking Midfield', 'Right Defensive Midfield', 'Right Back', 'Right Center Midfield']","['Right Center Midfield', 'Right Defensive Midfield', 'Right Back', 'Center Forward', 'Center Attacking Midfield', 'Right Center Midfield']",2.0444444444444443
Alexander Meier,23268.0,Germany,Eintracht Frankfurt,Midfielder,20.0,1710.0,1.0,1.0,"['Center Forward', 'Center Attacking Midfield', 'Right Center Forward', 'Left Center Midfield', 'Left Center Forward']","['Left Center Midfield', 'Right Center Forward', 'Left Center Forward', 'Center Forward', 'Center Attacking Midfield', 'Center Forward', 'Left Center Forward', 'Center Forward', 'Center Forward', 'Left Center Forward', 'Center Forward', 'Left Center Forward', 'Center Attacking Midfield', 'Left Center Forward', 'Center Attacking Midfield', 'Center Forward', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Right Center Forward', 'Center Attacking Midfield', 'Left Center Forward', 'Center Attacking Midfield', 'Center Attacking Midfield']",19.0
Felix Wiedwald,23269.0,Germany,Werder Bremen,Goalkeeper,34.0,3060.0,0.0,0.0,['Goalkeeper'],"['Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper']",34.0
Yohan Mollo,23315.0,France,Saint-Étienne,Midfielder,0.0,0.0,0.0,0.0,['Left Midfield'],['Left Midfield'],0.0
Nicolas Sebastian Frey,23324.0,France,Chievo,Defender,19.0,1537.0,2.0,2.0,"['Right Center Back', 'Left Center Back', 'Right Back', 'Left Midfield', 'Left Back', 'Right Center Midfield']","['Left Midfield', 'Left Back', 'Right Back', 'Left Back', 'Right Back', 'Right Center Back', 'Right Center Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Center Midfield', 'Right Back', 'Right Back', 'Right Back', 'Left Center Back', 'Right Back', 'Left Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Center Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back']",17.07777777777778
Abdelhamid El Kaoutari,23329.0,Morocco,Stade de Reims,Defender,14.0,1260.0,0.0,0.0,"['Center Forward', 'Left Back', 'Left Center Back']","['Left Center Back', 'Left Center Back', 'Left Back', 'Left Center Back', 'Left Back', 'Left Center Back', 'Left Center Back', 'Center Forward', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back']",14.0
Alexander Milosevic,23341.0,Sweden,Hannover 96,Defender,12.0,906.0,2.0,2.0,"['Left Center Back', 'Right Center Back']","['Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Left Center Back', 'Left Center Back', 'Right Center Back']",10.066666666666666
Paolo Sammarco,23349.0,Italy,Frosinone,Midfielder,27.0,2251.0,2.0,2.0,"['Center Attacking Midfield', 'Center Defensive Midfield', 'Right Defensive Midfield', 'Right Back', 'Left Midfield', 'Left Defensive Midfield', 'Left Center Midfield', 'Right Center Midfield']","['Left Defensive Midfield', 'Left Defensive Midfield', 'Left Center Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Center Defensive Midfield', 'Right Center Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Center Midfield', 'Right Defensive Midfield', 'Center Attacking Midfield', 'Center Defensive Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Right Center Midfield', 'Left Center Midfield', 'Center Attacking Midfield', 'Center Attacking Midfield', 'Right Center Midfield', 'Left Center Midfield', 'Right Center Midfield', 'Left Center Midfield', 'Right Defensive Midfield', 'Right Center Midfield', 'Left Center Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Left Center Midfield', 'Left Defensive Midfield', 'Left Center Midfield', 'Left Defensive Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Right Center Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Right Back', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Center Defensive Midfield', 'Right Defensive Midfield', 'Left Center Midfield', 'Center Defensive Midfield', 'Right Center Midfield', 'Center Defensive Midfield', 'Right Defensive Midfield', 'Left Midfield', 'Right Center Midfield', 'Left Defensive Midfield']",25.011111111111113
