player,ball_recovery_total,ball_recovery_successful,ball_recovery_offensive_total,ball_recovery_offensive_successful,ball_recovery_failed,pressure_on_opponent,pressure_on_opponent_defending_third,pressure_on_opponent_middle_third,pressure_on_opponent_attacking_third,counterpressing_total,counterpressing_opponent_defending_third,counterpressing_opponent_middle_third,counterpressing_attacking_third,shield_total,block_total,block_offensive,block_ball_deflection,block_counterpress,block_during_counterpress,block_shot_on_target,clearance_total,clearance_with_head,interception,tackling,tackling_won,tackling_in_defending_third,tackling_in_middle_third,tackling_in_attacking_third,fouls_total,fouls_in_defending_third,fouls_in_middle_third,fouls_in_attacking_third,fouls_offensive,fouls_lead_to_penalty,fouls_wins_a_penalty,fouls_yellow_card,fouls_second_yellow_card,fouls_red_card,bad_behaviour_total,bad_behaviour_yellow_card,bad_behaviour_second_yellow_card,bad_behaviour_red_card,total_yellow,total_red,ball_recovery_successful_%,pressure_on_opponent_defending_third_%,pressure_on_opponent_middle_third_%,pressure_on_opponent_attacking_third_%,counterpressing_opponent_defending_third_%,counterpressing_opponent_middle_third_%,counterpressing_opponent_attacking_third_%,tackling_success_%,tackling_in_defending_third_%,tackling_in_middle_third_%,tackling_in_attacking_third_%,fouls_in_defending_third_%,fouls_in_middle_third_%,fouls_in_attacking_third_%,ball_recovery_total_per_match,ball_recovery_successful_per_match,ball_recovery_offensive_total_per_match,ball_recovery_offensive_successful_per_match,ball_recovery_failed_per_match,pressure_on_opponent_per_match,pressure_on_opponent_defending_third_per_match,pressure_on_opponent_middle_third_per_match,pressure_on_opponent_attacking_third_per_match,counterpressing_total_per_match,counterpressing_opponent_defending_third_per_match,counterpressing_opponent_middle_third_per_match,counterpressing_attacking_third_per_match,shield_total_per_match,block_total_per_match,block_offensive_per_match,block_ball_deflection_per_match,block_counterpress_per_match,block_during_counterpress_per_match,block_shot_on_target_per_match,clearance_total_per_match,clearance_with_head_per_match,interception_per_match,tackling_per_match,tackling_won_per_match,tackling_in_defending_third_per_match,tackling_in_middle_third_per_match,tackling_in_attacking_third_per_match,fouls_total_per_match,fouls_in_defending_third_per_match,fouls_in_middle_third_per_match,fouls_in_attacking_third_per_match,fouls_offensive_per_match,fouls_lead_to_penalty_per_match,fouls_wins_a_penalty_per_match,fouls_yellow_card_per_match,fouls_second_yellow_card_per_match,fouls_red_card_per_match,bad_behaviour_total_per_match,bad_behaviour_yellow_card_per_match,bad_behaviour_second_yellow_card_per_match,bad_behaviour_red_card_per_match,total_yellow_per_match,total_red_per_match
Esteban Félix Granero Molina,45.0,38.0,0,0,7,249.0,97.0,130.0,22.0,71.0,16.0,40.0,15.0,0.0,22.0,0,0,0,22.0,0,12.0,8.0,0.0,38.0,22.0,17.0,19.0,2.0,24.0,4.0,16.0,4.0,0,0,0,5.0,0.0,1.0,2.0,2.0,0.0,0.0,7.0,1.0,0.8444444444444444,0.3895582329317269,0.5220883534136547,0.08835341365461848,0.22535211267605634,0.5633802816901409,0.2112676056338028,0.5789473684210527,0.4473684210526316,0.5,0.05263157894736842,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.5,0.422,0.0,0.0,0.078,2.767,1.078,1.444,0.244,0.789,0.178,0.444,0.167,0.0,0.244,0.0,0.0,0.0,0.244,0.0,0.133,0.089,0.0,0.422,0.244,0.189,0.211,0.022,0.267,0.044,0.178,0.044,0.0,0.0,0.0,0.056,0.0,0.011,0.022,0.022,0.0,0.0,0.078,0.011
Fabián Ariel Orellana Valenzuela,210.0,194.0,0,0,16,374.0,77.0,193.0,104.0,139.0,5.0,68.0,66.0,0.0,39.0,0,0,0,39.0,0,43.0,24.0,0.0,33.0,21.0,13.0,16.0,4.0,32.0,4.0,7.0,21.0,5,0,0,1.0,1.0,0.0,9.0,9.0,0.0,0.0,10.0,0.0,0.9238095238095239,0.20588235294117646,0.516042780748663,0.27807486631016043,0.03597122302158273,0.4892086330935252,0.4748201438848921,0.6363636363636364,0.3939393939393939,0.48484848484848486,0.12121212121212122,0.125,0.21875,0.65625,2.333,2.156,0.0,0.0,0.178,4.156,0.856,2.144,1.156,1.544,0.056,0.756,0.733,0.0,0.433,0.0,0.0,0.0,0.433,0.0,0.478,0.267,0.0,0.367,0.233,0.144,0.178,0.044,0.356,0.044,0.078,0.233,0.056,0.0,0.0,0.011,0.011,0.0,0.1,0.1,0.0,0.0,0.111,0.0
Fabián Ruiz Peña,29.0,29.0,1,1,0,107.0,24.0,62.0,21.0,44.0,1.0,30.0,13.0,0.0,10.0,1,0,0,10.0,0,3.0,1.0,0.0,9.0,3.0,2.0,7.0,0.0,9.0,2.0,3.0,4.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.22429906542056074,0.5794392523364486,0.19626168224299065,0.022727272727272728,0.6818181818181818,0.29545454545454547,0.3333333333333333,0.2222222222222222,0.7777777777777778,0.0,0.2222222222222222,0.3333333333333333,0.4444444444444444,0.322,0.322,0.011,0.011,0.0,1.189,0.267,0.689,0.233,0.489,0.011,0.333,0.144,0.0,0.111,0.011,0.0,0.0,0.111,0.0,0.033,0.011,0.0,0.1,0.033,0.022,0.078,0.0,0.1,0.022,0.033,0.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fabricio Martín Agosto Ramírez,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fayçal Fajr,151.0,144.0,0,0,7,531.0,117.0,314.0,100.0,182.0,12.0,108.0,62.0,0.0,52.0,1,2,2,52.0,0,20.0,11.0,0.0,57.0,28.0,22.0,26.0,9.0,34.0,4.0,21.0,9.0,1,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.9536423841059603,0.22033898305084745,0.591337099811676,0.18832391713747645,0.06593406593406594,0.5934065934065934,0.34065934065934067,0.49122807017543857,0.38596491228070173,0.45614035087719296,0.15789473684210525,0.11764705882352941,0.6176470588235294,0.2647058823529412,1.678,1.6,0.0,0.0,0.078,5.9,1.3,3.489,1.111,2.022,0.133,1.2,0.689,0.0,0.578,0.011,0.022,0.022,0.578,0.0,0.222,0.122,0.0,0.633,0.311,0.244,0.289,0.1,0.378,0.044,0.233,0.1,0.011,0.0,0.0,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.033,0.0
Federico Julián Fazio,6.0,6.0,0,0,0,21.0,14.0,7.0,0.0,7.0,7.0,0.0,0.0,0.0,8.0,0,1,1,8.0,0,16.0,6.0,0.0,5.0,3.0,3.0,2.0,0.0,5.0,1.0,2.0,2.0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.6666666666666666,0.3333333333333333,0.0,1.0,0.0,0.0,0.6,0.6,0.4,0.0,0.2,0.4,0.4,0.067,0.067,0.0,0.0,0.0,0.233,0.156,0.078,0.0,0.078,0.078,0.0,0.0,0.0,0.089,0.0,0.011,0.011,0.089,0.0,0.178,0.067,0.0,0.056,0.033,0.033,0.022,0.0,0.056,0.011,0.022,0.022,0.0,0.0,0.0,0.011,0.011,0.0,0.0,0.0,0.0,0.0,0.011,0.0
Federico Nicolás Cartabia,96.0,87.0,0,0,9,374.0,108.0,177.0,89.0,97.0,5.0,32.0,60.0,0.0,44.0,1,0,0,44.0,0,9.0,2.0,0.0,47.0,25.0,25.0,15.0,7.0,22.0,5.0,11.0,6.0,0,0,0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.90625,0.2887700534759358,0.4732620320855615,0.23796791443850268,0.05154639175257732,0.32989690721649484,0.6185567010309279,0.5319148936170213,0.5319148936170213,0.3191489361702128,0.14893617021276595,0.22727272727272727,0.5,0.2727272727272727,1.067,0.967,0.0,0.0,0.1,4.156,1.2,1.967,0.989,1.078,0.056,0.356,0.667,0.0,0.489,0.011,0.0,0.0,0.489,0.0,0.1,0.022,0.0,0.522,0.278,0.278,0.167,0.078,0.244,0.056,0.122,0.067,0.0,0.0,0.0,0.022,0.0,0.0,0.011,0.011,0.0,0.0,0.033,0.0
Federico Ricca Rostagnol,36.0,33.0,0,0,3,92.0,46.0,40.0,6.0,35.0,4.0,19.0,12.0,0.0,21.0,1,0,0,21.0,0,24.0,16.0,0.0,23.0,11.0,16.0,5.0,2.0,11.0,2.0,8.0,1.0,1,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.9166666666666666,0.5,0.43478260869565216,0.06521739130434782,0.11428571428571428,0.5428571428571428,0.34285714285714286,0.4782608695652174,0.6956521739130435,0.21739130434782608,0.08695652173913043,0.18181818181818182,0.7272727272727273,0.09090909090909091,0.4,0.367,0.0,0.0,0.033,1.022,0.511,0.444,0.067,0.389,0.044,0.211,0.133,0.0,0.233,0.011,0.0,0.0,0.233,0.0,0.267,0.178,0.0,0.256,0.122,0.178,0.056,0.022,0.122,0.022,0.089,0.011,0.011,0.0,0.0,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.033,0.0
Felipe Salvador Caicedo Corozo,45.0,43.0,1,1,2,315.0,16.0,164.0,135.0,113.0,2.0,56.0,55.0,0.0,30.0,4,0,0,30.0,0,14.0,12.0,0.0,19.0,16.0,2.0,13.0,4.0,55.0,1.0,35.0,19.0,4,0,0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,6.0,0.0,0.9555555555555556,0.050793650793650794,0.5206349206349207,0.42857142857142855,0.017699115044247787,0.49557522123893805,0.48672566371681414,0.8421052631578947,0.10526315789473684,0.6842105263157895,0.21052631578947367,0.01818181818181818,0.6363636363636364,0.34545454545454546,0.5,0.478,0.011,0.011,0.022,3.5,0.178,1.822,1.5,1.256,0.022,0.622,0.611,0.0,0.333,0.044,0.0,0.0,0.333,0.0,0.156,0.133,0.0,0.211,0.178,0.022,0.144,0.044,0.611,0.011,0.389,0.211,0.044,0.0,0.0,0.044,0.0,0.0,0.022,0.022,0.0,0.0,0.067,0.0
Fernando Damián Tissone,68.0,61.0,0,0,7,162.0,72.0,64.0,26.0,65.0,10.0,34.0,21.0,1.0,13.0,0,0,0,13.0,0,18.0,9.0,0.0,22.0,12.0,12.0,6.0,4.0,35.0,5.0,21.0,9.0,1,0,0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.8970588235294118,0.4444444444444444,0.3950617283950617,0.16049382716049382,0.15384615384615385,0.5230769230769231,0.3230769230769231,0.5454545454545454,0.5454545454545454,0.2727272727272727,0.18181818181818182,0.14285714285714285,0.6,0.2571428571428571,0.756,0.678,0.0,0.0,0.078,1.8,0.8,0.711,0.289,0.722,0.111,0.378,0.233,0.011,0.144,0.0,0.0,0.0,0.144,0.0,0.2,0.1,0.0,0.244,0.133,0.133,0.067,0.044,0.389,0.056,0.233,0.1,0.011,0.0,0.0,0.044,0.022,0.0,0.0,0.0,0.0,0.0,0.044,0.0
Fernando José Torres Sanz,67.0,58.0,1,1,9,292.0,32.0,140.0,120.0,69.0,2.0,27.0,40.0,0.0,27.0,2,0,0,27.0,0,16.0,8.0,0.0,18.0,10.0,1.0,9.0,8.0,32.0,0.0,22.0,10.0,1,0,0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.8656716417910447,0.1095890410958904,0.4794520547945205,0.410958904109589,0.028985507246376812,0.391304347826087,0.5797101449275363,0.5555555555555556,0.05555555555555555,0.5,0.4444444444444444,0.0,0.6875,0.3125,0.744,0.644,0.011,0.011,0.1,3.244,0.356,1.556,1.333,0.767,0.022,0.3,0.444,0.0,0.3,0.022,0.0,0.0,0.3,0.0,0.178,0.089,0.0,0.2,0.111,0.011,0.1,0.089,0.356,0.0,0.244,0.111,0.011,0.0,0.0,0.022,0.0,0.0,0.011,0.011,0.0,0.0,0.033,0.0
Fernando Llorente Torres,28.0,26.0,0,0,2,204.0,25.0,104.0,75.0,62.0,2.0,22.0,38.0,0.0,13.0,0,0,0,13.0,0,12.0,10.0,0.0,12.0,8.0,4.0,3.0,5.0,38.0,0.0,17.0,21.0,5,0,0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.9285714285714286,0.12254901960784313,0.5098039215686274,0.36764705882352944,0.03225806451612903,0.3548387096774194,0.6129032258064516,0.6666666666666666,0.3333333333333333,0.25,0.4166666666666667,0.0,0.4473684210526316,0.5526315789473685,0.311,0.289,0.0,0.0,0.022,2.267,0.278,1.156,0.833,0.689,0.022,0.244,0.422,0.0,0.144,0.0,0.0,0.0,0.144,0.0,0.133,0.111,0.0,0.133,0.089,0.044,0.033,0.056,0.422,0.0,0.189,0.233,0.056,0.0,0.0,0.033,0.0,0.0,0.011,0.011,0.0,0.0,0.044,0.0
Fernando Navarro i Corbacho,125.0,114.0,0,0,11,391.0,203.0,153.0,35.0,121.0,32.0,60.0,29.0,7.0,87.0,0,0,0,87.0,0,69.0,45.0,0.0,98.0,48.0,61.0,32.0,5.0,42.0,7.0,31.0,4.0,1,2,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.912,0.5191815856777494,0.391304347826087,0.08951406649616368,0.2644628099173554,0.49586776859504134,0.2396694214876033,0.4897959183673469,0.6224489795918368,0.32653061224489793,0.05102040816326531,0.16666666666666666,0.7380952380952381,0.09523809523809523,1.389,1.267,0.0,0.0,0.122,4.344,2.256,1.7,0.389,1.344,0.356,0.667,0.322,0.078,0.967,0.0,0.0,0.0,0.967,0.0,0.767,0.5,0.0,1.089,0.533,0.678,0.356,0.056,0.467,0.078,0.344,0.044,0.011,0.022,0.0,0.056,0.0,0.0,0.0,0.0,0.0,0.0,0.056,0.0
Filipe Luís Kasmirski,166.0,157.0,0,0,9,501.0,228.0,197.0,76.0,201.0,38.0,99.0,64.0,3.0,65.0,1,1,1,65.0,0,55.0,40.0,0.0,123.0,79.0,58.0,50.0,15.0,37.0,10.0,20.0,7.0,1,0,0,10.0,0.0,1.0,1.0,1.0,0.0,0.0,11.0,1.0,0.9457831325301205,0.4550898203592814,0.3932135728542914,0.15169660678642716,0.1890547263681592,0.4925373134328358,0.31840796019900497,0.6422764227642277,0.4715447154471545,0.4065040650406504,0.12195121951219512,0.2702702702702703,0.5405405405405406,0.1891891891891892,1.844,1.744,0.0,0.0,0.1,5.567,2.533,2.189,0.844,2.233,0.422,1.1,0.711,0.033,0.722,0.011,0.011,0.011,0.722,0.0,0.611,0.444,0.0,1.367,0.878,0.644,0.556,0.167,0.411,0.111,0.222,0.078,0.011,0.0,0.0,0.111,0.0,0.011,0.011,0.011,0.0,0.0,0.122,0.011
Foued Kadir,36.0,35.0,0,0,1,91.0,20.0,49.0,22.0,37.0,3.0,22.0,12.0,1.0,17.0,0,0,0,17.0,0,6.0,4.0,0.0,9.0,7.0,4.0,3.0,2.0,7.0,1.0,4.0,2.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9722222222222222,0.21978021978021978,0.5384615384615384,0.24175824175824176,0.08108108108108109,0.5945945945945946,0.32432432432432434,0.7777777777777778,0.4444444444444444,0.3333333333333333,0.2222222222222222,0.14285714285714285,0.5714285714285714,0.2857142857142857,0.4,0.389,0.0,0.0,0.011,1.011,0.222,0.544,0.244,0.411,0.033,0.244,0.133,0.011,0.189,0.0,0.0,0.0,0.189,0.0,0.067,0.044,0.0,0.1,0.078,0.044,0.033,0.022,0.078,0.011,0.044,0.022,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0
Francesco Bardi,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Francisco Alcácer García,48.0,43.0,0,0,5,389.0,22.0,140.0,227.0,125.0,4.0,33.0,88.0,1.0,25.0,0,1,1,25.0,0,18.0,8.0,0.0,17.0,13.0,4.0,7.0,6.0,20.0,1.0,11.0,8.0,1,0,0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.8958333333333334,0.056555269922879174,0.35989717223650386,0.583547557840617,0.032,0.264,0.704,0.7647058823529411,0.23529411764705882,0.4117647058823529,0.35294117647058826,0.05,0.55,0.4,0.533,0.478,0.0,0.0,0.056,4.322,0.244,1.556,2.522,1.389,0.044,0.367,0.978,0.011,0.278,0.0,0.011,0.011,0.278,0.0,0.2,0.089,0.0,0.189,0.144,0.044,0.078,0.067,0.222,0.011,0.122,0.089,0.011,0.0,0.0,0.011,0.0,0.0,0.011,0.011,0.0,0.0,0.022,0.0
Francisco Borja Lasso de la Vega Gayán,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Francisco Carlos González Cabrera,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Francisco Casilla Cortés,14.0,14.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.156,0.156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Francisco Guillermo Ochoa Magaña,54.0,53.0,0,0,1,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0,0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9814814814814815,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.589,0.0,0.0,0.011,0.022,0.022,0.0,0.0,0.022,0.022,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Francisco Javier García Noblejas Hernanz,4.0,3.0,0,0,1,17.0,9.0,4.0,4.0,8.0,0.0,3.0,5.0,0.0,3.0,0,0,0,3.0,0,3.0,0.0,0.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.75,0.5294117647058824,0.23529411764705882,0.23529411764705882,0.0,0.375,0.625,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.044,0.033,0.0,0.0,0.011,0.189,0.1,0.044,0.044,0.089,0.0,0.033,0.056,0.0,0.033,0.0,0.0,0.0,0.033,0.0,0.033,0.0,0.0,0.033,0.022,0.011,0.011,0.011,0.033,0.011,0.022,0.0,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0
Francisco José Molinero Calderón,44.0,41.0,0,0,3,170.0,80.0,65.0,25.0,69.0,11.0,35.0,23.0,3.0,26.0,0,0,0,26.0,0,55.0,27.0,0.0,34.0,20.0,14.0,17.0,3.0,28.0,14.0,11.0,3.0,0,0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.9318181818181818,0.47058823529411764,0.38235294117647056,0.14705882352941177,0.15942028985507245,0.5072463768115942,0.3333333333333333,0.5882352941176471,0.4117647058823529,0.5,0.08823529411764706,0.5,0.39285714285714285,0.10714285714285714,0.489,0.456,0.0,0.0,0.033,1.889,0.889,0.722,0.278,0.767,0.122,0.389,0.256,0.033,0.289,0.0,0.0,0.0,0.289,0.0,0.611,0.3,0.0,0.378,0.222,0.156,0.189,0.033,0.311,0.156,0.122,0.033,0.0,0.0,0.0,0.056,0.0,0.0,0.0,0.0,0.0,0.0,0.056,0.0
Francisco José Perdomo Borges,24.0,20.0,0,0,4,75.0,21.0,32.0,22.0,25.0,3.0,10.0,12.0,1.0,6.0,0,0,0,6.0,0,5.0,3.0,0.0,5.0,3.0,3.0,2.0,0.0,4.0,0.0,1.0,3.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.28,0.4266666666666667,0.29333333333333333,0.12,0.4,0.48,0.6,0.6,0.4,0.0,0.0,0.25,0.75,0.267,0.222,0.0,0.0,0.044,0.833,0.233,0.356,0.244,0.278,0.033,0.111,0.133,0.011,0.067,0.0,0.0,0.0,0.067,0.0,0.056,0.033,0.0,0.056,0.033,0.033,0.022,0.0,0.044,0.0,0.011,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Francisco José Sánchez Rodríguez,22.0,20.0,0,0,2,60.0,11.0,27.0,22.0,19.0,1.0,7.0,11.0,0.0,5.0,1,0,0,5.0,0,2.0,1.0,0.0,4.0,2.0,2.0,0.0,2.0,9.0,2.0,2.0,5.0,0,0,0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.9090909090909091,0.18333333333333332,0.45,0.36666666666666664,0.05263157894736842,0.3684210526315789,0.5789473684210527,0.5,0.5,0.0,0.5,0.2222222222222222,0.2222222222222222,0.5555555555555556,0.244,0.222,0.0,0.0,0.022,0.667,0.122,0.3,0.244,0.211,0.011,0.078,0.122,0.0,0.056,0.011,0.0,0.0,0.056,0.0,0.022,0.011,0.0,0.044,0.022,0.022,0.0,0.022,0.1,0.022,0.022,0.056,0.0,0.0,0.0,0.022,0.0,0.0,0.011,0.011,0.0,0.0,0.033,0.0
Francisco José Villalba Rodrigo,1.0,1.0,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.011,0.011,0.0,0.0,0.0,0.011,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.0,0.011,0.011,0.011,0.0,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0
Francisco Manuel Rico Castro,73.0,68.0,0,0,5,283.0,66.0,157.0,60.0,105.0,10.0,64.0,31.0,0.0,32.0,2,0,0,32.0,0,22.0,12.0,0.0,32.0,23.0,13.0,14.0,5.0,47.0,6.0,26.0,15.0,1,0,0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,0.9315068493150684,0.2332155477031802,0.5547703180212014,0.21201413427561838,0.09523809523809523,0.6095238095238096,0.29523809523809524,0.71875,0.40625,0.4375,0.15625,0.1276595744680851,0.5531914893617021,0.3191489361702128,0.811,0.756,0.0,0.0,0.056,3.144,0.733,1.744,0.667,1.167,0.111,0.711,0.344,0.0,0.356,0.022,0.0,0.0,0.356,0.0,0.244,0.133,0.0,0.356,0.256,0.144,0.156,0.056,0.522,0.067,0.289,0.167,0.011,0.0,0.0,0.056,0.0,0.0,0.011,0.011,0.0,0.0,0.067,0.0
Francisco Medina Luna,42.0,41.0,0,0,1,113.0,24.0,55.0,34.0,42.0,3.0,21.0,18.0,0.0,18.0,1,0,0,18.0,0,1.0,1.0,0.0,12.0,10.0,5.0,7.0,0.0,20.0,1.0,15.0,4.0,2,0,0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.9761904761904762,0.21238938053097345,0.48672566371681414,0.3008849557522124,0.07142857142857142,0.5,0.42857142857142855,0.8333333333333334,0.4166666666666667,0.5833333333333334,0.0,0.05,0.75,0.2,0.467,0.456,0.0,0.0,0.011,1.256,0.267,0.611,0.378,0.467,0.033,0.233,0.2,0.0,0.2,0.011,0.0,0.0,0.2,0.0,0.011,0.011,0.0,0.133,0.111,0.056,0.078,0.0,0.222,0.011,0.167,0.044,0.022,0.0,0.0,0.033,0.0,0.0,0.011,0.011,0.0,0.0,0.044,0.0
