Model,Accuracy (mean),Accuracy (std),Precision_macro (mean),Precision_macro (std),Recall_macro (mean),Recall_macro (std),F1_macro (mean),F1_macro (std)
"{'clf': LGBMClassifier(class_weight='balanced', max_depth=16, n_estimators=1000,
               n_jobs=-1, num_class=4, num_leaves=127, objective='multiclass',
               random_state=42, reg_alpha=1.0), 'clf__class_weight': None, 'clf__learning_rate': 0.01, 'clf__max_depth': 8, 'clf__n_estimators': 1000, 'clf__num_leaves': 127, 'clf__reg_alpha': 1.0}",0.9053727636999831,0.013702581318007537,0.9184771983521338,0.014671238029479112,0.9169764547221437,0.010907653439039426,0.9169235883963083,0.012058609779632008
"{'clf': LGBMClassifier(class_weight='balanced', max_depth=16, n_estimators=1000,
               n_jobs=-1, num_class=4, num_leaves=127, objective='multiclass',
               random_state=42, reg_alpha=1.0), 'clf__class_weight': 'balanced', 'clf__learning_rate': 0.05, 'clf__max_depth': 8, 'clf__n_estimators': 1000, 'clf__num_leaves': 63, 'clf__reg_alpha': 0.0}",0.9053727636999831,0.015631616218002856,0.9169460038255167,0.014077554598418824,0.9176779206610604,0.014349239172495256,0.9168674536095949,0.014052176440986018
"{'clf': LGBMClassifier(class_weight='balanced', max_depth=16, n_estimators=1000,
               n_jobs=-1, num_class=4, num_leaves=127, objective='multiclass',
               random_state=42, reg_alpha=1.0), 'clf__class_weight': None, 'clf__learning_rate': 0.01, 'clf__max_depth': 8, 'clf__n_estimators': 1000, 'clf__num_leaves': 63, 'clf__reg_alpha': 1.0}",0.9053727636999831,0.013702581318007537,0.9184771983521338,0.014671238029479112,0.9169764547221437,0.010907653439039426,0.9169235883963083,0.012058609779632008
"{'clf': LGBMClassifier(class_weight='balanced', max_depth=16, n_estimators=1000,
               n_jobs=-1, num_class=4, num_leaves=127, objective='multiclass',
               random_state=42, reg_alpha=1.0), 'clf__class_weight': 'balanced', 'clf__learning_rate': 0.1, 'clf__max_depth': 8, 'clf__n_estimators': 1000, 'clf__num_leaves': 63, 'clf__reg_alpha': 0.1}",0.9053727636999829,0.013283199788249291,0.9177883194447677,0.012953995850646969,0.917725269145909,0.011815207405621997,0.9172314978708782,0.011855438290890134
"{'clf': LGBMClassifier(class_weight='balanced', max_depth=16, n_estimators=1000,
               n_jobs=-1, num_class=4, num_leaves=127, objective='multiclass',
               random_state=42, reg_alpha=1.0), 'clf__class_weight': None, 'clf__learning_rate': 0.1, 'clf__max_depth': -1, 'clf__n_estimators': 1000, 'clf__num_leaves': 127, 'clf__reg_alpha': 0.0}",0.9053727636999829,0.018757988648214426,0.9175601946621587,0.017678810113960643,0.9165991388502837,0.01662369603433845,0.9166455665942562,0.017010554975042808
"{'clf': LGBMClassifier(class_weight='balanced', max_depth=16, n_estimators=1000,
               n_jobs=-1, num_class=4, num_leaves=127, objective='multiclass',
               random_state=42, reg_alpha=1.0), 'clf__class_weight': None, 'clf__learning_rate': 0.1, 'clf__max_depth': -1, 'clf__n_estimators': 300, 'clf__num_leaves': 127, 'clf__reg_alpha': 0.0}",0.9053727636999829,0.017018130867847623,0.9177783905827808,0.016289121860967027,0.9166140517588974,0.014754130391939676,0.9167634664157438,0.015375456500256386
"{'clf': LGBMClassifier(class_weight='balanced', max_depth=16, n_estimators=1000,
               n_jobs=-1, num_class=4, num_leaves=127, objective='multiclass',
               random_state=42, reg_alpha=1.0), 'clf__class_weight': 'balanced', 'clf__learning_rate': 0.1, 'clf__max_depth': 8, 'clf__n_estimators': 500, 'clf__num_leaves': 63, 'clf__reg_alpha': 0.1}",0.9053727636999829,0.013283199788249291,0.9177883194447677,0.012953995850646969,0.917725269145909,0.011815207405621997,0.9172314978708782,0.011855438290890134
"{'clf': LGBMClassifier(class_weight='balanced', max_depth=16, n_estimators=1000,
               n_jobs=-1, num_class=4, num_leaves=127, objective='multiclass',
               random_state=42, reg_alpha=1.0), 'clf__class_weight': 'balanced', 'clf__learning_rate': 0.1, 'clf__max_depth': 8, 'clf__n_estimators': 300, 'clf__num_leaves': 127, 'clf__reg_alpha': 0.1}",0.9053727636999829,0.013283199788249291,0.9177883194447677,0.012953995850646969,0.917725269145909,0.011815207405621997,0.9172314978708782,0.011855438290890134
"{'clf': LGBMClassifier(class_weight='balanced', max_depth=16, n_estimators=1000,
               n_jobs=-1, num_class=4, num_leaves=127, objective='multiclass',
               random_state=42, reg_alpha=1.0), 'clf__class_weight': 'balanced', 'clf__learning_rate': 0.01, 'clf__max_depth': 12, 'clf__n_estimators': 500, 'clf__num_leaves': 31, 'clf__reg_alpha': 0.0}",0.9053727636999829,0.014698778186698732,0.9161669777164493,0.014093248818281428,0.9184585439332201,0.012921177432279263,0.9168758728240652,0.013263488195269083
"{'clf': LGBMClassifier(class_weight='balanced', max_depth=16, n_estimators=1000,
               n_jobs=-1, num_class=4, num_leaves=127, objective='multiclass',
               random_state=42, reg_alpha=1.0), 'clf__class_weight': 'balanced', 'clf__learning_rate': 0.1, 'clf__max_depth': 8, 'clf__n_estimators': 300, 'clf__num_leaves': 63, 'clf__reg_alpha': 0.1}",0.9053727636999829,0.013283199788249291,0.9177883194447677,0.012953995850646969,0.917725269145909,0.011815207405621997,0.9172314978708782,0.011855438290890134
"{'clf': LGBMClassifier(class_weight='balanced', max_depth=16, n_estimators=1000,
               n_jobs=-1, num_class=4, num_leaves=127, objective='multiclass',
               random_state=42, reg_alpha=1.0), 'clf__class_weight': 'balanced', 'clf__learning_rate': 0.1, 'clf__max_depth': 8, 'clf__n_estimators': 500, 'clf__num_leaves': 127, 'clf__reg_alpha': 0.1}",0.9053727636999829,0.013283199788249291,0.9177883194447677,0.012953995850646969,0.917725269145909,0.011815207405621997,0.9172314978708782,0.011855438290890134
"{'clf': LGBMClassifier(class_weight='balanced', max_depth=16, n_estimators=1000,
               n_jobs=-1, num_class=4, num_leaves=127, objective='multiclass',
               random_state=42, reg_alpha=1.0), 'clf__class_weight': 'balanced', 'clf__learning_rate': 0.1, 'clf__max_depth': -1, 'clf__n_estimators': 300, 'clf__num_leaves': 127, 'clf__reg_alpha': 0.0}",0.9053727636999829,0.015078840086154987,0.9181170401964651,0.015080391689312534,0.9169897638502837,0.013663227174870592,0.9170152436061001,0.014082989027467897
"{'clf': LGBMClassifier(class_weight='balanced', max_depth=16, n_estimators=1000,
               n_jobs=-1, num_class=4, num_leaves=127, objective='multiclass',
               random_state=42, reg_alpha=1.0), 'clf__class_weight': 'balanced', 'clf__learning_rate': 0.1, 'clf__max_depth': 8, 'clf__n_estimators': 1000, 'clf__num_leaves': 127, 'clf__reg_alpha': 0.1}",0.9053727636999829,0.013283199788249291,0.9177883194447677,0.012953995850646969,0.917725269145909,0.011815207405621997,0.9172314978708782,0.011855438290890134
"{'clf': LGBMClassifier(class_weight='balanced', max_depth=16, n_estimators=1000,
               n_jobs=-1, num_class=4, num_leaves=127, objective='multiclass',
               random_state=42, reg_alpha=1.0), 'clf__class_weight': None, 'clf__learning_rate': 0.01, 'clf__max_depth': 16, 'clf__n_estimators': 1000, 'clf__num_leaves': 127, 'clf__reg_alpha': 0.0}",0.9053727636999829,0.016425937916952425,0.9166985018332227,0.016117528799049593,0.9172198147495834,0.014431593389887174,0.916638845095123,0.01501900986310762
"{'clf': LGBMClassifier(class_weight='balanced', max_depth=16, n_estimators=1000,
               n_jobs=-1, num_class=4, num_leaves=127, objective='multiclass',
               random_state=42, reg_alpha=1.0), 'clf__class_weight': None, 'clf__learning_rate': 0.1, 'clf__max_depth': 12, 'clf__n_estimators': 300, 'clf__num_leaves': 31, 'clf__reg_alpha': 0.0}",0.9053727636999829,0.015811581029990744,0.9174788839376233,0.014735302399956206,0.9171620143727497,0.014016146545304461,0.9168584532820315,0.014214258556276725
"{'clf': LGBMClassifier(class_weight='balanced', max_depth=16, n_estimators=1000,
               n_jobs=-1, num_class=4, num_leaves=127, objective='multiclass',
               random_state=42, reg_alpha=1.0), 'clf__class_weight': None, 'clf__learning_rate': 0.05, 'clf__max_depth': 12, 'clf__n_estimators': 300, 'clf__num_leaves': 31, 'clf__reg_alpha': 0.0}",0.9053713527851459,0.01830795524917398,0.9177075799374472,0.017456679905508588,0.9165830014118894,0.016302720271128418,0.9166232756906945,0.016589972287911058
"{'clf': LGBMClassifier(class_weight='balanced', max_depth=16, n_estimators=1000,
               n_jobs=-1, num_class=4, num_leaves=127, objective='multiclass',
               random_state=42, reg_alpha=1.0), 'clf__class_weight': None, 'clf__learning_rate': 0.05, 'clf__max_depth': 8, 'clf__n_estimators': 500, 'clf__num_leaves': 127, 'clf__reg_alpha': 0.0}",0.9053713527851459,0.011949329548165615,0.917408973280678,0.011631482290854827,0.9169542524866474,0.009824401682163789,0.9168340914413952,0.010551918979057003
"{'clf': LGBMClassifier(class_weight='balanced', max_depth=16, n_estimators=1000,
               n_jobs=-1, num_class=4, num_leaves=127, objective='multiclass',
               random_state=42, reg_alpha=1.0), 'clf__class_weight': 'balanced', 'clf__learning_rate': 0.05, 'clf__max_depth': 8, 'clf__n_estimators': 300, 'clf__num_leaves': 63, 'clf__reg_alpha': 0.0}",0.9053713527851459,0.017437274599549083,0.9157549543777146,0.016492862465885966,0.9179251149772881,0.015868129000686907,0.9165430879977622,0.016054950345941787
"{'clf': LGBMClassifier(class_weight='balanced', max_depth=16, n_estimators=1000,
               n_jobs=-1, num_class=4, num_leaves=127, objective='multiclass',
               random_state=42, reg_alpha=1.0), 'clf__class_weight': 'balanced', 'clf__learning_rate': 0.1, 'clf__max_depth': 16, 'clf__n_estimators': 300, 'clf__num_leaves': 127, 'clf__reg_alpha': 0.0}",0.9053713527851459,0.011588721803077169,0.9170960924088835,0.011422625905754566,0.918081607312053,0.010822106056231406,0.9171228560478634,0.01091474393030431
"{'clf': LGBMClassifier(class_weight='balanced', max_depth=16, n_estimators=1000,
               n_jobs=-1, num_class=4, num_leaves=127, objective='multiclass',
               random_state=42, reg_alpha=1.0), 'clf__class_weight': None, 'clf__learning_rate': 0.1, 'clf__max_depth': -1, 'clf__n_estimators': 500, 'clf__num_leaves': 127, 'clf__reg_alpha': 0.0}",0.9053713527851459,0.018230520861051678,0.9176437349855068,0.017296508037646114,0.9164181269940072,0.016043922322733394,0.9166145756958615,0.016549966946683082
"{'clf': LGBMClassifier(class_weight='balanced', max_depth=16, n_estimators=1000,
               n_jobs=-1, num_class=4, num_leaves=127, objective='multiclass',
               random_state=42, reg_alpha=1.0), 'clf__class_weight': None, 'clf__learning_rate': 0.01, 'clf__max_depth': 8, 'clf__n_estimators': 500, 'clf__num_leaves': 63, 'clf__reg_alpha': 1.0}",0.9053713527851459,0.0141199563547833,0.9191285480702817,0.014533625982856426,0.9173272680413251,0.011283953359557463,0.9173063341871679,0.012162206473859254
"{'clf': LGBMClassifier(class_weight='balanced', max_depth=16, n_estimators=1000,
               n_jobs=-1, num_class=4, num_leaves=127, objective='multiclass',
               random_state=42, reg_alpha=1.0), 'clf__class_weight': None, 'clf__learning_rate': 0.01, 'clf__max_depth': 8, 'clf__n_estimators': 500, 'clf__num_leaves': 127, 'clf__reg_alpha': 1.0}",0.9053713527851459,0.0141199563547833,0.9191285480702817,0.014533625982856426,0.9173272680413251,0.011283953359557463,0.9173063341871679,0.012162206473859254
"{'clf': LGBMClassifier(class_weight='balanced', max_depth=16, n_estimators=1000,
               n_jobs=-1, num_class=4, num_leaves=127, objective='multiclass',
               random_state=42, reg_alpha=1.0), 'clf__class_weight': 'balanced', 'clf__learning_rate': 0.1, 'clf__max_depth': 12, 'clf__n_estimators': 500, 'clf__num_leaves': 127, 'clf__reg_alpha': 0.0}",0.9053699418703086,0.012195296078699498,0.9176976365666014,0.011908199298263599,0.9171800030687649,0.010889014777095994,0.9170485757512612,0.011203022803366956
"{'clf': LGBMClassifier(class_weight='balanced', max_depth=16, n_estimators=1000,
               n_jobs=-1, num_class=4, num_leaves=127, objective='multiclass',
               random_state=42, reg_alpha=1.0), 'clf__class_weight': 'balanced', 'clf__learning_rate': 0.05, 'clf__max_depth': -1, 'clf__n_estimators': 500, 'clf__num_leaves': 63, 'clf__reg_alpha': 0.0}",0.9053699418703086,0.01509790096608116,0.9181220785526987,0.014712399610812322,0.9175144314724049,0.013239188304988546,0.9172545062335378,0.013667984684660977
"{'clf': LGBMClassifier(class_weight='balanced', max_depth=16, n_estimators=1000,
               n_jobs=-1, num_class=4, num_leaves=127, objective='multiclass',
               random_state=42, reg_alpha=1.0), 'clf__class_weight': 'balanced', 'clf__learning_rate': 0.1, 'clf__max_depth': 12, 'clf__n_estimators': 1000, 'clf__num_leaves': 127, 'clf__reg_alpha': 0.0}",0.9053699418703086,0.010974146939146709,0.9175832639404675,0.011082202486153181,0.9169840783038747,0.009765375886982012,0.9169114457342964,0.010219111337281518
"{'clf': LGBMClassifier(class_weight='balanced', max_depth=16, n_estimators=1000,
               n_jobs=-1, num_class=4, num_leaves=127, objective='multiclass',
               random_state=42, reg_alpha=1.0), 'clf__class_weight': 'balanced', 'clf__learning_rate': 0.05, 'clf__max_depth': -1, 'clf__n_estimators': 300, 'clf__num_leaves': 63, 'clf__reg_alpha': 0.0}",0.9053685309554715,0.014139249452676564,0.9167268840225435,0.015177909979553534,0.917547333077034,0.012580932051198914,0.9166738521086174,0.01368278939888696
"{'clf': LGBMClassifier(class_weight='balanced', max_depth=16, n_estimators=1000,
               n_jobs=-1, num_class=4, num_leaves=127, objective='multiclass',
               random_state=42, reg_alpha=1.0), 'clf__class_weight': None, 'clf__learning_rate': 0.05, 'clf__max_depth': 16, 'clf__n_estimators': 1000, 'clf__num_leaves': 63, 'clf__reg_alpha': 0.0}",0.9053671200406344,0.014542552263918344,0.9180474781483422,0.015038535746275195,0.9162144468738399,0.012125309381152298,0.9165274029751325,0.01313183545972544
"{'clf': LGBMClassifier(class_weight='balanced', max_depth=16, n_estimators=1000,
               n_jobs=-1, num_class=4, num_leaves=127, objective='multiclass',
               random_state=42, reg_alpha=1.0), 'clf__class_weight': None, 'clf__learning_rate': 0.05, 'clf__max_depth': 8, 'clf__n_estimators': 500, 'clf__num_leaves': 31, 'clf__reg_alpha': 0.1}",0.9048436706360405,0.014659914110856511,0.9179974973492604,0.014147416960426179,0.916816507349284,0.012852048829025717,0.9169008656887103,0.012965449329014847
"{'clf': LGBMClassifier(class_weight='balanced', max_depth=16, n_estimators=1000,
               n_jobs=-1, num_class=4, num_leaves=127, objective='multiclass',
               random_state=42, reg_alpha=1.0), 'clf__class_weight': None, 'clf__learning_rate': 0.05, 'clf__max_depth': 8, 'clf__n_estimators': 1000, 'clf__num_leaves': 31, 'clf__reg_alpha': 0.1}",0.9048436706360405,0.014659914110856511,0.9179974973492604,0.014147416960426179,0.916816507349284,0.012852048829025717,0.9169008656887103,0.012965449329014847
"{'clf': LGBMClassifier(class_weight='balanced', max_depth=16, n_estimators=1000,
               n_jobs=-1, num_class=4, num_leaves=127, objective='multiclass',
               random_state=42, reg_alpha=1.0), 'clf__class_weight': None, 'clf__learning_rate': 0.05, 'clf__max_depth': 8, 'clf__n_estimators': 300, 'clf__num_leaves': 31, 'clf__reg_alpha': 0.1}",0.9048436706360405,0.014659914110856511,0.9179974973492604,0.014147416960426179,0.916816507349284,0.012852048829025717,0.9169008656887103,0.012965449329014847
"{'clf': LGBMClassifier(class_weight='balanced', max_depth=16, n_estimators=1000,
               n_jobs=-1, num_class=4, num_leaves=127, objective='multiclass',
               random_state=42, reg_alpha=1.0), 'clf__class_weight': None, 'clf__learning_rate': 0.01, 'clf__max_depth': 12, 'clf__n_estimators': 1000, 'clf__num_leaves': 63, 'clf__reg_alpha': 0.1}",0.9048436706360403,0.014563095385156752,0.9176003320547877,0.014435988258587069,0.9162501767887232,0.012761271409511867,0.9164827049262387,0.013158131441857847
"{'clf': LGBMClassifier(class_weight='balanced', max_depth=16, n_estimators=1000,
               n_jobs=-1, num_class=4, num_leaves=127, objective='multiclass',
               random_state=42, reg_alpha=1.0), 'clf__class_weight': None, 'clf__learning_rate': 0.01, 'clf__max_depth': 12, 'clf__n_estimators': 1000, 'clf__num_leaves': 127, 'clf__reg_alpha': 0.1}",0.9048436706360403,0.014563095385156752,0.9176003320547877,0.014435988258587069,0.9162501767887232,0.012761271409511867,0.9164827049262387,0.013158131441857847
"{'clf': LGBMClassifier(class_weight='balanced', max_depth=16, n_estimators=1000,
               n_jobs=-1, num_class=4, num_leaves=127, objective='multiclass',
               random_state=42, reg_alpha=1.0), 'clf__class_weight': None, 'clf__learning_rate': 0.05, 'clf__max_depth': -1, 'clf__n_estimators': 500, 'clf__num_leaves': 63, 'clf__reg_alpha': 0.0}",0.9048436706360403,0.014367500760958442,0.9175788242605527,0.01472431999708125,0.9160511762364312,0.01164899085369951,0.916289128240798,0.012715374815811094
"{'clf': LGBMClassifier(class_weight='balanced', max_depth=16, n_estimators=1000,
               n_jobs=-1, num_class=4, num_leaves=127, objective='multiclass',
               random_state=42, reg_alpha=1.0), 'clf__class_weight': 'balanced', 'clf__learning_rate': 0.1, 'clf__max_depth': -1, 'clf__n_estimators': 1000, 'clf__num_leaves': 127, 'clf__reg_alpha': 0.0}",0.9048436706360403,0.017232637157807745,0.9176931312553082,0.016842508490698422,0.9165929872754806,0.015003697017806456,0.9165003199934099,0.015631124736991568
"{'clf': LGBMClassifier(class_weight='balanced', max_depth=16, n_estimators=1000,
               n_jobs=-1, num_class=4, num_leaves=127, objective='multiclass',
               random_state=42, reg_alpha=1.0), 'clf__class_weight': None, 'clf__learning_rate': 0.01, 'clf__max_depth': 16, 'clf__n_estimators': 500, 'clf__num_leaves': 63, 'clf__reg_alpha': 0.1}",0.9048422597212034,0.013672721656471326,0.9179355610877419,0.01414903583866951,0.9169944434181589,0.010974971048551893,0.9169190000361969,0.012194447751975469
"{'clf': LGBMClassifier(class_weight='balanced', max_depth=16, n_estimators=1000,
               n_jobs=-1, num_class=4, num_leaves=127, objective='multiclass',
               random_state=42, reg_alpha=1.0), 'clf__class_weight': None, 'clf__learning_rate': 0.01, 'clf__max_depth': 16, 'clf__n_estimators': 500, 'clf__num_leaves': 127, 'clf__reg_alpha': 0.1}",0.9048422597212034,0.013672721656471326,0.9179355610877419,0.01414903583866951,0.9169944434181589,0.010974971048551893,0.9169190000361969,0.012194447751975469
"{'clf': LGBMClassifier(class_weight='balanced', max_depth=16, n_estimators=1000,
               n_jobs=-1, num_class=4, num_leaves=127, objective='multiclass',
               random_state=42, reg_alpha=1.0), 'clf__class_weight': 'balanced', 'clf__learning_rate': 0.05, 'clf__max_depth': 12, 'clf__n_estimators': 500, 'clf__num_leaves': 31, 'clf__reg_alpha': 0.0}",0.9048422597212031,0.016487066255426456,0.9167034473090439,0.014815365301791809,0.9175103497064697,0.015027540037478762,0.9166941004742227,0.014870118663161971
"{'clf': LGBMClassifier(class_weight='balanced', max_depth=16, n_estimators=1000,
               n_jobs=-1, num_class=4, num_leaves=127, objective='multiclass',
               random_state=42, reg_alpha=1.0), 'clf__class_weight': None, 'clf__learning_rate': 0.01, 'clf__max_depth': 16, 'clf__n_estimators': 500, 'clf__num_leaves': 63, 'clf__reg_alpha': 0.0}",0.9048422597212031,0.016227610732614747,0.9175084601132364,0.015696155523753738,0.9164430257662118,0.013763909069046712,0.9166339461497053,0.014497740302453392
"{'clf': LGBMClassifier(class_weight='balanced', max_depth=16, n_estimators=1000,
               n_jobs=-1, num_class=4, num_leaves=127, objective='multiclass',
               random_state=42, reg_alpha=1.0), 'clf__class_weight': 'balanced', 'clf__learning_rate': 0.01, 'clf__max_depth': 16, 'clf__n_estimators': 500, 'clf__num_leaves': 31, 'clf__reg_alpha': 0.0}",0.9048408488063661,0.013264032821477091,0.9159503311205024,0.014173487287105274,0.9179105813193678,0.011646793925103047,0.9164713004898412,0.012793448869712818
"{'clf': LGBMClassifier(class_weight='balanced', max_depth=16, n_estimators=1000,
               n_jobs=-1, num_class=4, num_leaves=127, objective='multiclass',
               random_state=42, reg_alpha=1.0), 'clf__class_weight': None, 'clf__learning_rate': 0.05, 'clf__max_depth': 16, 'clf__n_estimators': 1000, 'clf__num_leaves': 31, 'clf__reg_alpha': 0.0}",0.9048408488063661,0.019844226523323072,0.9172726729050418,0.019456979245932652,0.9160098925486849,0.016943561800652786,0.9160768432465476,0.01773403893897311
"{'clf': LGBMClassifier(class_weight='balanced', max_depth=16, n_estimators=1000,
               n_jobs=-1, num_class=4, num_leaves=127, objective='multiclass',
               random_state=42, reg_alpha=1.0), 'clf__class_weight': 'balanced', 'clf__learning_rate': 0.1, 'clf__max_depth': 16, 'clf__n_estimators': 500, 'clf__num_leaves': 127, 'clf__reg_alpha': 0.0}",0.9048408488063661,0.01215077039878792,0.916653054863996,0.011742745814162694,0.9174919817597612,0.011466794895072813,0.9165721795096851,0.011345740688737166
"{'clf': LGBMClassifier(class_weight='balanced', max_depth=16, n_estimators=1000,
               n_jobs=-1, num_class=4, num_leaves=127, objective='multiclass',
               random_state=42, reg_alpha=1.0), 'clf__class_weight': 'balanced', 'clf__learning_rate': 0.05, 'clf__max_depth': -1, 'clf__n_estimators': 500, 'clf__num_leaves': 31, 'clf__reg_alpha': 0.0}",0.9048408488063661,0.014191496663631563,0.9167404534995072,0.013637306653751631,0.9167748444108443,0.012219708524319906,0.9163454435624014,0.012815415094059682
"{'clf': LGBMClassifier(class_weight='balanced', max_depth=16, n_estimators=1000,
               n_jobs=-1, num_class=4, num_leaves=127, objective='multiclass',
               random_state=42, reg_alpha=1.0), 'clf__class_weight': None, 'clf__learning_rate': 0.05, 'clf__max_depth': -1, 'clf__n_estimators': 500, 'clf__num_leaves': 31, 'clf__reg_alpha': 0.0}",0.904840848806366,0.015524472974020454,0.9170832006077463,0.015320277163952858,0.9169282609582078,0.012952363672332412,0.9164614129733726,0.01381306058084583
"{'clf': LGBMClassifier(class_weight='balanced', max_depth=16, n_estimators=1000,
               n_jobs=-1, num_class=4, num_leaves=127, objective='multiclass',
               random_state=42, reg_alpha=1.0), 'clf__class_weight': None, 'clf__learning_rate': 0.01, 'clf__max_depth': 8, 'clf__n_estimators': 1000, 'clf__num_leaves': 31, 'clf__reg_alpha': 0.0}",0.9048394378915289,0.015715009505285177,0.9164964530838354,0.015390188913017536,0.9170185836889774,0.013808764106191154,0.9164662118392515,0.014386768640988153
"{'clf': LGBMClassifier(class_weight='balanced', max_depth=16, n_estimators=1000,
               n_jobs=-1, num_class=4, num_leaves=127, objective='multiclass',
               random_state=42, reg_alpha=1.0), 'clf__class_weight': None, 'clf__learning_rate': 0.05, 'clf__max_depth': -1, 'clf__n_estimators': 1000, 'clf__num_leaves': 31, 'clf__reg_alpha': 0.0}",0.9048394378915289,0.016071056652045893,0.9173002569575754,0.016146620132122334,0.9165513243370409,0.013471215965511728,0.9162959550454394,0.014322538342699125
"{'clf': LGBMClassifier(class_weight='balanced', max_depth=16, n_estimators=1000,
               n_jobs=-1, num_class=4, num_leaves=127, objective='multiclass',
               random_state=42, reg_alpha=1.0), 'clf__class_weight': None, 'clf__learning_rate': 0.1, 'clf__max_depth': 16, 'clf__n_estimators': 500, 'clf__num_leaves': 63, 'clf__reg_alpha': 0.0}",0.9048394378915289,0.015533925925862157,0.9167674130096094,0.015126733162555063,0.9171058177763897,0.013670851046619224,0.916367930266467,0.014079068074965435
"{'clf': LGBMClassifier(class_weight='balanced', max_depth=16, n_estimators=1000,
               n_jobs=-1, num_class=4, num_leaves=127, objective='multiclass',
               random_state=42, reg_alpha=1.0), 'clf__class_weight': None, 'clf__learning_rate': 0.1, 'clf__max_depth': 16, 'clf__n_estimators': 500, 'clf__num_leaves': 127, 'clf__reg_alpha': 0.0}",0.9048394378915289,0.01766454692832718,0.9166745322020949,0.016815106788554843,0.9169313367456093,0.015703673249417807,0.9163857852806103,0.01612129127359232
"{'clf': LGBMClassifier(class_weight='balanced', max_depth=16, n_estimators=1000,
               n_jobs=-1, num_class=4, num_leaves=127, objective='multiclass',
               random_state=42, reg_alpha=1.0), 'clf__class_weight': 'balanced', 'clf__learning_rate': 0.05, 'clf__max_depth': 12, 'clf__n_estimators': 1000, 'clf__num_leaves': 31, 'clf__reg_alpha': 0.0}",0.9048394378915289,0.01641938488724023,0.9171255490155442,0.015572997913681639,0.9169481009118442,0.01480531296015754,0.9164845381592508,0.01484758138717217
"{'clf': LGBMClassifier(class_weight='balanced', max_depth=16, n_estimators=1000,
               n_jobs=-1, num_class=4, num_leaves=127, objective='multiclass',
               random_state=42, reg_alpha=1.0), 'clf__class_weight': None, 'clf__learning_rate': 0.05, 'clf__max_depth': 16, 'clf__n_estimators': 300, 'clf__num_leaves': 127, 'clf__reg_alpha': 0.0}",0.9048394378915289,0.01295145384181845,0.9165759684792484,0.012118732272360728,0.9165850712207574,0.01173499937062794,0.9163073025336675,0.011980720441293228
"{'clf': LGBMClassifier(class_weight='balanced', max_depth=16, n_estimators=1000,
               n_jobs=-1, num_class=4, num_leaves=127, objective='multiclass',
               random_state=42, reg_alpha=1.0), 'clf__class_weight': 'balanced', 'clf__learning_rate': 0.01, 'clf__max_depth': 12, 'clf__n_estimators': 1000, 'clf__num_leaves': 31, 'clf__reg_alpha': 0.0}",0.9048394378915289,0.014497592031937413,0.9160424104481233,0.014154663191549581,0.9179220391898866,0.013187566570086367,0.9165973517117141,0.013526573702119843
"{'clf': LGBMClassifier(class_weight='balanced', max_depth=16, n_estimators=1000,
               n_jobs=-1, num_class=4, num_leaves=127, objective='multiclass',
               random_state=42, reg_alpha=1.0), 'clf__class_weight': 'balanced', 'clf__learning_rate': 0.01, 'clf__max_depth': 16, 'clf__n_estimators': 500, 'clf__num_leaves': 63, 'clf__reg_alpha': 0.0}",0.9048380269766916,0.013070887150438049,0.9156468263450727,0.013423116790604128,0.9184520131077237,0.011652293375474826,0.9165668249322974,0.01243405740821889
"{'clf': LGBMClassifier(class_weight='balanced', max_depth=16, n_estimators=1000,
               n_jobs=-1, num_class=4, num_leaves=127, objective='multiclass',
               random_state=42, reg_alpha=1.0), 'clf__class_weight': 'balanced', 'clf__learning_rate': 0.1, 'clf__max_depth': -1, 'clf__n_estimators': 500, 'clf__num_leaves': 31, 'clf__reg_alpha': 0.0}",0.9048380269766916,0.016599200851203085,0.9173767723854331,0.016837570283636884,0.9160148195937076,0.0138035984939656,0.916132752351189,0.014885137602567005
"{'clf': LGBMClassifier(class_weight='balanced', max_depth=16, n_estimators=1000,
               n_jobs=-1, num_class=4, num_leaves=127, objective='multiclass',
               random_state=42, reg_alpha=1.0), 'clf__class_weight': 'balanced', 'clf__learning_rate': 0.01, 'clf__max_depth': 12, 'clf__n_estimators': 300, 'clf__num_leaves': 127, 'clf__reg_alpha': 0.0}",0.9048380269766916,0.013070887150438049,0.9166909275258135,0.013049850473331836,0.9186234183511022,0.01142181228484041,0.9170562821721633,0.011998424601986553
"{'clf': LGBMClassifier(class_weight='balanced', max_depth=16, n_estimators=1000,
               n_jobs=-1, num_class=4, num_leaves=127, objective='multiclass',
               random_state=42, reg_alpha=1.0), 'clf__class_weight': None, 'clf__learning_rate': 0.05, 'clf__max_depth': 16, 'clf__n_estimators': 500, 'clf__num_leaves': 63, 'clf__reg_alpha': 0.0}",0.9048380269766916,0.013285584668373405,0.9172930543937847,0.01374131935213222,0.9160232016768248,0.011057833733520794,0.9161298529864057,0.011961316597816516
"{'clf': LGBMClassifier(class_weight='balanced', max_depth=16, n_estimators=1000,
               n_jobs=-1, num_class=4, num_leaves=127, objective='multiclass',
               random_state=42, reg_alpha=1.0), 'clf__class_weight': 'balanced', 'clf__learning_rate': 0.1, 'clf__max_depth': 12, 'clf__n_estimators': 1000, 'clf__num_leaves': 63, 'clf__reg_alpha': 0.0}",0.9048380269766916,0.010689312423592305,0.91608256343958,0.012431691726052818,0.9167928331068598,0.009541014028780938,0.9158996213432014,0.010579197787607526
